event_id,event_time,machine_id,event_type,is_failure,downtime_hours,cost_yuan,technician,status,note
MNT-004370,2025-03-26 14:00:00,M06,锁模故障,True,23.68,1573.46,维修工A,已修复,更换备件
MNT-004371,2024-05-26 11:00:00,M22,注射故障,True,14.16,4338.75,维修工B,已修复,需要厂家支持
MNT-004372,2024-12-03 13:00:00,M10,故障维修,True,18.18,6697.54,维修工D,已修复,
MNT-004373,2024-02-15 00:00:00,M25,注射故障,True,7.32,7254.69,维修工D,已修复,需要厂家支持
MNT-004374,2024-09-20 10:00:00,M09,液压故障,True,10.29,2784.91,维修工B,已修复,
MNT-004375,2025-06-05 14:00:00,M04,密封件更换,True,15.71,798.98,维修工B,已修复,建议大修
MNT-004376,2025-12-09 02:00:00,M27,换油,True,7.1,6407.76,维修工A,已修复,
MNT-004377,2025-03-22 16:00:00,M17,预防性保养,False,0.5,448.62,维修工B,已修复,
MNT-004378,2024-09-22 03:00:00,M27,注射故障,True,21.67,1615.8,外部供应商,已修复,更换备件
MNT-004379,2024-12-09 13:00:00,M24,液压故障,True,2.39,4912.19,维修工C,已修复,
MNT-004380,2025-06-06 06:00:00,M22,电气故障,True,11.44,3616.04,维修工C,已修复,更换备件
MNT-004381,2024-01-17 18:00:00,M06,液压故障,True,22.77,2932.77,维修工B,已修复,
MNT-004382,2025-02-11 19:00:00,M08,密封件更换,True,4.33,6365.62,维修工B,已修复,
MNT-004383,2024-08-25 06:00:00,M20,电气故障,True,19.62,2870.33,维修工C,已修复,更换备件
MNT-004384,2025-12-04 01:00:00,M16,加热故障,True,4.31,6805.97,外部供应商,已修复,需要厂家支持
MNT-004385,2024-11-14 11:00:00,M15,故障维修,True,12.73,6150.16,维修工C,已修复,
MNT-004386,2024-12-09 17:00:00,M21,液压故障,True,17.82,3942.64,维修工D,已修复,建议大修
MNT-004387,2025-02-15 05:00:00,M16,注射故障,True,7.93,3684.54,维修工D,已修复,更换备件
MNT-004388,2025-02-26 19:00:00,M03,故障维修,True,22.61,7805.5,维修工D,已修复,更换备件
MNT-004389,2024-07-31 20:00:00,M26,电气故障,True,2.16,2116.67,维修工B,已修复,
MNT-004390,2024-06-02 09:00:00,M21,故障维修,True,13.19,596.76,维修工B,已修复,更换备件
MNT-004391,2026-04-13 21:00:00,M22,密封件更换,True,15.04,2747.59,维修工D,已修复,
MNT-004392,2025-01-21 14:00:00,M21,滤芯更换,True,1.3,2157.48,维修工D,已修复,
MNT-004393,2024-11-03 21:00:00,M25,注射故障,True,12.92,5208.1,外部供应商,已修复,建议大修
MNT-004394,2025-09-11 09:00:00,M24,液压故障,True,10.83,3742.94,维修工C,已修复,更换备件
MNT-004395,2025-07-13 02:00:00,M06,预防性保养,False,3.62,792.22,维修工D,已修复,需要厂家支持
MNT-004396,2025-07-13 03:00:00,M26,换油,True,20.39,4048.23,外部供应商,已修复,更换备件
MNT-004397,2025-05-14 12:00:00,M17,滤芯更换,True,5.12,7249.95,外部供应商,已修复,更换备件
MNT-004398,2024-09-07 13:00:00,M22,滤芯更换,True,0.75,6803.12,维修工D,已修复,更换备件
MNT-004399,2025-06-05 08:00:00,M16,预防性保养,False,2.27,1107.51,维修工A,已修复,
MNT-004400,2024-03-01 13:00:00,M24,注射故障,True,11.28,882.74,外部供应商,已修复,需要厂家支持
MNT-004401,2024-06-11 20:00:00,M27,锁模故障,True,3.54,3901.61,维修工D,待跟进,
MNT-004402,2026-02-12 04:00:00,M18,液压故障,True,7.87,3002.58,维修工D,已修复,
MNT-004403,2024-11-01 20:00:00,M03,故障维修,True,17.7,7423.83,维修工D,已修复,
MNT-004404,2026-01-30 12:00:00,M25,滤芯更换,True,3.14,6927.27,维修工B,已修复,建议大修
MNT-004405,2026-01-15 04:00:00,M28,滤芯更换,True,20.64,4443.07,外部供应商,已修复,
MNT-004406,2025-07-01 20:00:00,M09,电气故障,True,2.4,5322.77,维修工B,已修复,
MNT-004407,2024-11-25 17:00:00,M07,加热故障,True,10.71,3329.07,维修工B,已修复,
MNT-004408,2025-09-14 20:00:00,M27,故障维修,True,18.62,4032.59,外部供应商,已修复,
MNT-004409,2026-02-01 07:00:00,M20,液压故障,True,4.92,2999.08,维修工C,已修复,建议大修
MNT-004410,2025-03-25 00:00:00,M09,液压故障,True,14.58,2700.68,维修工A,已修复,需要厂家支持
MNT-004411,2025-07-23 13:00:00,M17,注射故障,True,14.88,1217.35,维修工A,已修复,建议大修
MNT-004412,2025-08-06 15:00:00,M18,预防性保养,False,2.89,1171.85,维修工B,已修复,
MNT-004413,2025-04-17 13:00:00,M02,密封件更换,True,3.67,6047.98,维修工C,已修复,
MNT-004414,2024-11-08 06:00:00,M09,故障维修,True,14.74,3200.86,外部供应商,已修复,
MNT-004415,2026-04-29 10:00:00,M06,换油,True,21.11,7878.12,外部供应商,已修复,
MNT-004416,2025-01-14 10:00:00,M08,锁模故障,True,18.15,5755.08,维修工C,已修复,
MNT-004417,2026-03-24 17:00:00,M22,故障维修,True,0.72,4911.46,维修工B,已修复,
MNT-004418,2024-04-28 07:00:00,M01,密封件更换,True,10.87,205.19,维修工D,已修复,建议大修
MNT-004419,2024-03-29 03:00:00,M03,电气故障,True,18.59,2671.06,维修工C,已修复,需要厂家支持
MNT-004420,2025-07-14 15:00:00,M27,锁模故障,True,13.33,6863.32,外部供应商,已修复,需要厂家支持
MNT-004421,2024-12-29 03:00:00,M22,滤芯更换,True,11.64,5781.11,维修工B,待跟进,更换备件
MNT-004422,2024-12-08 19:00:00,M18,注射故障,True,3.22,6397.43,维修工C,已修复,需要厂家支持
MNT-004423,2026-04-11 16:00:00,M11,液压故障,True,21.01,1768.29,维修工B,已修复,需要厂家支持
MNT-004424,2025-07-19 19:00:00,M03,滤芯更换,True,13.44,7404.24,维修工A,已修复,
MNT-004425,2024-10-06 04:00:00,M01,换油,True,3.08,5218.44,维修工D,已修复,更换备件
MNT-004426,2024-07-01 04:00:00,M22,密封件更换,True,23.2,4540.23,维修工D,已修复,需要厂家支持
MNT-004427,2025-01-07 14:00:00,M12,注射故障,True,7.84,450.5,维修工D,已修复,
MNT-004428,2025-12-23 15:00:00,M17,注射故障,True,20.54,4233.96,维修工C,已修复,
MNT-004429,2026-01-12 10:00:00,M24,预防性保养,False,3.84,1320.78,维修工D,已修复,需要厂家支持
MNT-004430,2024-05-22 10:00:00,M24,电气故障,True,13.69,804.69,外部供应商,已修复,
MNT-004431,2025-07-04 07:00:00,M09,电气故障,True,22.15,4471.02,外部供应商,已修复,
MNT-004432,2024-03-17 01:00:00,M10,故障维修,True,19.73,6487.2,维修工B,已修复,
MNT-004433,2026-04-04 09:00:00,M20,液压故障,True,16.48,6514.48,维修工A,已修复,建议大修
MNT-004434,2025-09-25 10:00:00,M17,液压故障,True,15.93,1751.59,维修工B,已修复,
MNT-004435,2024-01-16 01:00:00,M14,加热故障,True,21.07,6662.92,维修工C,已修复,更换备件
MNT-004436,2024-03-23 09:00:00,M04,换油,True,18.4,2936.15,外部供应商,已修复,更换备件
MNT-004437,2025-01-05 17:00:00,M03,注射故障,True,20.25,7119.04,外部供应商,已修复,
MNT-004438,2026-02-11 07:00:00,M19,注射故障,True,11.02,4635.91,维修工A,已修复,更换备件
MNT-004439,2024-10-13 10:00:00,M01,故障维修,True,6.16,1592.3,维修工A,已修复,需要厂家支持
MNT-004440,2024-11-06 19:00:00,M16,电气故障,True,5.78,1533.19,维修工A,已修复,更换备件
MNT-004441,2024-06-16 04:00:00,M19,故障维修,True,19.21,3812.6,维修工B,已修复,建议大修
MNT-004442,2024-12-05 09:00:00,M16,换油,True,19.14,3532.57,维修工A,已修复,更换备件
MNT-004443,2025-11-02 02:00:00,M24,液压故障,True,9.57,6119.07,维修工B,已修复,需要厂家支持
MNT-004444,2024-11-30 14:00:00,M26,液压故障,True,2.41,4238.04,维修工D,已修复,更换备件
MNT-004445,2025-10-01 10:00:00,M05,故障维修,True,23.28,5663.97,维修工A,已修复,
MNT-004446,2024-08-27 14:00:00,M04,滤芯更换,True,19.69,1930.67,维修工B,已修复,
MNT-004447,2025-08-31 20:00:00,M03,换油,True,20.76,4870.7,维修工A,已修复,
MNT-004448,2026-04-15 09:00:00,M02,电气故障,True,6.53,2787.39,维修工C,已修复,需要厂家支持
MNT-004449,2024-02-15 09:00:00,M21,电气故障,True,17.68,1981.23,外部供应商,已修复,建议大修
MNT-004450,2024-06-06 15:00:00,M29,加热故障,True,3.57,572.11,维修工B,已修复,建议大修
MNT-004451,2024-11-18 23:00:00,M01,加热故障,True,5.35,6102.65,维修工C,已修复,
MNT-004452,2025-10-13 07:00:00,M06,换油,True,1.86,1371.71,维修工D,已修复,需要厂家支持
MNT-004453,2025-10-13 16:00:00,M05,注射故障,True,19.64,1123.24,维修工A,已修复,
MNT-004454,2025-12-06 10:00:00,M12,滤芯更换,True,10.04,1279.85,外部供应商,已修复,更换备件
MNT-004455,2025-12-01 23:00:00,M19,换油,True,6.81,3566.73,维修工D,已修复,
MNT-004456,2024-12-15 09:00:00,M19,换油,True,9.49,5707.4,维修工B,待跟进,建议大修
MNT-004457,2024-08-26 22:00:00,M24,滤芯更换,True,20.45,3090.22,外部供应商,已修复,
MNT-004458,2025-05-16 06:00:00,M13,故障维修,True,13.73,682.9,维修工A,已修复,
MNT-004459,2024-10-10 06:00:00,M29,密封件更换,True,14.54,7929.83,维修工B,已修复,建议大修
MNT-004460,2025-06-30 04:00:00,M05,锁模故障,True,18.09,2258.24,维修工B,已修复,
MNT-004461,2024-07-09 15:00:00,M09,预防性保养,False,1.38,1044.78,维修工C,已修复,更换备件
MNT-004462,2026-04-16 03:00:00,M27,电气故障,True,5.19,4831.35,外部供应商,已修复,更换备件
MNT-004463,2025-10-01 19:00:00,M25,预防性保养,False,1.13,130.45,维修工B,已修复,需要厂家支持
MNT-004464,2025-01-31 11:00:00,M09,液压故障,True,5.89,5441.52,维修工A,已修复,
MNT-004465,2024-08-07 05:00:00,M10,故障维修,True,20.81,5597.1,维修工D,已修复,
MNT-004466,2025-12-09 00:00:00,M02,滤芯更换,True,13.51,6912.17,维修工D,已修复,
MNT-004467,2024-06-16 02:00:00,M02,注射故障,True,19.36,3391.24,维修工B,已修复,
MNT-004468,2025-03-21 10:00:00,M09,液压故障,True,17.73,5864.58,维修工D,已修复,
MNT-004469,2024-06-28 19:00:00,M11,滤芯更换,True,12.15,1148.2,维修工D,已修复,建议大修
MNT-004470,2024-07-02 00:00:00,M05,换油,True,22.42,6217.76,外部供应商,已修复,需要厂家支持
MNT-004471,2024-05-20 11:00:00,M03,加热故障,True,4.88,5534.76,维修工B,已修复,需要厂家支持
MNT-004472,2024-04-29 14:00:00,M21,滤芯更换,True,12.74,1537.17,外部供应商,已修复,
MNT-004473,2025-10-30 13:00:00,M25,锁模故障,True,7.81,7932.13,维修工C,已修复,
MNT-004474,2026-01-14 09:00:00,M01,滤芯更换,True,6.88,4612.36,外部供应商,已修复,需要厂家支持
MNT-004475,2024-07-01 02:00:00,M03,电气故障,True,17.56,3559.8,维修工B,已修复,
MNT-004476,2024-01-27 19:00:00,M14,预防性保养,False,0.85,458.23,维修工B,已修复,需要厂家支持
MNT-004477,2025-11-30 12:00:00,M29,液压故障,True,23.1,7320.79,维修工A,已修复,
MNT-004478,2024-01-14 23:00:00,M25,加热故障,True,13.45,2643.47,外部供应商,已修复,更换备件
MNT-004479,2025-06-13 00:00:00,M22,加热故障,True,12.01,5040.92,外部供应商,已修复,
MNT-004480,2026-01-23 06:00:00,M16,滤芯更换,True,11.58,3013.64,维修工B,已修复,
MNT-004481,2024-07-06 18:00:00,M16,预防性保养,False,1.27,468.79,维修工A,已修复,需要厂家支持
MNT-004482,2026-01-07 17:00:00,M06,注射故障,True,11.23,758.14,维修工A,已修复,
MNT-004483,2025-08-19 16:00:00,M27,电气故障,True,10.64,732.07,维修工B,已修复,需要厂家支持
MNT-004484,2024-07-23 04:00:00,M07,加热故障,True,3.36,1126.63,维修工A,已修复,
MNT-004485,2024-03-18 00:00:00,M20,注射故障,True,4.81,2413.8,维修工A,已修复,
MNT-004486,2024-05-11 09:00:00,M17,加热故障,True,2.88,6027.1,外部供应商,已修复,
MNT-004487,2024-11-11 10:00:00,M12,电气故障,True,9.42,4535.05,维修工D,已修复,建议大修
MNT-004488,2024-09-19 10:00:00,M22,锁模故障,True,0.94,1981.75,维修工D,已修复,需要厂家支持
MNT-004489,2025-07-09 06:00:00,M04,故障维修,True,19.31,1453.68,维修工C,已修复,更换备件
MNT-004490,2024-04-18 05:00:00,M05,注射故障,True,10.45,568.34,维修工D,已修复,需要厂家支持
MNT-004491,2024-12-02 16:00:00,M04,故障维修,True,20.37,1323.96,维修工D,已修复,需要厂家支持
MNT-004492,2024-01-26 08:00:00,M18,预防性保养,False,3.37,473.55,外部供应商,已修复,
MNT-004493,2024-02-11 00:00:00,M21,电气故障,True,8.75,2705.6,维修工B,已修复,
MNT-004494,2026-01-05 15:00:00,M24,换油,True,8.68,1406.78,外部供应商,已修复,
MNT-004495,2025-04-09 22:00:00,M16,换油,True,15.09,6947.38,外部供应商,已修复,
MNT-004496,2026-03-28 11:00:00,M11,预防性保养,False,1.84,777.64,外部供应商,已修复,
MNT-004497,2025-06-27 11:00:00,M16,预防性保养,False,3.67,1169.79,维修工C,已修复,
MNT-004498,2024-08-16 03:00:00,M06,电气故障,True,8.02,1868.31,维修工A,已修复,更换备件
MNT-004499,2024-05-23 16:00:00,M08,电气故障,True,23.63,7935.08,维修工D,已修复,需要厂家支持
MNT-004500,2024-08-07 06:00:00,M10,液压故障,True,12.02,668.37,维修工A,已修复,建议大修
MNT-004501,2025-01-13 10:00:00,M21,密封件更换,True,9.69,2252.47,维修工D,已修复,更换备件
MNT-004502,2025-07-06 16:00:00,M07,加热故障,True,11.9,1881.31,维修工D,已修复,需要厂家支持
MNT-004503,2025-08-29 15:00:00,M05,加热故障,True,16.51,7292.88,维修工B,已修复,需要厂家支持
MNT-004504,2024-11-17 20:00:00,M22,液压故障,True,3.94,3744.63,维修工D,已修复,更换备件
MNT-004505,2025-01-18 11:00:00,M01,故障维修,True,14.07,4492.85,维修工B,已修复,
MNT-004506,2024-11-22 07:00:00,M07,液压故障,True,4.1,1616.79,维修工B,已修复,
MNT-004507,2024-05-16 04:00:00,M10,滤芯更换,True,6.55,5031.28,维修工A,已修复,
MNT-004508,2025-05-16 00:00:00,M02,注射故障,True,5.49,7026.3,维修工D,已修复,更换备件
MNT-004509,2025-07-29 05:00:00,M15,电气故障,True,13.96,1584.55,维修工D,已修复,需要厂家支持
MNT-004510,2024-04-08 04:00:00,M24,液压故障,True,13.54,6096.8,维修工D,已修复,需要厂家支持
MNT-004511,2026-04-04 22:00:00,M26,预防性保养,False,2.34,1057.48,外部供应商,已修复,
MNT-004512,2025-08-26 13:00:00,M16,滤芯更换,True,8.61,5280.18,维修工B,已修复,更换备件
MNT-004513,2026-01-22 21:00:00,M13,加热故障,True,2.57,2315.95,维修工B,待跟进,
MNT-004514,2025-08-29 21:00:00,M07,电气故障,True,18.18,1609.9,维修工D,已修复,
MNT-004515,2025-08-22 16:00:00,M16,加热故障,True,7.24,4986.94,维修工D,已修复,
MNT-004516,2026-04-20 10:00:00,M25,故障维修,True,10.13,5100.4,维修工B,已修复,
MNT-004517,2024-11-17 00:00:00,M17,液压故障,True,14.04,2168.06,维修工B,已修复,
MNT-004518,2024-10-18 05:00:00,M23,密封件更换,True,6.03,944.85,维修工D,已修复,
MNT-004519,2025-02-15 21:00:00,M20,液压故障,True,22.87,5860.22,维修工C,已修复,
MNT-004520,2025-12-02 05:00:00,M09,液压故障,True,16.16,4073.81,维修工A,已修复,
MNT-004521,2025-09-01 19:00:00,M22,加热故障,True,5.19,2388.59,外部供应商,已修复,
MNT-004522,2025-04-18 09:00:00,M09,锁模故障,True,1.48,7623.06,维修工A,已修复,
MNT-004523,2024-02-28 04:00:00,M08,注射故障,True,12.49,3075.78,维修工C,已修复,
MNT-004524,2024-04-04 08:00:00,M12,加热故障,True,7.12,7396.63,维修工C,已修复,更换备件
MNT-004525,2026-01-03 09:00:00,M11,故障维修,True,10.78,3390.69,维修工B,已修复,建议大修
MNT-004526,2024-08-17 01:00:00,M01,滤芯更换,True,14.46,3133.43,维修工A,已修复,
MNT-004527,2024-07-07 20:00:00,M16,注射故障,True,17.02,2620.44,维修工B,已修复,
MNT-004528,2025-08-07 13:00:00,M16,故障维修,True,4.31,209.56,外部供应商,已修复,更换备件
MNT-004529,2025-05-03 13:00:00,M19,换油,True,5.59,4969.48,维修工C,待跟进,需要厂家支持
MNT-004530,2026-02-22 19:00:00,M29,故障维修,True,7.65,1856.25,维修工B,已修复,
MNT-004531,2025-04-26 21:00:00,M15,注射故障,True,4.34,6444.02,维修工C,已修复,更换备件
MNT-004532,2025-03-26 10:00:00,M19,故障维修,True,8.12,2216.26,维修工A,已修复,
MNT-004533,2026-03-20 20:00:00,M01,故障维修,True,5.15,1868.12,维修工D,已修复,建议大修
MNT-004534,2024-09-16 11:00:00,M29,换油,True,20.14,6541.42,维修工C,已修复,
MNT-004535,2026-03-20 08:00:00,M28,注射故障,True,4.72,3573.05,外部供应商,已修复,建议大修
MNT-004536,2024-03-14 20:00:00,M06,预防性保养,False,2.14,1377.66,维修工C,已修复,更换备件
MNT-004537,2025-08-29 21:00:00,M01,注射故障,True,12.93,3948.1,维修工A,已修复,
MNT-004538,2025-05-19 11:00:00,M21,换油,True,20.76,5691.64,外部供应商,已修复,
MNT-004539,2024-05-16 21:00:00,M07,锁模故障,True,5.4,2181.63,维修工D,已修复,
MNT-004540,2026-03-11 04:00:00,M13,锁模故障,True,12.55,5371.52,维修工B,已修复,
MNT-004541,2026-03-21 22:00:00,M09,滤芯更换,True,2.03,4731.15,维修工D,已修复,需要厂家支持
MNT-004542,2024-01-29 23:00:00,M27,密封件更换,True,6.86,6921.9,维修工B,已修复,
MNT-004543,2025-12-23 19:00:00,M12,滤芯更换,True,22.95,579.7,维修工B,待跟进,
MNT-004544,2024-09-18 19:00:00,M03,注射故障,True,10.7,958.12,维修工B,已修复,
MNT-004545,2025-11-05 13:00:00,M20,滤芯更换,True,19.32,7529.4,维修工D,已修复,
MNT-004546,2025-02-24 22:00:00,M14,锁模故障,True,16.94,7588.45,外部供应商,已修复,
MNT-004547,2024-02-06 18:00:00,M15,加热故障,True,8.11,6067.48,维修工D,已修复,
MNT-004548,2024-05-28 18:00:00,M17,换油,True,8.76,1550.02,外部供应商,已修复,
MNT-004549,2024-08-24 22:00:00,M05,故障维修,True,13.79,3184.39,外部供应商,已修复,建议大修
MNT-004550,2024-01-27 21:00:00,M23,滤芯更换,True,2.34,2783.02,维修工A,已修复,需要厂家支持
MNT-004551,2024-06-09 15:00:00,M02,电气故障,True,16.47,2414.23,维修工C,已修复,
MNT-004552,2025-05-06 09:00:00,M07,滤芯更换,True,14.92,2778.08,维修工B,已修复,建议大修
MNT-004553,2024-03-29 03:00:00,M18,换油,True,4.12,7816.03,维修工C,已修复,
MNT-004554,2024-10-30 03:00:00,M18,预防性保养,False,0.84,284.87,维修工A,已修复,
MNT-004555,2025-11-26 20:00:00,M18,锁模故障,True,1.6,6518.79,维修工B,已修复,
MNT-004556,2026-04-18 22:00:00,M01,液压故障,True,1.79,2700.54,维修工C,已修复,
MNT-004557,2024-01-25 18:00:00,M10,换油,True,16.41,3467.29,外部供应商,已修复,更换备件
MNT-004558,2024-09-26 08:00:00,M05,滤芯更换,True,10.5,7912.3,维修工D,已修复,更换备件
MNT-004559,2024-06-20 08:00:00,M11,密封件更换,True,1.02,2713.24,维修工D,已修复,
MNT-004560,2026-04-26 20:00:00,M11,滤芯更换,True,16.15,1090.71,维修工D,已修复,需要厂家支持
MNT-004561,2025-11-18 09:00:00,M05,液压故障,True,20.95,6442.64,维修工D,已修复,建议大修
MNT-004562,2025-03-06 15:00:00,M21,换油,True,10.2,4309.95,外部供应商,已修复,需要厂家支持
MNT-004563,2025-12-31 00:00:00,M18,密封件更换,True,7.63,5703.66,维修工A,已修复,需要厂家支持
MNT-004564,2024-11-06 19:00:00,M23,液压故障,True,2.36,4252.73,维修工A,已修复,需要厂家支持
MNT-004565,2024-08-30 04:00:00,M17,电气故障,True,0.96,4468.89,外部供应商,已修复,建议大修
MNT-004566,2026-01-07 00:00:00,M21,注射故障,True,7.8,6439.38,维修工D,已修复,建议大修
MNT-004567,2025-11-05 08:00:00,M01,故障维修,True,21.02,3265.66,维修工D,已修复,更换备件
MNT-004568,2024-04-22 00:00:00,M02,锁模故障,True,13.81,1393.69,维修工B,已修复,需要厂家支持
MNT-004569,2025-03-20 23:00:00,M06,电气故障,True,2.03,5659.51,维修工C,已修复,
MNT-004570,2025-11-10 04:00:00,M02,加热故障,True,13.42,4969.47,维修工D,已修复,
MNT-004571,2024-08-19 10:00:00,M10,注射故障,True,21.87,3387.25,外部供应商,已修复,
MNT-004572,2024-02-08 04:00:00,M26,锁模故障,True,6.5,2565.84,维修工D,已修复,
MNT-004573,2025-03-10 09:00:00,M20,密封件更换,True,6.57,1044.92,外部供应商,已修复,
MNT-004574,2026-01-02 23:00:00,M27,预防性保养,False,2.61,1007.16,维修工B,已修复,
MNT-004575,2024-08-31 02:00:00,M22,加热故障,True,12.75,4894.16,维修工A,已修复,建议大修
MNT-004576,2024-02-25 22:00:00,M14,电气故障,True,7.35,5658.28,维修工B,已修复,
MNT-004577,2024-05-02 18:00:00,M23,注射故障,True,5.53,1090.32,外部供应商,待跟进,建议大修
MNT-004578,2024-09-17 13:00:00,M21,换油,True,16.63,395.35,维修工B,已修复,
MNT-004579,2025-11-24 17:00:00,M03,预防性保养,False,0.72,740.8,维修工C,已修复,
MNT-004580,2025-08-02 10:00:00,M11,加热故障,True,0.51,7250.26,外部供应商,已修复,建议大修
MNT-004581,2025-07-25 02:00:00,M12,锁模故障,True,6.86,1940.67,维修工A,已修复,更换备件
MNT-004582,2025-06-14 20:00:00,M13,预防性保养,False,1.47,379.94,维修工D,已修复,需要厂家支持
MNT-004583,2025-05-16 22:00:00,M10,换油,True,21.66,5919.91,维修工C,已修复,
MNT-004584,2024-08-30 14:00:00,M05,故障维修,True,21.68,550.39,外部供应商,已修复,需要厂家支持
MNT-004585,2024-08-21 01:00:00,M18,加热故障,True,22.12,2271.45,维修工C,已修复,
MNT-004586,2026-03-08 02:00:00,M28,换油,True,23.84,4595.59,外部供应商,已修复,
MNT-004587,2024-02-19 11:00:00,M23,电气故障,True,6.39,2575.7,维修工D,已修复,
MNT-004588,2024-03-20 06:00:00,M09,滤芯更换,True,16.89,5165.15,维修工C,已修复,
MNT-004589,2025-02-09 19:00:00,M02,换油,True,19.04,5793.59,维修工A,已修复,
MNT-004590,2026-03-12 13:00:00,M10,锁模故障,True,0.91,6982.96,外部供应商,已修复,
MNT-004591,2025-05-20 09:00:00,M28,密封件更换,True,2.68,6694.11,维修工B,已修复,更换备件
MNT-004592,2025-12-07 01:00:00,M20,加热故障,True,2.04,5226.21,维修工C,已修复,
MNT-004593,2025-07-01 19:00:00,M13,液压故障,True,1.93,1529.61,维修工C,已修复,
MNT-004594,2024-04-03 07:00:00,M05,锁模故障,True,9.7,4440.08,维修工B,已修复,更换备件
MNT-004595,2024-12-22 04:00:00,M17,滤芯更换,True,16.73,3253.43,外部供应商,已修复,更换备件
MNT-004596,2024-01-24 06:00:00,M25,换油,True,2.92,2545.84,维修工A,已修复,
MNT-004597,2026-03-21 14:00:00,M22,液压故障,True,17.72,325.29,维修工B,已修复,建议大修
MNT-004598,2025-02-27 17:00:00,M22,液压故障,True,15.52,6924.24,维修工A,已修复,
MNT-004599,2025-03-21 12:00:00,M10,滤芯更换,True,7.54,7173.56,维修工D,已修复,
MNT-004600,2024-11-09 23:00:00,M03,故障维修,True,18.73,1223.83,维修工A,已修复,建议大修
MNT-004601,2024-03-08 20:00:00,M22,注射故障,True,5.41,1265.87,外部供应商,已修复,
MNT-004602,2024-07-01 09:00:00,M02,预防性保养,False,3.81,1316.26,维修工B,已修复,
MNT-004603,2026-02-25 13:00:00,M06,故障维修,True,1.26,6818.9,维修工A,已修复,建议大修
MNT-004604,2024-12-21 04:00:00,M29,滤芯更换,True,2.96,808.31,维修工B,已修复,更换备件
MNT-004605,2025-12-02 07:00:00,M26,锁模故障,True,19.14,2894.84,外部供应商,已修复,
MNT-004606,2024-05-23 16:00:00,M18,密封件更换,True,14.84,5157.17,外部供应商,已修复,
MNT-004607,2025-10-21 15:00:00,M08,电气故障,True,14.37,2466.63,维修工A,已修复,
MNT-004608,2025-03-18 12:00:00,M23,锁模故障,True,20.2,6659.24,维修工B,已修复,
MNT-004609,2024-10-06 08:00:00,M09,预防性保养,False,1.0,223.1,维修工B,已修复,更换备件
MNT-004610,2024-11-11 11:00:00,M15,滤芯更换,True,5.82,7188.2,维修工A,已修复,
MNT-004611,2025-03-26 04:00:00,M03,电气故障,True,0.77,4740.93,维修工C,已修复,
MNT-004612,2025-12-29 18:00:00,M11,液压故障,True,7.26,4530.61,维修工D,已修复,
MNT-004613,2026-01-20 13:00:00,M26,换油,True,10.0,7536.09,维修工A,已修复,
MNT-004614,2026-01-01 05:00:00,M25,注射故障,True,2.23,1465.2,维修工A,待跟进,
MNT-004615,2025-08-08 08:00:00,M24,锁模故障,True,13.99,2431.12,外部供应商,已修复,建议大修
MNT-004616,2024-12-18 01:00:00,M14,加热故障,True,7.6,5436.03,外部供应商,已修复,建议大修
MNT-004617,2025-12-10 13:00:00,M23,电气故障,True,11.29,5079.42,维修工B,已修复,需要厂家支持
MNT-004618,2024-12-18 14:00:00,M04,换油,True,11.44,2306.12,维修工A,已修复,需要厂家支持
MNT-004619,2025-12-25 23:00:00,M14,锁模故障,True,4.34,4985.49,维修工D,已修复,
MNT-004620,2024-04-02 01:00:00,M28,锁模故障,True,7.77,7604.31,维修工D,已修复,
MNT-004621,2024-12-04 03:00:00,M03,预防性保养,False,2.67,363.74,维修工D,已修复,
MNT-004622,2026-03-26 01:00:00,M16,液压故障,True,23.79,6351.0,维修工B,已修复,
MNT-004623,2025-01-31 12:00:00,M08,液压故障,True,3.81,216.93,维修工A,已修复,
MNT-004624,2024-09-30 07:00:00,M10,预防性保养,False,1.56,595.35,外部供应商,已修复,更换备件
MNT-004625,2026-01-07 20:00:00,M29,预防性保养,False,3.91,1224.05,维修工D,已修复,
MNT-004626,2024-04-02 18:00:00,M02,注射故障,True,7.81,6283.01,维修工C,已修复,更换备件
MNT-004627,2024-12-06 20:00:00,M28,注射故障,True,3.75,5478.1,外部供应商,已修复,
MNT-004628,2025-03-06 19:00:00,M22,密封件更换,True,18.17,1771.28,维修工B,已修复,需要厂家支持
MNT-004629,2025-09-23 19:00:00,M14,换油,True,12.85,6907.94,维修工A,已修复,
MNT-004630,2025-09-20 02:00:00,M23,液压故障,True,19.5,1135.13,维修工D,已修复,
MNT-004631,2024-09-14 06:00:00,M14,滤芯更换,True,23.92,3141.15,维修工D,已修复,
MNT-004632,2025-11-21 01:00:00,M01,加热故障,True,2.16,6105.2,维修工B,已修复,建议大修
MNT-004633,2025-08-03 08:00:00,M26,锁模故障,True,23.19,5050.82,外部供应商,已修复,更换备件
MNT-004634,2025-08-08 22:00:00,M03,电气故障,True,11.83,3953.58,维修工B,已修复,
MNT-004635,2025-01-21 16:00:00,M14,液压故障,True,4.68,3954.76,维修工D,已修复,需要厂家支持
MNT-004636,2024-07-29 01:00:00,M03,预防性保养,False,2.11,859.51,维修工B,已修复,需要厂家支持
MNT-004637,2026-01-31 00:00:00,M06,故障维修,True,21.83,1986.63,维修工D,已修复,
MNT-004638,2024-02-01 06:00:00,M14,密封件更换,True,10.69,4125.6,维修工D,已修复,建议大修
