delivery_id,delivery_time,promised_time,sku,customer_id,customer_name,qty_delivered,amount_yuan,status,delay_hours,logistics_provider
DLV-0017798,2025-03-18 08:00:00,2025-03-18 05:00:00,LFR-005,C002,本田技研,141,241.11,LATE,3.0,德邦
DLV-0017799,2025-05-17 18:00:00,2025-05-18 21:00:00,CUP-023,C006,小鹏汽车,158,2003.44,OK,0,宅急送
DLV-0017800,2026-03-01 13:00:00,2026-02-28 00:00:00,TLP-013,C004,佛吉亚,172,399.04,LATE,37.0,客户自提
DLV-0017801,2025-05-25 14:00:00,2025-05-24 01:00:00,WLC-023,C008,岚图汽车,145,3468.4,LATE,37.0,客户自提
DLV-0017802,2025-06-28 13:00:00,2025-06-27 05:00:00,VEN-014,C015,马瑞利,70,497.0,LATE,32.0,SF顺丰
DLV-0017803,2024-12-21 09:00:00,2024-12-22 08:00:00,BUM-016,C015,马瑞利,58,509.24,OK,0,安能
DLV-0017804,2025-11-10 11:00:00,2025-11-08 13:00:00,BUM-026,C007,零跑汽车,289,3202.12,LATE,46.0,京东物流
DLV-0017805,2024-06-24 14:00:00,2024-06-23 23:00:00,WLC-009,C008,岚图汽车,500,15465.0,LATE,15.0,宅急送
DLV-0017806,2026-04-08 18:00:00,2026-04-07 23:00:00,VEN-025,C002,本田技研,484,6567.88,LATE,19.0,SF顺丰
DLV-0017807,2024-01-19 17:00:00,2024-01-21 12:00:00,TLP-004,C014,阿维塔,30,255.0,OK,0,SF顺丰
DLV-0017808,2025-06-10 07:00:00,2025-06-10 16:00:00,WLC-019,C019,布雷博,149,2932.32,OK,0,京东物流
DLV-0017809,2024-02-05 07:00:00,2024-02-04 14:00:00,VEN-021,C009,路特斯,104,3094.0,LATE,17.0,京东物流
DLV-0017810,2025-04-02 07:00:00,2025-03-31 07:00:00,LRB-020,C007,零跑汽车,93,2033.91,LATE,48.0,宅急送
DLV-0017811,2026-01-04 12:00:00,2026-01-05 12:00:00,HND-010,C004,佛吉亚,315,10183.95,OK,0,德邦
DLV-0017812,2025-02-28 17:00:00,2025-03-02 10:00:00,BUM-007,C009,路特斯,838,8497.32,OK,0,客户自提
DLV-0017813,2024-07-28 09:00:00,2024-07-27 00:00:00,LRB-022,C019,布雷博,375,6615.0,LATE,33.0,京东物流
DLV-0017814,2024-05-31 17:00:00,2024-06-02 06:00:00,TLM-020,C011,理想汽车,217,6839.84,OK,0,SF顺丰
DLV-0017815,2025-09-23 13:00:00,2025-09-23 21:00:00,HND-009,C010,极氪,124,3777.04,OK,0,安能
DLV-0017816,2026-03-06 11:00:00,2026-03-06 03:00:00,LFR-020,C001,东风彼欧,36,1118.88,LATE,8.0,宅急送
DLV-0017817,2025-03-22 13:00:00,2025-03-24 03:00:00,DRH-018,C017,麦格纳,177,3632.04,OK,0,宅急送
DLV-0017818,2026-04-21 14:00:00,2026-04-21 16:00:00,WLC-018,C017,麦格纳,450,14634.0,OK,0,安能
DLV-0017819,2026-04-11 08:00:00,2026-04-10 08:00:00,WLC-019,C006,小鹏汽车,149,2932.32,LATE,24.0,客户自提
DLV-0017820,2024-11-13 16:00:00,2024-11-12 23:00:00,DRH-025,C012,蔚来汽车,160,1681.6,LATE,17.0,安能
DLV-0017821,2025-11-15 18:00:00,2025-11-14 08:00:00,VEN-017,C011,理想汽车,240,5438.4,LATE,34.0,京东物流
DLV-0017822,2024-07-24 12:00:00,2024-07-25 01:00:00,TLM-011,C018,李尔,30,1031.4,OK,0,客户自提
DLV-0017823,2025-03-16 10:00:00,2025-03-17 07:00:00,DRH-014,C019,布雷博,141,1067.37,OK,0,宅急送
DLV-0017824,2025-11-10 17:00:00,2025-11-09 00:00:00,DRH-021,C012,蔚来汽车,149,570.67,LATE,41.0,SF顺丰
DLV-0017825,2025-12-22 14:00:00,2025-12-22 20:00:00,LRB-008,C012,蔚来汽车,190,5960.3,OK,0,客户自提
DLV-0017826,2025-08-11 10:00:00,2025-08-13 10:00:00,HND-002,C018,李尔,186,1711.2,OK,0,客户自提
DLV-0017827,2025-11-30 14:00:00,2025-11-29 21:00:00,DRH-007,C013,问界,117,1027.26,LATE,17.0,京东物流
DLV-0017828,2025-08-03 07:00:00,2025-08-02 10:00:00,DRH-028,C015,马瑞利,58,1527.14,LATE,21.0,京东物流
DLV-0017829,2024-08-26 12:00:00,2024-08-27 07:00:00,VEN-008,C004,佛吉亚,274,9102.28,OK,0,SF顺丰
DLV-0017830,2026-01-02 18:00:00,2026-01-02 16:00:00,TLP-011,C017,麦格纳,89,3050.03,LATE,2.0,宅急送
DLV-0017831,2025-01-14 12:00:00,2025-01-16 07:00:00,LRB-003,C020,采埃孚,472,9270.08,OK,0,客户自提
DLV-0017832,2026-02-06 11:00:00,2026-02-06 00:00:00,TLM-003,C015,马瑞利,39,316.68,LATE,11.0,德邦
DLV-0017833,2025-01-12 14:00:00,2025-01-11 11:00:00,DRH-017,C010,极氪,117,604.89,LATE,27.0,客户自提
DLV-0017834,2024-10-23 18:00:00,2024-10-24 00:00:00,HND-002,C008,岚图汽车,41,377.2,OK,0,京东物流
DLV-0017835,2025-05-04 08:00:00,2025-05-05 05:00:00,DUO-010,C006,小鹏汽车,108,1645.92,OK,0,德邦
DLV-0017836,2024-05-08 08:00:00,2024-05-09 12:00:00,HND-004,C005,比亚迪,495,6430.05,OK,0,SF顺丰
DLV-0017837,2025-01-04 17:00:00,2025-01-04 22:00:00,LRB-018,C008,岚图汽车,413,4476.92,OK,0,SF顺丰
DLV-0017838,2024-02-10 07:00:00,2024-02-08 14:00:00,WLC-021,C016,安波福,48,430.56,LATE,41.0,德邦
DLV-0017839,2026-02-28 17:00:00,2026-02-26 22:00:00,BUM-003,C017,麦格纳,249,4397.34,LATE,43.0,德邦
DLV-0017840,2024-12-26 11:00:00,2024-12-27 02:00:00,BUM-028,C014,阿维塔,115,3590.3,OK,0,SF顺丰
DLV-0017841,2024-06-24 15:00:00,2024-06-25 12:00:00,VEN-001,C015,马瑞利,153,535.5,OK,0,SF顺丰
DLV-0017842,2024-10-11 12:00:00,2024-10-10 19:00:00,HND-016,C004,佛吉亚,260,3954.6,LATE,17.0,安能
DLV-0017843,2025-01-02 11:00:00,2025-01-02 06:00:00,TLP-012,C006,小鹏汽车,30,640.5,LATE,5.0,客户自提
DLV-0017844,2025-05-27 15:00:00,2025-05-28 16:00:00,LFR-001,C004,佛吉亚,83,330.34,OK,0,客户自提
DLV-0017845,2026-01-30 18:00:00,2026-01-31 06:00:00,CUP-029,C012,蔚来汽车,62,139.5,OK,0,SF顺丰
DLV-0017846,2025-03-08 12:00:00,2025-03-09 20:00:00,BUM-012,C003,伟世通,80,2110.4,OK,0,德邦
DLV-0017847,2024-11-19 12:00:00,2024-11-21 10:00:00,TLM-024,C003,伟世通,188,3056.88,OK,0,客户自提
DLV-0017848,2024-03-21 08:00:00,2024-03-21 05:00:00,TLP-016,C019,布雷博,202,5217.66,LATE,3.0,客户自提
DLV-0017849,2024-02-21 16:00:00,2024-02-23 11:00:00,DUO-001,C005,比亚迪,50,913.5,OK,0,德邦
DLV-0017850,2025-11-17 08:00:00,2025-11-18 01:00:00,HND-007,C019,布雷博,130,509.6,OK,0,客户自提
DLV-0017851,2024-01-09 10:00:00,2024-01-09 06:00:00,DRH-003,C003,伟世通,333,3100.23,LATE,4.0,客户自提
DLV-0017852,2024-04-24 17:00:00,2024-04-25 18:00:00,TLM-002,C020,采埃孚,303,1505.91,OK,0,安能
DLV-0017853,2025-10-10 10:00:00,2025-10-08 13:00:00,DUO-025,C016,安波福,274,3334.58,LATE,45.0,安能
DLV-0017854,2025-01-29 09:00:00,2025-01-28 23:00:00,WLC-014,C003,伟世通,61,527.04,LATE,10.0,京东物流
DLV-0017855,2024-02-18 09:00:00,2024-02-17 18:00:00,VEN-023,C019,布雷博,530,4017.4,LATE,15.0,宅急送
DLV-0017856,2026-04-27 12:00:00,2026-04-26 19:00:00,LRB-006,C019,布雷博,78,2666.04,LATE,17.0,SF顺丰
DLV-0017857,2024-09-07 08:00:00,2024-09-05 20:00:00,TLM-023,C005,比亚迪,490,15072.4,LATE,36.0,安能
DLV-0017858,2024-09-06 07:00:00,2024-09-06 08:00:00,CUP-003,C009,路特斯,64,2188.8,OK,0,安能
DLV-0017859,2025-05-16 18:00:00,2025-05-18 13:00:00,DUO-012,C014,阿维塔,179,2045.97,OK,0,客户自提
DLV-0017860,2026-03-15 18:00:00,2026-03-17 14:00:00,DUO-005,C010,极氪,43,512.56,OK,0,京东物流
DLV-0017861,2025-01-20 08:00:00,2025-01-19 20:00:00,LFR-005,C013,问界,118,201.78,LATE,12.0,安能
DLV-0017862,2026-04-08 07:00:00,2026-04-07 15:00:00,VEN-024,C009,路特斯,30,405.0,LATE,16.0,安能
DLV-0017863,2025-01-30 09:00:00,2025-01-29 19:00:00,VEN-002,C014,阿维塔,212,7072.32,LATE,14.0,SF顺丰
DLV-0017864,2025-04-16 15:00:00,2025-04-14 17:00:00,CUP-019,C019,布雷博,54,939.6,LATE,46.0,京东物流
DLV-0017865,2024-08-20 08:00:00,2024-08-19 07:00:00,CUP-015,C020,采埃孚,706,21511.82,LATE,25.0,德邦
DLV-0017866,2025-09-13 17:00:00,2025-09-15 17:00:00,VEN-012,C012,蔚来汽车,298,4455.1,OK,0,德邦
DLV-0017867,2024-10-26 10:00:00,2024-10-25 13:00:00,CUP-006,C007,零跑汽车,30,569.7,LATE,21.0,安能
DLV-0017868,2025-03-22 12:00:00,2025-03-23 10:00:00,HND-028,C008,岚图汽车,423,4098.87,OK,0,安能
DLV-0017869,2024-11-12 17:00:00,2024-11-12 01:00:00,VEN-016,C014,阿维塔,240,8013.6,LATE,16.0,安能
DLV-0017870,2024-07-07 17:00:00,2024-07-07 22:00:00,WLC-001,C014,阿维塔,30,553.8,OK,0,安能
DLV-0017871,2024-06-08 07:00:00,2024-06-07 08:00:00,HND-018,C005,比亚迪,657,1543.95,LATE,23.0,京东物流
DLV-0017872,2025-01-16 08:00:00,2025-01-17 21:00:00,VEN-015,C010,极氪,59,1877.97,OK,0,宅急送
DLV-0017873,2025-08-21 11:00:00,2025-08-21 21:00:00,BUM-027,C001,东风彼欧,273,2312.31,OK,0,京东物流
DLV-0017874,2024-10-18 12:00:00,2024-10-19 00:00:00,DUO-013,C006,小鹏汽车,54,191.7,OK,0,京东物流
DLV-0017875,2026-04-22 09:00:00,2026-04-20 13:00:00,DUO-012,C002,本田技研,136,1554.48,LATE,44.0,宅急送
DLV-0017876,2024-11-29 13:00:00,2024-11-29 12:00:00,BUM-015,C014,阿维塔,114,1301.88,LATE,1.0,安能
DLV-0017877,2024-08-22 12:00:00,2024-08-21 05:00:00,LRB-014,C019,布雷博,101,1914.96,LATE,31.0,安能
DLV-0017878,2026-02-10 16:00:00,2026-02-11 01:00:00,TLM-028,C007,零跑汽车,144,4753.44,OK,0,京东物流
DLV-0017879,2025-06-26 09:00:00,2025-06-28 05:00:00,TLM-018,C016,安波福,38,1125.94,OK,0,安能
DLV-0017880,2024-12-19 09:00:00,2024-12-19 01:00:00,VEN-016,C009,路特斯,157,5242.23,LATE,8.0,SF顺丰
DLV-0017881,2025-10-07 17:00:00,2025-10-06 20:00:00,DRH-001,C002,本田技研,115,3441.95,LATE,21.0,京东物流
DLV-0017882,2025-07-12 10:00:00,2025-07-13 20:00:00,VEN-023,C019,布雷博,124,939.92,OK,0,宅急送
DLV-0017883,2024-04-27 16:00:00,2024-04-29 09:00:00,DRH-006,C017,麦格纳,442,7885.28,OK,0,SF顺丰
DLV-0017884,2024-07-21 18:00:00,2024-07-23 03:00:00,LFR-001,C006,小鹏汽车,453,1802.94,OK,0,京东物流
DLV-0017885,2025-06-17 17:00:00,2025-06-16 01:00:00,LFR-010,C020,采埃孚,43,897.84,LATE,40.0,宅急送
DLV-0017886,2025-09-19 11:00:00,2025-09-19 18:00:00,WLC-019,C017,麦格纳,779,15330.72,OK,0,安能
DLV-0017887,2025-12-27 16:00:00,2025-12-26 17:00:00,WLC-004,C019,布雷博,334,2201.06,LATE,23.0,京东物流
DLV-0017888,2024-03-28 12:00:00,2024-03-27 20:00:00,VEN-022,C004,佛吉亚,114,3824.7,LATE,16.0,安能
DLV-0017889,2026-02-18 13:00:00,2026-02-19 11:00:00,TLM-021,C013,问界,125,858.75,OK,0,SF顺丰
DLV-0017890,2025-03-17 12:00:00,2025-03-18 00:00:00,VEN-012,C020,采埃孚,74,1106.3,OK,0,京东物流
DLV-0017891,2024-09-27 17:00:00,2024-09-28 02:00:00,HND-017,C008,岚图汽车,279,6132.42,OK,0,SF顺丰
DLV-0017892,2024-11-15 18:00:00,2024-11-16 11:00:00,TLP-004,C019,布雷博,279,2371.5,OK,0,京东物流
DLV-0017893,2025-04-21 16:00:00,2025-04-22 22:00:00,VEN-011,C011,理想汽车,41,1324.71,OK,0,宅急送
DLV-0017894,2025-09-25 14:00:00,2025-09-27 00:00:00,TLM-003,C014,阿维塔,1427,11587.24,OK,0,SF顺丰
DLV-0017895,2024-11-17 07:00:00,2024-11-15 21:00:00,TLM-024,C013,问界,154,2504.04,LATE,34.0,宅急送
DLV-0017896,2024-04-12 16:00:00,2024-04-13 03:00:00,DUO-005,C010,极氪,1816,21646.72,OK,0,SF顺丰
DLV-0017897,2024-12-02 13:00:00,2024-12-04 11:00:00,LFR-016,C016,安波福,42,706.02,OK,0,安能
DLV-0017898,2025-12-23 08:00:00,2025-12-24 14:00:00,VEN-027,C006,小鹏汽车,434,3897.32,OK,0,京东物流
DLV-0017899,2025-10-16 11:00:00,2025-10-14 15:00:00,VEN-016,C013,问界,37,1235.43,LATE,44.0,德邦
DLV-0017900,2024-10-21 14:00:00,2024-10-22 16:00:00,TLM-023,C001,东风彼欧,344,10581.44,OK,0,宅急送
DLV-0017901,2024-10-13 18:00:00,2024-10-13 01:00:00,WLC-004,C010,极氪,170,1120.3,LATE,17.0,安能
DLV-0017902,2024-02-18 08:00:00,2024-02-19 11:00:00,LRB-021,C012,蔚来汽车,248,2705.68,OK,0,京东物流
DLV-0017903,2024-06-14 10:00:00,2024-06-13 07:00:00,WLC-007,C009,路特斯,30,1032.0,LATE,27.0,SF顺丰
DLV-0017904,2025-02-05 18:00:00,2025-02-07 14:00:00,DRH-028,C017,麦格纳,295,7767.35,OK,0,安能
DLV-0017905,2025-06-01 17:00:00,2025-06-01 09:00:00,HND-027,C019,布雷博,87,2157.6,LATE,8.0,安能
DLV-0017906,2026-02-09 09:00:00,2026-02-10 14:00:00,HND-020,C003,伟世通,81,797.85,OK,0,安能
DLV-0017907,2026-04-07 07:00:00,2026-04-05 08:00:00,LRB-014,C019,布雷博,169,3204.24,LATE,47.0,京东物流
DLV-0017908,2024-05-01 08:00:00,2024-04-30 23:00:00,TLP-009,C005,比亚迪,305,7795.8,LATE,9.0,宅急送
DLV-0017909,2024-05-04 07:00:00,2024-05-04 10:00:00,DRH-009,C017,麦格纳,303,3920.82,OK,0,客户自提
DLV-0017910,2024-12-17 17:00:00,2024-12-19 13:00:00,TLM-015,C012,蔚来汽车,78,581.1,OK,0,SF顺丰
DLV-0017911,2025-11-04 13:00:00,2025-11-04 15:00:00,TLM-022,C003,伟世通,149,625.8,OK,0,德邦
DLV-0017912,2025-11-17 11:00:00,2025-11-17 09:00:00,LFR-004,C011,理想汽车,135,2517.75,LATE,2.0,安能
DLV-0017913,2025-04-19 09:00:00,2025-04-18 04:00:00,DUO-013,C002,本田技研,499,1771.45,LATE,29.0,宅急送
DLV-0017914,2025-03-24 07:00:00,2025-03-24 23:00:00,BUM-014,C014,阿维塔,322,2440.76,OK,0,SF顺丰
DLV-0017915,2025-05-07 09:00:00,2025-05-07 12:00:00,VEN-027,C020,采埃孚,324,2909.52,OK,0,客户自提
DLV-0017916,2025-02-28 10:00:00,2025-02-28 16:00:00,DUO-017,C009,路特斯,95,1280.6,OK,0,客户自提
DLV-0017917,2024-05-01 17:00:00,2024-05-03 10:00:00,HND-017,C013,问界,206,4527.88,OK,0,SF顺丰
DLV-0017918,2025-11-28 18:00:00,2025-11-29 12:00:00,WLC-020,C012,蔚来汽车,117,1379.43,OK,0,安能
DLV-0017919,2024-03-09 08:00:00,2024-03-09 05:00:00,VEN-007,C014,阿维塔,432,6566.4,LATE,3.0,客户自提
DLV-0017920,2025-11-28 17:00:00,2025-11-28 01:00:00,LFR-007,C004,佛吉亚,210,730.8,LATE,16.0,京东物流
DLV-0017921,2026-02-13 08:00:00,2026-02-15 00:00:00,TLP-024,C018,李尔,147,514.5,OK,0,宅急送
DLV-0017922,2024-05-24 09:00:00,2024-05-24 18:00:00,WLC-009,C003,伟世通,76,2350.68,OK,0,客户自提
DLV-0017923,2025-06-10 08:00:00,2025-06-09 16:00:00,LFR-019,C001,东风彼欧,132,2204.4,LATE,16.0,SF顺丰
DLV-0017924,2026-04-07 15:00:00,2026-04-06 13:00:00,VEN-028,C016,安波福,83,1486.53,LATE,26.0,SF顺丰
DLV-0017925,2024-01-15 11:00:00,2024-01-16 11:00:00,WLC-017,C017,麦格纳,93,239.94,OK,0,德邦
DLV-0017926,2024-12-30 07:00:00,2024-12-28 18:00:00,DRH-005,C006,小鹏汽车,170,4379.2,LATE,37.0,客户自提
DLV-0017927,2024-10-01 18:00:00,2024-09-30 00:00:00,WLC-001,C009,路特斯,140,2584.4,LATE,42.0,SF顺丰
DLV-0017928,2024-01-31 11:00:00,2024-01-30 02:00:00,LFR-012,C019,布雷博,66,1176.78,LATE,33.0,安能
DLV-0017929,2025-04-22 18:00:00,2025-04-23 15:00:00,DRH-023,C008,岚图汽车,53,435.66,OK,0,安能
DLV-0017930,2025-07-29 16:00:00,2025-07-29 19:00:00,WLC-021,C012,蔚来汽车,62,556.14,OK,0,客户自提
DLV-0017931,2025-05-27 18:00:00,2025-05-27 06:00:00,VEN-022,C009,路特斯,119,3992.45,LATE,12.0,宅急送
DLV-0017932,2024-10-02 14:00:00,2024-10-01 13:00:00,DRH-001,C014,阿维塔,120,3591.6,LATE,25.0,SF顺丰
DLV-0017933,2026-04-18 13:00:00,2026-04-17 04:00:00,BUM-013,C017,麦格纳,125,731.25,LATE,33.0,客户自提
DLV-0017934,2024-09-28 12:00:00,2024-09-28 10:00:00,LRB-011,C019,布雷博,724,3837.2,LATE,2.0,京东物流
DLV-0017935,2025-10-03 10:00:00,2025-10-01 10:00:00,TLM-010,C008,岚图汽车,84,836.64,LATE,48.0,京东物流
DLV-0017936,2025-02-18 13:00:00,2025-02-17 22:00:00,LRB-003,C016,安波福,352,6913.28,LATE,15.0,德邦
DLV-0017937,2026-04-29 12:00:00,2026-04-27 13:00:00,LFR-009,C013,问界,466,7661.04,LATE,47.0,SF顺丰
DLV-0017938,2024-11-22 09:00:00,2024-11-22 23:00:00,VEN-025,C011,理想汽车,78,1058.46,OK,0,宅急送
DLV-0017939,2025-07-07 13:00:00,2025-07-06 22:00:00,CUP-003,C012,蔚来汽车,86,2941.2,LATE,15.0,宅急送
DLV-0017940,2025-02-19 13:00:00,2025-02-20 09:00:00,LRB-001,C004,佛吉亚,393,4955.73,OK,0,安能
DLV-0017941,2024-07-04 07:00:00,2024-07-02 16:00:00,CUP-029,C008,岚图汽车,91,204.75,LATE,39.0,宅急送
DLV-0017942,2024-06-16 18:00:00,2024-06-15 11:00:00,LRB-012,C014,阿维塔,30,123.9,LATE,31.0,德邦
DLV-0017943,2026-04-16 08:00:00,2026-04-16 22:00:00,DUO-023,C010,极氪,253,8262.98,OK,0,宅急送
DLV-0017944,2025-09-20 10:00:00,2025-09-21 15:00:00,TLM-028,C014,阿维塔,117,3862.17,OK,0,安能
DLV-0017945,2024-10-23 13:00:00,2024-10-22 15:00:00,HND-004,C017,麦格纳,231,3000.69,LATE,22.0,京东物流
DLV-0017946,2025-01-01 17:00:00,2025-01-01 00:00:00,WLC-011,C017,麦格纳,191,3122.85,LATE,17.0,SF顺丰
DLV-0017947,2024-12-07 14:00:00,2024-12-06 01:00:00,CUP-018,C011,理想汽车,153,2825.91,LATE,37.0,德邦
DLV-0017948,2025-09-01 10:00:00,2025-08-31 14:00:00,WLC-023,C010,极氪,167,3994.64,LATE,20.0,安能
DLV-0017949,2026-01-16 18:00:00,2026-01-15 05:00:00,LRB-010,C011,理想汽车,93,1096.47,LATE,37.0,德邦
DLV-0017950,2024-11-13 11:00:00,2024-11-15 07:00:00,LRB-017,C008,岚图汽车,127,3232.15,OK,0,安能
DLV-0017951,2025-07-11 17:00:00,2025-07-13 10:00:00,VEN-005,C003,伟世通,61,1110.81,OK,0,宅急送
DLV-0017952,2024-11-20 17:00:00,2024-11-21 15:00:00,CUP-022,C006,小鹏汽车,124,1882.32,OK,0,京东物流
DLV-0017953,2026-03-07 18:00:00,2026-03-07 07:00:00,CUP-005,C004,佛吉亚,89,2926.32,LATE,11.0,安能
DLV-0017954,2024-11-27 12:00:00,2024-11-28 20:00:00,HND-027,C012,蔚来汽车,561,13912.8,OK,0,安能
DLV-0017955,2024-04-30 18:00:00,2024-05-02 06:00:00,VEN-029,C019,布雷博,30,347.7,OK,0,SF顺丰
DLV-0017956,2024-08-31 18:00:00,2024-08-30 00:00:00,DUO-003,C006,小鹏汽车,356,566.04,LATE,42.0,客户自提
DLV-0017957,2025-08-28 12:00:00,2025-08-27 21:00:00,TLP-004,C020,采埃孚,170,1445.0,LATE,15.0,客户自提
DLV-0017958,2024-11-27 18:00:00,2024-11-28 03:00:00,HND-015,C020,采埃孚,703,9750.61,OK,0,SF顺丰
DLV-0017959,2024-06-27 18:00:00,2024-06-28 06:00:00,LFR-002,C014,阿维塔,282,3056.88,OK,0,SF顺丰
DLV-0017960,2025-03-15 16:00:00,2025-03-17 04:00:00,BUM-015,C001,东风彼欧,199,2272.58,OK,0,宅急送
DLV-0017961,2026-03-28 10:00:00,2026-03-26 21:00:00,CUP-023,C020,采埃孚,115,1458.2,LATE,37.0,SF顺丰
DLV-0017962,2025-08-10 09:00:00,2025-08-12 08:00:00,WLC-002,C018,李尔,72,1859.04,OK,0,京东物流
DLV-0017963,2024-09-20 17:00:00,2024-09-20 14:00:00,CUP-014,C002,本田技研,219,4128.15,LATE,3.0,SF顺丰
DLV-0017964,2025-04-18 09:00:00,2025-04-19 23:00:00,LFR-017,C015,马瑞利,30,725.1,OK,0,宅急送
DLV-0017965,2024-03-17 17:00:00,2024-03-16 16:00:00,HND-024,C002,本田技研,49,1025.57,LATE,25.0,德邦
DLV-0017966,2025-02-12 15:00:00,2025-02-13 15:00:00,LRB-020,C007,零跑汽车,101,2208.87,OK,0,客户自提
DLV-0017967,2024-12-13 17:00:00,2024-12-14 18:00:00,WLC-015,C008,岚图汽车,215,4639.7,OK,0,京东物流
DLV-0017968,2024-12-04 17:00:00,2024-12-04 08:00:00,LFR-014,C012,蔚来汽车,281,2588.01,LATE,9.0,安能
DLV-0017969,2024-06-13 11:00:00,2024-06-15 08:00:00,DRH-017,C001,东风彼欧,227,1173.59,OK,0,客户自提
DLV-0017970,2024-11-28 14:00:00,2024-11-28 20:00:00,BUM-025,C001,东风彼欧,51,1148.52,OK,0,京东物流
DLV-0017971,2025-05-02 17:00:00,2025-05-02 08:00:00,HND-019,C015,马瑞利,162,3479.76,LATE,9.0,德邦
DLV-0017972,2025-12-26 16:00:00,2025-12-28 12:00:00,WLC-025,C002,本田技研,160,4256.0,OK,0,宅急送
DLV-0017973,2026-02-05 15:00:00,2026-02-03 17:00:00,HND-010,C010,极氪,62,2004.46,LATE,46.0,安能
DLV-0017974,2024-03-02 18:00:00,2024-03-02 15:00:00,TLP-017,C010,极氪,56,1620.08,LATE,3.0,安能
DLV-0017975,2025-01-23 08:00:00,2025-01-22 20:00:00,VEN-009,C004,佛吉亚,417,3794.7,LATE,12.0,安能
DLV-0017976,2024-09-11 07:00:00,2024-09-10 14:00:00,TLP-013,C002,本田技研,114,264.48,LATE,17.0,宅急送
DLV-0017977,2024-08-18 11:00:00,2024-08-17 03:00:00,TLM-010,C020,采埃孚,186,1852.56,LATE,32.0,宅急送
DLV-0017978,2024-06-24 18:00:00,2024-06-26 02:00:00,TLP-001,C012,蔚来汽车,635,4883.15,OK,0,安能
DLV-0017979,2025-02-19 17:00:00,2025-02-18 11:00:00,HND-016,C011,理想汽车,97,1475.37,LATE,30.0,安能
DLV-0017980,2026-03-06 12:00:00,2026-03-08 08:00:00,HND-022,C016,安波福,134,4321.5,OK,0,德邦
DLV-0017981,2025-10-21 15:00:00,2025-10-19 15:00:00,CUP-022,C018,李尔,697,10580.46,LATE,48.0,客户自提
DLV-0017982,2024-12-13 13:00:00,2024-12-11 17:00:00,HND-015,C016,安波福,200,2774.0,LATE,44.0,京东物流
DLV-0017983,2024-01-08 16:00:00,2024-01-10 10:00:00,LRB-022,C017,麦格纳,123,2169.72,OK,0,安能
DLV-0017984,2026-02-19 07:00:00,2026-02-19 21:00:00,WLC-015,C012,蔚来汽车,112,2416.96,OK,0,安能
DLV-0017985,2026-04-17 08:00:00,2026-04-18 00:00:00,DRH-002,C013,问界,875,8216.25,OK,0,安能
DLV-0017986,2024-03-16 11:00:00,2024-03-15 13:00:00,HND-016,C010,极氪,550,8365.5,LATE,22.0,德邦
DLV-0017987,2024-07-18 11:00:00,2024-07-18 01:00:00,BUM-026,C007,零跑汽车,65,720.2,LATE,10.0,德邦
DLV-0017988,2025-03-19 17:00:00,2025-03-18 07:00:00,VEN-016,C012,蔚来汽车,119,3973.41,LATE,34.0,SF顺丰
DLV-0017989,2024-08-05 18:00:00,2024-08-04 15:00:00,CUP-026,C012,蔚来汽车,205,2384.15,LATE,27.0,安能
DLV-0017990,2025-10-20 18:00:00,2025-10-21 17:00:00,TLP-018,C001,东风彼欧,30,535.5,OK,0,客户自提
DLV-0017991,2024-03-10 18:00:00,2024-03-11 12:00:00,TLM-007,C008,岚图汽车,251,835.83,OK,0,客户自提
DLV-0017992,2025-01-19 08:00:00,2025-01-19 21:00:00,WLC-025,C018,李尔,235,6251.0,OK,0,安能
DLV-0017993,2024-05-08 07:00:00,2024-05-09 12:00:00,HND-013,C002,本田技研,136,2282.08,OK,0,安能
DLV-0017994,2024-05-20 11:00:00,2024-05-21 13:00:00,TLM-005,C016,安波福,197,4207.92,OK,0,宅急送
DLV-0017995,2024-02-24 07:00:00,2024-02-23 03:00:00,TLM-025,C007,零跑汽车,303,4084.44,LATE,28.0,德邦
DLV-0017996,2025-11-19 18:00:00,2025-11-19 11:00:00,WLC-018,C016,安波福,122,3967.44,LATE,7.0,宅急送
DLV-0017997,2024-01-26 16:00:00,2024-01-26 14:00:00,TLM-007,C008,岚图汽车,225,749.25,LATE,2.0,安能
DLV-0017998,2025-11-12 09:00:00,2025-11-13 11:00:00,VEN-006,C003,伟世通,218,3043.28,OK,0,德邦
DLV-0017999,2025-01-03 18:00:00,2025-01-01 20:00:00,HND-028,C011,理想汽车,203,1967.07,LATE,46.0,客户自提
DLV-0018000,2026-04-04 08:00:00,2026-04-03 11:00:00,BUM-009,C017,麦格纳,50,1106.5,LATE,21.0,安能
DLV-0018001,2024-03-13 16:00:00,2024-03-12 18:00:00,DUO-025,C012,蔚来汽车,76,924.92,LATE,22.0,京东物流
DLV-0018002,2026-03-03 10:00:00,2026-03-04 23:00:00,CUP-024,C007,零跑汽车,1473,2725.05,OK,0,SF顺丰
DLV-0018003,2025-07-26 13:00:00,2025-07-25 15:00:00,VEN-013,C009,路特斯,76,2365.88,LATE,22.0,宅急送
DLV-0018004,2025-07-08 16:00:00,2025-07-07 14:00:00,VEN-002,C007,零跑汽车,169,5637.84,LATE,26.0,SF顺丰
DLV-0018005,2025-06-06 16:00:00,2025-06-08 08:00:00,HND-006,C013,问界,126,1488.06,OK,0,宅急送
