snapshot_date,sku,family,wip_qty,finished_goods_qty,reorder_point,value_yuan,status,aging_days
2024-05-21,TLP-017,TLP,474,506,588,14638.58,过库存,16
2024-05-21,TLM-028,TLM,476,1325,597,43738.25,正常,1
2024-05-21,DRH-006,DRH,368,1081,718,19285.04,正常,7
2024-05-21,WLC-022,WLC,253,1148,510,38561.32,低库存预警,7
2024-05-22,LRB-022,LRB,210,439,292,7743.96,正常,6
2024-05-22,BUM-003,BUM,254,735,244,12980.1,正常,0
2024-05-22,DRH-020,DRH,217,32,682,970.88,低库存预警,3
2024-05-22,CUP-007,CUP,189,1327,282,28039.51,低库存预警,22
2024-05-22,LRB-017,LRB,161,925,280,23541.25,正常,17
2024-05-22,DUO-002,DUO,287,1360,107,23242.4,正常,28
2024-05-22,VEN-005,VEN,438,160,254,2913.6,正常,21
2024-05-22,TLM-024,TLM,397,582,631,9463.32,过库存,28
2024-05-22,HND-007,HND,322,768,706,3010.56,正常,16
2024-05-22,HND-010,HND,171,53,577,1713.49,低库存预警,22
2024-05-22,BUM-001,BUM,157,1952,755,10130.88,正常,20
2024-05-22,TLP-016,TLP,449,750,272,19372.5,正常,28
2024-05-22,LFR-013,LFR,293,1175,182,13477.25,低库存预警,8
2024-05-22,CUP-019,CUP,172,1735,718,30189.0,正常,6
2024-05-22,HND-013,HND,33,96,693,1610.88,正常,10
2024-05-22,VEN-022,VEN,416,1845,605,61899.75,正常,21
2024-05-22,VEN-006,VEN,282,463,562,6463.48,低库存预警,23
2024-05-22,LFR-006,LFR,176,1536,598,11550.72,低库存预警,21
2024-05-22,HND-019,HND,370,42,256,902.16,低库存预警,9
2024-05-22,BUM-005,BUM,234,497,138,8205.47,过库存,24
2024-05-22,DUO-007,DUO,157,20,639,242.8,正常,26
2024-05-22,WLC-014,WLC,65,416,441,3594.24,过库存,8
2024-05-22,VEN-025,VEN,178,514,779,6974.98,正常,1
2024-05-22,DRH-016,DRH,366,990,230,19275.3,低库存预警,13
2024-05-22,BUM-022,BUM,266,626,404,9884.54,正常,11
2024-05-22,HND-011,HND,418,274,235,3109.9,低库存预警,30
2024-05-22,HND-027,HND,350,31,355,768.8,正常,17
2024-05-22,DRH-024,DRH,385,1267,671,10072.65,过库存,15
2024-05-22,WLC-023,WLC,107,543,112,12988.56,低库存预警,18
2024-05-22,DRH-025,DRH,302,1867,708,19622.17,低库存预警,18
2024-05-22,BUM-008,BUM,427,521,743,15827.98,低库存预警,27
2024-05-22,WLC-018,WLC,431,1607,153,52259.64,正常,7
2024-05-22,TLP-014,TLP,312,1309,511,42529.41,正常,16
2024-05-22,LFR-010,LFR,465,1450,415,30276.0,正常,25
2024-05-22,LRB-014,LRB,464,941,731,17841.36,低库存预警,11
2024-05-22,WLC-016,WLC,377,1724,706,53426.76,正常,30
2024-05-22,DRH-013,DRH,212,675,164,5541.75,正常,4
2024-05-22,VEN-026,VEN,484,803,792,17039.66,过库存,29
2024-05-22,VEN-008,VEN,15,77,393,2557.94,正常,26
2024-05-22,TLM-023,TLM,433,1437,300,44202.12,过库存,1
2024-05-22,TLM-005,TLM,495,1314,522,28067.04,过库存,0
2024-05-22,DRH-006,DRH,213,1691,198,30167.44,低库存预警,12
2024-05-22,DUO-022,DUO,126,1838,408,7057.92,正常,25
2024-05-22,TLP-010,TLP,16,1474,596,6913.06,低库存预警,23
2024-05-22,TLP-011,TLP,154,1946,490,66689.42,正常,25
2024-05-22,DRH-012,DRH,154,1981,168,48574.12,正常,17
2024-05-22,TLM-012,TLM,307,70,178,2069.2,正常,13
2024-05-22,LFR-022,LFR,277,919,169,32036.34,正常,3
2024-05-22,BUM-010,BUM,406,1223,551,38292.13,过库存,23
2024-05-22,BUM-024,BUM,322,1063,780,29498.25,正常,15
2024-05-22,LRB-015,LRB,482,1568,204,33147.52,正常,3
2024-05-22,WLC-021,WLC,359,490,258,4395.3,正常,18
2024-05-22,WLC-012,WLC,73,38,338,451.44,正常,23
2024-05-22,DUO-021,DUO,111,350,652,3304.0,过库存,9
2024-05-22,BUM-018,BUM,3,1149,439,18889.56,正常,23
2024-05-22,DRH-030,DRH,317,231,470,1245.09,正常,14
2024-05-22,TLM-013,TLM,326,1643,404,48254.91,低库存预警,26
2024-05-22,TLP-002,TLP,369,227,503,1507.28,正常,25
2024-05-22,VEN-001,VEN,42,140,286,490.0,正常,21
2024-05-22,DUO-017,DUO,397,235,785,3167.8,过库存,29
2024-05-23,TLP-009,TLP,493,733,730,18735.48,过库存,30
2024-05-23,WLC-020,WLC,205,140,343,1650.6,正常,10
2024-05-23,TLP-019,TLP,497,1303,746,3283.56,正常,3
2024-05-23,DRH-027,DRH,384,572,115,14271.4,正常,8
2024-05-23,HND-017,HND,399,435,225,9561.3,正常,10
2024-05-23,DRH-011,DRH,120,332,288,10109.4,正常,8
2024-05-23,DUO-015,DUO,67,1218,782,25236.96,正常,10
2024-05-23,TLP-004,TLP,306,364,234,3094.0,正常,0
2024-05-23,LRB-012,LRB,383,1567,461,6471.71,过库存,24
2024-05-23,TLP-022,TLP,459,434,591,10225.04,正常,12
2024-05-23,DUO-021,DUO,198,1598,381,15085.12,过库存,25
2024-05-23,LRB-016,LRB,459,453,216,10772.34,正常,5
2024-05-23,TLM-021,TLM,474,566,638,3888.42,正常,15
2024-05-23,HND-011,HND,221,1983,670,22507.05,正常,27
2024-05-23,VEN-029,VEN,274,715,388,8286.85,正常,17
2024-05-23,LRB-005,LRB,250,1090,459,26759.5,正常,18
2024-05-23,BUM-021,BUM,317,1305,634,29675.7,过库存,3
2024-05-23,LFR-006,LFR,74,1865,406,14024.8,正常,12
2024-05-23,LRB-014,LRB,339,1131,610,21443.76,正常,27
2024-05-23,HND-006,HND,480,1629,349,19238.49,正常,21
2024-05-23,WLC-015,WLC,20,1283,250,27687.14,过库存,4
2024-05-23,VEN-025,VEN,372,1062,593,14411.34,低库存预警,28
2024-05-23,VEN-015,VEN,294,130,101,4137.9,正常,17
2024-05-23,DUO-008,DUO,169,475,566,4593.25,正常,1
2024-05-23,LFR-012,LFR,333,379,112,6757.57,正常,28
2024-05-23,DUO-025,DUO,256,74,486,900.58,过库存,24
2024-05-23,LRB-018,LRB,125,1434,452,15544.56,正常,17
2024-05-23,HND-001,HND,154,223,470,1482.95,正常,24
2024-05-23,DUO-023,DUO,239,1136,543,37101.76,正常,16
2024-05-23,TLM-022,TLM,418,1668,270,7005.6,正常,2
2024-05-23,LRB-007,LRB,441,924,517,4777.08,正常,17
2024-05-23,BUM-017,BUM,221,775,211,4541.5,正常,3
2024-05-23,TLP-025,TLP,99,126,147,386.82,过库存,24
2024-05-23,VEN-027,VEN,335,1721,631,15454.58,正常,19
2024-05-23,LRB-011,LRB,31,58,786,307.4,正常,15
2024-05-23,CUP-026,CUP,94,1871,689,21759.73,正常,19
2024-05-23,TLP-005,TLP,303,1260,195,7245.0,正常,10
2024-05-23,CUP-014,CUP,465,547,733,10310.95,正常,6
2024-05-23,DUO-003,DUO,393,761,446,1209.99,正常,10
2024-05-23,CUP-027,CUP,249,1810,699,36290.5,正常,3
2024-05-23,DUO-001,DUO,151,939,580,17155.53,正常,19
2024-05-23,CUP-016,CUP,106,1549,112,23405.39,正常,27
2024-05-23,HND-015,HND,283,1525,378,21151.75,正常,3
2024-05-23,VEN-003,VEN,161,540,289,15859.8,正常,14
2024-05-23,LRB-017,LRB,371,864,200,21988.8,正常,23
2024-05-23,TLP-008,TLP,176,904,608,21623.68,正常,21
2024-05-23,LRB-019,LRB,142,587,440,19875.82,正常,16
2024-05-23,TLM-026,TLM,38,1916,202,35637.6,过库存,29
2024-05-23,WLC-013,WLC,371,265,402,6201.0,正常,10
2024-05-23,HND-023,HND,158,134,391,1263.62,正常,19
2024-05-23,BUM-026,BUM,49,1738,277,19257.04,正常,17
2024-05-23,LFR-014,LFR,228,373,693,3435.33,正常,19
2024-05-23,TLM-006,TLM,370,1442,795,9848.86,正常,0
2024-05-23,CUP-030,CUP,190,651,413,16652.58,正常,3
2024-05-23,DRH-015,DRH,469,191,360,1424.86,正常,26
2024-05-23,DRH-023,DRH,319,1805,641,14837.1,过库存,27
2024-05-23,LFR-019,LFR,327,1594,747,26619.8,正常,18
2024-05-23,LRB-010,LRB,32,801,383,9443.79,过库存,14
2024-05-23,TLM-002,TLM,216,983,507,4885.51,过库存,16
2024-05-23,DUO-016,DUO,447,910,454,20666.1,正常,0
2024-05-24,TLP-016,TLP,247,1579,760,40785.57,正常,27
2024-05-24,CUP-015,CUP,243,1897,359,57801.59,正常,15
2024-05-24,TLP-003,TLP,16,34,307,513.4,过库存,29
2024-05-24,TLM-010,TLM,481,260,711,2589.6,过库存,24
2024-05-24,TLM-003,TLM,24,1360,245,11043.2,正常,26
2024-05-24,WLC-016,WLC,121,592,438,18346.08,过库存,5
2024-05-24,VEN-002,VEN,336,1225,649,40866.0,低库存预警,2
2024-05-24,DUO-020,DUO,88,752,505,15964.96,正常,4
2024-05-24,HND-010,HND,447,358,625,11574.14,过库存,0
2024-05-24,HND-017,HND,457,493,114,10836.14,正常,9
2024-05-24,TLM-009,TLM,493,1911,199,39290.16,正常,8
2024-05-24,CUP-004,CUP,475,65,401,2221.05,正常,6
2024-05-24,BUM-011,BUM,157,887,351,25439.16,正常,0
2024-05-24,DUO-007,DUO,324,188,412,2282.32,正常,27
2024-05-24,CUP-003,CUP,376,1670,175,57114.0,正常,12
2024-05-24,TLP-010,TLP,405,951,121,4460.19,过库存,26
2024-05-24,HND-027,HND,276,1367,716,33901.6,正常,28
2024-05-24,LRB-016,LRB,54,1895,298,45063.1,正常,14
2024-05-24,BUM-014,BUM,54,1818,171,13780.44,过库存,6
2024-05-24,TLM-001,TLM,67,87,767,594.21,正常,1
2024-05-24,LFR-010,LFR,77,385,439,8038.8,正常,7
2024-05-24,LRB-022,LRB,35,597,608,10531.08,正常,18
2024-05-24,DRH-006,DRH,448,15,605,267.6,过库存,3
2024-05-24,TLM-024,TLM,417,1174,335,19089.24,正常,0
2024-05-24,CUP-001,CUP,87,601,559,3966.6,过库存,20
2024-05-24,TLP-014,TLP,386,550,565,17869.5,过库存,8
2024-05-24,VEN-007,VEN,462,1113,591,16917.6,正常,21
2024-05-24,VEN-004,VEN,147,1761,719,56985.96,过库存,22
2024-05-24,DUO-018,DUO,194,1002,357,2565.12,正常,28
2024-05-24,VEN-018,VEN,481,6,793,37.2,过库存,8
2024-05-24,BUM-025,BUM,55,253,564,5697.56,正常,22
2024-05-24,BUM-007,BUM,78,1249,763,12664.86,正常,2
2024-05-24,TLM-002,TLM,251,812,670,4035.64,低库存预警,14
2024-05-24,CUP-002,CUP,303,489,577,2347.2,低库存预警,0
2024-05-24,DRH-012,DRH,192,1828,676,44822.56,过库存,25
2024-05-24,WLC-017,WLC,432,1070,615,2760.6,正常,6
2024-05-24,HND-002,HND,166,1074,549,9880.8,低库存预警,16
2024-05-24,TLP-017,TLP,3,915,191,26470.95,过库存,27
2024-05-24,LFR-021,LFR,127,727,282,14227.39,正常,21
2024-05-24,WLC-018,WLC,88,1297,664,42178.44,正常,12
2024-05-24,LFR-008,LFR,139,1006,262,19938.92,低库存预警,20
2024-05-24,DUO-006,DUO,344,456,656,15070.8,正常,8
2024-05-24,BUM-009,BUM,272,900,562,19917.0,低库存预警,3
2024-05-24,TLP-015,TLP,111,150,698,3022.5,正常,6
2024-05-24,LFR-005,LFR,200,999,379,1708.29,低库存预警,8
2024-05-24,DRH-028,DRH,211,958,586,25224.14,正常,12
2024-05-24,DRH-025,DRH,421,1690,673,17761.9,正常,6
2024-05-24,LFR-014,LFR,275,780,361,7183.8,低库存预警,3
2024-05-24,HND-023,HND,258,672,130,6336.96,正常,8
2024-05-24,TLM-028,TLM,496,99,355,3267.99,正常,18
2024-05-24,TLM-008,TLM,432,637,726,14835.73,过库存,6
2024-05-24,DRH-005,DRH,216,500,474,12880.0,正常,16
2024-05-24,DUO-010,DUO,403,1777,144,27081.48,正常,13
2024-05-24,WLC-004,WLC,235,947,674,6240.73,正常,17
2024-05-24,VEN-028,VEN,382,1947,249,34870.77,正常,14
2024-05-24,DRH-013,DRH,385,243,104,1995.03,过库存,7
2024-05-24,DUO-004,DUO,284,659,459,13786.28,正常,10
2024-05-24,BUM-022,BUM,177,1836,161,28990.44,正常,12
2024-05-24,TLP-021,TLP,59,1676,691,14547.68,低库存预警,19
2024-05-24,HND-028,HND,120,573,375,5552.37,正常,16
2024-05-25,TLM-007,TLM,258,710,460,2364.3,过库存,17
2024-05-25,CUP-011,CUP,493,1484,524,43688.96,正常,27
2024-05-25,TLP-013,TLP,115,765,318,1774.8,低库存预警,7
2024-05-25,TLM-015,TLM,485,1361,437,10139.45,正常,17
2024-05-25,HND-001,HND,186,231,792,1536.15,低库存预警,8
2024-05-25,DRH-028,DRH,27,1428,632,37599.24,正常,22
2024-05-25,HND-026,HND,245,1746,190,51699.06,低库存预警,1
2024-05-25,BUM-021,BUM,194,1107,556,25173.18,过库存,26
2024-05-25,DRH-020,DRH,156,1708,214,51820.72,正常,23
2024-05-25,TLP-001,TLP,426,231,141,1776.39,正常,26
2024-05-25,TLP-021,TLP,134,1077,456,9348.36,过库存,1
2024-05-25,VEN-021,VEN,444,1513,287,45011.75,正常,21
2024-05-25,WLC-002,WLC,182,1499,346,38704.18,正常,30
2024-05-25,LRB-007,LRB,274,523,242,2703.91,正常,11
2024-05-25,LFR-015,LFR,112,1,434,4.87,正常,4
2024-05-25,TLM-027,TLM,114,1431,715,21622.41,过库存,10
2024-05-25,VEN-012,VEN,210,1618,496,24189.1,正常,30
2024-05-25,VEN-028,VEN,68,459,264,8220.69,正常,6
2024-05-25,DUO-004,DUO,270,1018,561,21296.56,正常,23
2024-05-25,HND-028,HND,473,1149,403,11133.81,过库存,4
2024-05-25,WLC-020,WLC,340,1474,470,17378.46,正常,28
2024-05-25,CUP-014,CUP,257,122,788,2299.7,正常,26
2024-05-25,CUP-015,CUP,371,1236,765,37660.92,低库存预警,9
2024-05-25,VEN-013,VEN,215,818,249,25464.34,过库存,13
2024-05-25,DUO-014,DUO,407,862,684,9990.58,过库存,11
2024-05-25,BUM-016,BUM,465,153,772,1343.34,正常,13
2024-05-25,BUM-018,BUM,253,603,202,9913.32,正常,15
2024-05-25,DRH-009,DRH,113,1019,341,13185.86,正常,10
2024-05-25,LFR-014,LFR,99,872,266,8031.12,正常,21
2024-05-25,CUP-006,CUP,307,1366,627,25940.34,低库存预警,14
2024-05-25,HND-018,HND,100,764,705,1795.4,低库存预警,12
2024-05-25,DRH-021,DRH,34,601,464,2301.83,正常,12
2024-05-25,VEN-018,VEN,63,1142,436,7080.4,正常,27
2024-05-25,TLM-025,TLM,59,1131,475,15245.88,正常,22
2024-05-25,BUM-012,BUM,190,1215,439,32051.7,正常,27
2024-05-25,DUO-024,DUO,352,195,280,1920.75,低库存预警,29
2024-05-25,LRB-006,LRB,183,1220,235,41699.6,低库存预警,30
2024-05-25,BUM-022,BUM,218,1006,690,15884.74,正常,1
2024-05-25,LRB-014,LRB,118,1012,615,19187.52,正常,12
2024-05-25,CUP-023,CUP,322,1962,658,24878.16,低库存预警,29
2024-05-25,HND-004,HND,136,1916,430,24888.84,低库存预警,17
2024-05-25,BUM-008,BUM,159,1341,380,40739.58,正常,16
2024-05-25,WLC-008,WLC,263,1592,266,26984.4,正常,19
2024-05-25,LRB-005,LRB,409,804,264,19738.2,低库存预警,0
2024-05-25,TLM-018,TLM,119,1260,548,37333.8,正常,0
2024-05-25,BUM-006,BUM,227,314,377,7181.18,正常,5
2024-05-25,BUM-003,BUM,12,177,155,3125.82,过库存,12
2024-05-25,TLP-006,TLP,171,1683,150,47881.35,正常,16
2024-05-25,BUM-024,BUM,184,1053,355,29220.75,正常,16
2024-05-25,WLC-016,WLC,245,1220,752,37807.8,正常,2
2024-05-25,TLM-006,TLM,167,595,517,4063.85,过库存,10
2024-05-25,DUO-009,DUO,312,770,501,16146.9,过库存,6
2024-05-25,LRB-021,LRB,411,1171,291,12775.61,过库存,0
2024-05-25,TLM-024,TLM,452,1756,323,28552.56,低库存预警,3
2024-05-25,LFR-010,LFR,467,1703,629,35558.64,低库存预警,1
2024-05-25,TLP-014,TLP,344,1338,276,43471.62,低库存预警,19
2024-05-25,DRH-017,DRH,226,1293,148,6684.81,正常,21
2024-05-25,LFR-005,LFR,419,91,158,155.61,正常,11
2024-05-25,BUM-010,BUM,370,1537,484,48123.47,低库存预警,8
2024-05-25,HND-010,HND,356,632,505,20432.56,正常,27
2024-05-26,LFR-019,LFR,429,448,618,7481.6,低库存预警,19
2024-05-26,BUM-025,BUM,348,388,209,8737.76,正常,24
2024-05-26,VEN-029,VEN,206,337,490,3905.83,正常,17
2024-05-26,HND-012,HND,70,1558,121,6668.24,正常,26
2024-05-26,LRB-019,LRB,248,1027,589,34774.22,低库存预警,4
2024-05-26,TLP-006,TLP,472,850,291,24182.5,正常,23
2024-05-26,DRH-001,DRH,244,1558,429,46630.94,低库存预警,17
2024-05-26,CUP-029,CUP,125,470,658,1057.5,低库存预警,16
2024-05-26,HND-022,HND,398,1781,740,57437.25,正常,1
2024-05-26,BUM-011,BUM,273,1910,574,54778.8,正常,24
2024-05-26,LFR-015,LFR,214,1892,579,9214.04,正常,28
2024-05-26,HND-026,HND,68,616,446,18239.76,低库存预警,23
2024-05-26,LFR-003,LFR,201,1922,131,51182.86,过库存,29
2024-05-26,DRH-008,DRH,259,1059,680,36927.33,低库存预警,24
2024-05-26,DRH-025,DRH,24,311,788,3268.61,过库存,28
2024-05-26,DUO-013,DUO,366,332,427,1178.6,正常,13
2024-05-26,LRB-010,LRB,358,525,283,6189.75,正常,5
2024-05-26,VEN-011,VEN,252,1841,284,59482.71,正常,9
2024-05-26,HND-010,HND,312,959,111,31004.47,正常,12
2024-05-26,WLC-001,WLC,156,903,413,16669.38,正常,0
2024-05-26,HND-023,HND,123,1866,777,17596.38,正常,8
2024-05-26,TLP-024,TLP,128,1716,412,6006.0,正常,23
2024-05-26,HND-028,HND,202,476,463,4612.44,低库存预警,5
2024-05-26,TLM-005,TLM,324,1168,658,24948.48,低库存预警,16
2024-05-26,VEN-016,VEN,428,106,596,3539.34,低库存预警,7
2024-05-26,WLC-021,WLC,279,1359,593,12190.23,正常,9
2024-05-26,TLM-014,TLM,454,1932,202,41653.92,正常,14
2024-05-26,TLM-027,TLM,275,1947,101,29419.17,过库存,13
2024-05-26,VEN-017,VEN,462,1382,233,31316.12,低库存预警,16
2024-05-26,DUO-020,DUO,68,570,190,12101.1,低库存预警,15
2024-05-26,WLC-004,WLC,197,814,483,5364.26,正常,11
2024-05-26,CUP-008,CUP,273,1550,577,3255.0,正常,9
2024-05-26,WLC-007,WLC,121,101,241,3474.4,低库存预警,21
2024-05-26,TLM-002,TLM,167,1186,275,5894.42,正常,16
2024-05-26,TLM-015,TLM,451,969,464,7219.05,正常,5
2024-05-26,DRH-011,DRH,125,664,191,20218.8,正常,2
2024-05-26,WLC-008,WLC,478,1313,324,22255.35,正常,25
2024-05-26,HND-016,HND,211,290,724,4410.9,低库存预警,20
2024-05-26,DUO-021,DUO,396,1649,437,15566.56,正常,9
2024-05-26,DUO-007,DUO,15,91,377,1104.74,正常,10
2024-05-26,LFR-002,LFR,267,854,418,9257.36,正常,4
2024-05-26,DRH-027,DRH,482,1693,615,42240.35,过库存,30
2024-05-26,DUO-010,DUO,325,1648,605,25115.52,正常,13
2024-05-26,HND-004,HND,233,334,344,4338.66,低库存预警,2
2024-05-26,LRB-011,LRB,56,1367,432,7245.1,过库存,2
2024-05-26,WLC-003,WLC,31,1232,385,8944.32,正常,10
2024-05-26,CUP-010,CUP,47,1725,347,49524.75,正常,16
2024-05-26,DUO-012,DUO,299,1546,730,17670.78,低库存预警,4
2024-05-26,LRB-008,LRB,309,49,698,1537.13,正常,21
2024-05-26,WLC-016,WLC,127,387,207,11993.13,低库存预警,16
2024-05-26,WLC-024,WLC,103,113,789,762.75,低库存预警,28
2024-05-26,LRB-016,LRB,251,826,407,19642.28,正常,29
2024-05-26,BUM-028,BUM,460,970,470,30283.4,低库存预警,19
2024-05-26,WLC-005,WLC,148,1514,718,5813.76,正常,1
2024-05-26,DRH-013,DRH,220,1614,399,13250.94,低库存预警,13
2024-05-26,TLP-004,TLP,495,1076,504,9146.0,正常,29
2024-05-26,BUM-004,BUM,485,1266,216,40929.78,正常,30
2024-05-26,HND-015,HND,246,207,610,2871.09,过库存,29
2024-05-26,BUM-019,BUM,58,261,585,4872.87,正常,19
2024-05-26,CUP-017,CUP,17,1077,162,13344.03,低库存预警,21
2024-05-27,DRH-014,DRH,8,489,750,3701.73,正常,6
2024-05-27,LRB-020,LRB,470,694,654,15177.78,正常,29
2024-05-27,CUP-004,CUP,246,1192,384,40730.64,低库存预警,13
2024-05-27,LFR-013,LFR,399,838,463,9611.86,正常,15
2024-05-27,TLP-007,TLP,424,1996,170,23233.44,正常,4
2024-05-27,DUO-019,DUO,223,639,194,9342.18,低库存预警,24
2024-05-27,VEN-014,VEN,130,1673,617,11878.3,正常,10
2024-05-27,BUM-025,BUM,313,275,410,6193.0,正常,29
2024-05-27,VEN-008,VEN,420,992,676,32954.24,正常,5
2024-05-27,TLP-015,TLP,442,939,425,18920.85,低库存预警,7
2024-05-27,BUM-012,BUM,230,1687,297,44503.06,过库存,26
2024-05-27,TLP-024,TLP,381,1663,217,5820.5,过库存,0
2024-05-27,HND-023,HND,159,911,410,8590.73,正常,30
2024-05-27,WLC-017,WLC,410,1516,234,3911.28,正常,15
2024-05-27,DRH-004,DRH,212,1011,232,15144.78,过库存,15
2024-05-27,DUO-001,DUO,473,878,698,16041.06,正常,18
2024-05-27,WLC-011,WLC,122,92,763,1504.2,低库存预警,2
2024-05-27,TLP-013,TLP,186,403,722,934.96,正常,11
2024-05-27,DRH-027,DRH,330,111,773,2769.45,正常,1
2024-05-27,VEN-001,VEN,363,1312,432,4592.0,正常,3
2024-05-27,TLP-006,TLP,412,814,205,23158.3,低库存预警,8
2024-05-27,WLC-022,WLC,385,79,678,2653.61,正常,20
2024-05-27,DUO-006,DUO,333,262,687,8659.1,过库存,15
2024-05-27,CUP-020,CUP,481,948,775,5365.68,过库存,25
2024-05-27,CUP-025,CUP,398,396,194,12909.6,正常,23
2024-05-27,WLC-024,WLC,343,1026,765,6925.5,正常,20
2024-05-27,TLM-006,TLM,389,585,118,3995.55,过库存,2
2024-05-27,WLC-004,WLC,230,504,726,3321.36,正常,8
2024-05-27,HND-020,HND,387,603,789,5939.55,正常,16
2024-05-27,CUP-001,CUP,377,174,645,1148.4,低库存预警,28
2024-05-27,DRH-008,DRH,79,1068,530,37241.16,正常,3
2024-05-27,VEN-012,VEN,432,819,574,12244.05,正常,29
2024-05-27,DRH-006,DRH,80,5,111,89.2,低库存预警,17
2024-05-27,WLC-010,WLC,91,1129,598,28416.93,正常,27
2024-05-27,DUO-023,DUO,460,1393,614,45495.38,正常,18
2024-05-27,TLM-020,TLM,279,721,498,22725.92,正常,0
2024-05-27,VEN-002,VEN,371,1241,752,41399.76,正常,3
2024-05-27,TLM-023,TLM,305,152,791,4675.52,低库存预警,5
2024-05-27,BUM-003,BUM,52,1694,434,29916.04,低库存预警,23
2024-05-27,DRH-023,DRH,203,922,708,7578.84,正常,4
2024-05-27,TLM-018,TLM,420,771,312,22844.73,低库存预警,21
2024-05-27,CUP-015,CUP,295,1770,605,53931.9,正常,17
2024-05-27,VEN-027,VEN,234,1410,102,12661.8,过库存,2
2024-05-27,BUM-005,BUM,229,446,553,7363.46,低库存预警,27
2024-05-27,LRB-019,LRB,400,55,355,1862.3,正常,7
2024-05-27,CUP-006,CUP,281,1978,596,37562.22,正常,12
2024-05-27,WLC-023,WLC,375,625,700,14950.0,正常,14
2024-05-27,DRH-009,DRH,338,1700,788,21998.0,过库存,4
2024-05-27,HND-022,HND,298,1163,602,37506.75,正常,24
2024-05-27,DUO-005,DUO,275,1598,615,19048.16,过库存,21
2024-05-27,LFR-014,LFR,27,1561,659,14376.81,正常,25
2024-05-27,WLC-015,WLC,222,1058,198,22831.64,过库存,5
2024-05-27,BUM-002,BUM,169,1996,367,43253.32,正常,11
2024-05-27,LRB-018,LRB,188,115,763,1246.6,低库存预警,26
2024-05-27,TLP-018,TLP,279,1736,627,30987.6,正常,13
2024-05-27,BUM-001,BUM,181,189,413,980.91,正常,10
2024-05-27,DRH-007,DRH,328,87,202,763.86,过库存,18
2024-05-27,CUP-022,CUP,86,524,442,7954.32,正常,28
2024-05-27,TLP-012,TLP,126,678,671,14475.3,正常,22
2024-05-27,LRB-003,LRB,150,1411,544,27712.04,低库存预警,1
2024-05-28,CUP-004,CUP,64,1156,231,39500.52,正常,10
2024-05-28,TLM-020,TLM,360,1195,271,37666.4,低库存预警,18
2024-05-28,LRB-021,LRB,367,1706,516,18612.46,低库存预警,2
2024-05-28,WLC-010,WLC,146,70,166,1761.9,正常,18
2024-05-28,CUP-029,CUP,248,542,477,1219.5,正常,26
2024-05-28,DUO-020,DUO,209,504,689,10699.92,过库存,1
2024-05-28,TLP-002,TLP,280,191,264,1268.24,过库存,26
2024-05-28,BUM-009,BUM,155,131,680,2899.03,低库存预警,25
2024-05-28,LRB-006,LRB,473,1657,237,56636.26,正常,3
2024-05-28,TLP-021,TLP,281,1909,668,16570.12,低库存预警,0
2024-05-28,TLM-013,TLM,373,1617,318,47491.29,正常,27
2024-05-28,TLP-010,TLP,43,1487,674,6974.03,正常,7
2024-05-28,WLC-015,WLC,149,1932,512,41692.56,正常,13
2024-05-28,LRB-001,LRB,216,875,723,11033.75,正常,13
2024-05-28,WLC-019,WLC,433,894,426,17593.92,正常,28
2024-05-28,VEN-010,VEN,65,639,281,8370.9,正常,3
2024-05-28,DUO-022,DUO,260,1653,577,6347.52,过库存,16
2024-05-28,BUM-015,BUM,474,1960,652,22383.2,正常,13
2024-05-28,TLP-009,TLP,3,1301,214,33253.56,正常,25
2024-05-28,DRH-017,DRH,421,466,474,2409.22,低库存预警,20
2024-05-28,LFR-009,LFR,470,1872,694,30775.68,正常,23
2024-05-28,DUO-018,DUO,348,1197,706,3064.32,正常,21
2024-05-28,DUO-006,DUO,90,233,685,7700.65,过库存,7
2024-05-28,TLP-006,TLP,355,1120,367,31864.0,正常,29
2024-05-28,WLC-023,WLC,158,243,694,5812.56,正常,4
2024-05-28,VEN-005,VEN,272,545,425,9924.45,正常,11
2024-05-28,TLM-004,TLM,398,45,740,1460.25,过库存,1
2024-05-28,BUM-018,BUM,266,1645,107,27043.8,过库存,13
2024-05-28,LRB-019,LRB,59,170,797,5756.2,低库存预警,19
2024-05-28,DUO-003,DUO,374,1347,587,2141.73,正常,30
2024-05-28,LFR-010,LFR,301,484,639,10105.92,正常,20
2024-05-28,LRB-009,LRB,483,694,142,18765.76,正常,18
2024-05-28,HND-027,HND,285,633,697,15698.4,低库存预警,28
2024-05-28,TLP-020,TLP,53,1246,466,2168.04,过库存,5
2024-05-28,TLP-003,TLP,469,470,337,7097.0,过库存,0
2024-05-28,DUO-023,DUO,391,627,206,20477.82,正常,18
2024-05-28,HND-009,HND,303,195,424,5939.7,正常,12
2024-05-28,BUM-001,BUM,156,390,727,2024.1,低库存预警,2
2024-05-28,VEN-017,VEN,441,109,277,2469.94,低库存预警,14
2024-05-28,DRH-022,DRH,301,919,370,11202.61,低库存预警,18
2024-05-28,BUM-024,BUM,283,1034,510,28693.5,正常,15
2024-05-28,DUO-008,DUO,361,1128,580,10907.76,低库存预警,17
2024-05-28,HND-021,HND,233,1822,672,48446.98,过库存,2
2024-05-28,TLP-019,TLP,430,1817,747,4578.84,正常,8
2024-05-28,TLP-012,TLP,226,1112,669,23741.2,正常,10
