inspection_id,inspection_time,machine_id,sku,sample_size,defect_count,defect_rate,result,main_defect_type,inspector_id,standard
QI-0028664,2026-03-11 14:00:00,M29,LFR-011,80,0,0.0011,PASS,,QC-D,ISO 9001
QI-0028665,2025-11-24 04:00:00,M21,BUM-023,51,0,0.0037,PASS,,QC-A,客户标准
QI-0028666,2024-02-23 11:00:00,M27,LFR-014,158,1,0.0093,PASS,飞边,QC-C,IATF 16949
QI-0028667,2025-12-12 07:00:00,M20,TLM-028,145,1,0.0082,PASS,缺料,QC-A,IATF 16949
QI-0028668,2025-04-03 15:00:00,M10,DRH-020,104,0,0.0018,PASS,,QC-D,IATF 16949
QI-0028669,2025-06-21 11:00:00,M01,VEN-026,190,0,0.004,PASS,,QC-C,客户标准
QI-0028670,2025-01-17 06:00:00,M01,VEN-023,170,1,0.0095,PASS,变形,QC-C,IATF 16949
QI-0028671,2025-09-06 10:00:00,M12,CUP-001,62,0,0.003,PASS,,QC-C,客户标准
QI-0028672,2024-05-10 13:00:00,M17,BUM-026,97,0,0.0031,PASS,,QC-B,客户标准
QI-0028673,2024-04-19 11:00:00,M08,VEN-012,197,1,0.0058,PASS,银纹,QC-A,IATF 16949
QI-0028674,2025-07-05 14:00:00,M27,LRB-010,24,0,0.0121,PASS,,QC-B,ISO 9001
QI-0028675,2025-01-05 07:00:00,M08,DRH-022,62,0,0.007,PASS,,QC-A,ISO 9001
QI-0028676,2025-04-04 06:00:00,M25,TLP-010,119,0,0.0007,PASS,,QC-A,IATF 16949
QI-0028677,2026-01-05 22:00:00,M24,TLP-018,132,1,0.0098,PASS,熔接痕,QC-A,客户标准
QI-0028678,2025-02-10 00:00:00,M01,DRH-023,79,0,0.0024,PASS,,QC-B,客户标准
QI-0028679,2024-08-11 11:00:00,M10,DRH-030,130,0,0.001,PASS,,QC-D,ISO 9001
QI-0028680,2026-04-06 00:00:00,M26,LRB-021,36,0,0.0043,PASS,,QC-D,ISO 9001
QI-0028681,2025-02-13 09:00:00,M24,WLC-013,193,0,0.005,PASS,,QC-D,ISO 9001
QI-0028682,2025-03-31 05:00:00,M22,TLM-010,193,1,0.0075,PASS,尺寸不合格,QC-C,IATF 16949
QI-0028683,2025-07-23 06:00:00,M21,HND-005,198,1,0.0065,PASS,气泡,QC-A,客户标准
QI-0028684,2026-03-25 16:00:00,M05,DRH-009,188,8,0.0428,PASS,尺寸不合格,QC-D,客户标准
QI-0028685,2026-03-05 23:00:00,M15,BUM-022,84,0,0.0056,PASS,,QC-B,客户标准
QI-0028686,2024-08-07 21:00:00,M04,DRH-026,111,3,0.027,PASS,缩痕,QC-B,ISO 9001
QI-0028687,2026-02-18 02:00:00,M23,DUO-012,150,1,0.0083,PASS,黑点,QC-A,IATF 16949
QI-0028688,2025-10-26 09:00:00,M18,HND-018,129,3,0.024,PASS,变形,QC-C,客户标准
QI-0028689,2026-03-31 23:00:00,M28,LFR-013,88,1,0.0159,PASS,飞边,QC-B,ISO 9001
QI-0028690,2025-08-04 15:00:00,M14,TLM-017,97,0,0.0045,PASS,,QC-B,IATF 16949
QI-0028691,2025-03-30 11:00:00,M09,VEN-007,183,5,0.0307,PASS,熔接痕,QC-D,客户标准
QI-0028692,2024-11-07 23:00:00,M27,LFR-015,196,0,0.0039,PASS,,QC-A,客户标准
QI-0028693,2025-12-15 17:00:00,M08,DRH-017,92,0,0.0053,PASS,,QC-B,IATF 16949
QI-0028694,2024-11-15 19:00:00,M15,HND-026,68,1,0.0197,PASS,银纹,QC-B,ISO 9001
QI-0028695,2025-08-17 10:00:00,M19,HND-024,158,0,0.0005,PASS,,QC-A,客户标准
QI-0028696,2024-08-08 23:00:00,M24,WLC-017,63,0,0.0113,PASS,,QC-C,ISO 9001
QI-0028697,2024-01-21 03:00:00,M22,TLM-027,115,1,0.0132,PASS,尺寸不合格,QC-C,ISO 9001
QI-0028698,2024-03-26 10:00:00,M12,DRH-028,105,1,0.0118,PASS,色差,QC-A,IATF 16949
QI-0028699,2024-08-19 08:00:00,M02,CUP-021,110,0,0.008,PASS,,QC-B,IATF 16949
QI-0028700,2024-12-29 09:00:00,M26,LFR-002,123,2,0.0212,PASS,银纹,QC-B,IATF 16949
QI-0028701,2024-10-06 21:00:00,M05,DRH-008,136,0,0.002,PASS,,QC-A,IATF 16949
QI-0028702,2024-03-10 12:00:00,M09,VEN-028,99,0,0.0099,PASS,,QC-D,IATF 16949
QI-0028703,2025-01-18 10:00:00,M22,TLM-006,115,1,0.0114,PASS,气泡,QC-D,ISO 9001
QI-0028704,2026-04-24 23:00:00,M14,TLM-008,107,0,0.0059,PASS,,QC-B,客户标准
QI-0028705,2024-12-17 10:00:00,M15,BUM-017,68,1,0.0189,PASS,变形,QC-C,IATF 16949
QI-0028706,2024-05-27 03:00:00,M29,LRB-017,122,0,0.0041,PASS,,QC-C,IATF 16949
QI-0028707,2026-01-11 00:00:00,M20,HND-014,103,0,0.0051,PASS,,QC-A,IATF 16949
QI-0028708,2024-05-19 00:00:00,M06,CUP-024,42,0,0.008,PASS,,QC-B,IATF 16949
QI-0028709,2025-05-22 14:00:00,M02,DRH-017,141,2,0.0154,PASS,银纹,QC-D,ISO 9001
QI-0028710,2025-02-08 23:00:00,M26,LFR-013,178,0,0.0024,PASS,,QC-B,ISO 9001
QI-0028711,2026-02-17 08:00:00,M05,VEN-009,44,0,0.0031,PASS,,QC-A,客户标准
QI-0028712,2025-03-22 14:00:00,M08,DRH-012,37,0,0.0069,PASS,,QC-D,客户标准
QI-0028713,2025-01-10 12:00:00,M29,LFR-012,138,0,0.0057,PASS,,QC-D,客户标准
QI-0028714,2025-04-03 06:00:00,M25,WLC-009,193,4,0.024,PASS,黑点,QC-D,IATF 16949
QI-0028715,2026-04-23 20:00:00,M18,TLM-009,196,2,0.0112,FAIL,飞边,QC-A,客户标准
QI-0028716,2025-08-08 04:00:00,M18,BUM-011,41,0,0.0058,PASS,,QC-B,IATF 16949
QI-0028717,2024-12-21 13:00:00,M10,DRH-024,102,1,0.0143,PASS,变形,QC-D,IATF 16949
QI-0028718,2025-04-06 05:00:00,M14,TLM-007,149,3,0.0206,PASS,缩痕,QC-D,IATF 16949
QI-0028719,2025-10-24 18:00:00,M15,HND-010,71,2,0.0337,PASS,银纹,QC-A,客户标准
QI-0028720,2025-05-10 21:00:00,M09,DRH-011,33,0,0.0127,PASS,,QC-B,ISO 9001
QI-0028721,2024-09-04 13:00:00,M13,DRH-016,113,0,0.0059,PASS,,QC-A,客户标准
QI-0028722,2026-02-15 03:00:00,M07,DRH-029,199,0,0.0028,PASS,,QC-A,IATF 16949
QI-0028723,2025-02-01 23:00:00,M27,LFR-016,169,3,0.0187,PASS,缺料,QC-D,客户标准
QI-0028724,2025-05-28 02:00:00,M29,LRB-009,78,0,0.0054,PASS,,QC-D,IATF 16949
QI-0028725,2026-02-07 17:00:00,M03,VEN-022,41,0,0.0011,PASS,,QC-C,ISO 9001
QI-0028726,2025-10-03 08:00:00,M22,TLM-017,39,0,0.0034,PASS,,QC-A,客户标准
QI-0028727,2024-03-17 17:00:00,M07,DRH-005,108,1,0.0105,PASS,熔接痕,QC-A,客户标准
QI-0028728,2025-08-17 22:00:00,M11,CUP-026,200,6,0.0342,FAIL,黑点,QC-C,ISO 9001
QI-0028729,2025-11-23 20:00:00,M09,DRH-025,80,0,0.0025,PASS,,QC-B,客户标准
QI-0028730,2024-12-26 19:00:00,M13,CUP-010,65,0,0.0034,PASS,,QC-C,客户标准
QI-0028731,2025-04-27 15:00:00,M24,TLP-003,91,1,0.0122,PASS,缺料,QC-C,ISO 9001
QI-0028732,2024-11-03 19:00:00,M19,HND-027,42,0,0.005,PASS,,QC-A,ISO 9001
QI-0028733,2025-02-03 17:00:00,M06,CUP-011,193,1,0.0095,PASS,熔接痕,QC-D,ISO 9001
QI-0028734,2025-06-13 07:00:00,M07,DRH-007,123,0,0.0008,PASS,,QC-A,IATF 16949
QI-0028735,2025-11-03 07:00:00,M03,CUP-005,117,0,0.0029,PASS,,QC-C,客户标准
QI-0028736,2024-12-10 01:00:00,M09,CUP-001,34,0,0.0236,PASS,,QC-D,客户标准
QI-0028737,2024-03-24 18:00:00,M25,TLP-024,25,0,0.0387,PASS,,QC-D,客户标准
QI-0028738,2025-04-25 03:00:00,M04,VEN-020,66,0,0.013,PASS,,QC-C,ISO 9001
QI-0028739,2024-02-17 16:00:00,M02,DRH-007,138,3,0.0282,PASS,缺料,QC-C,客户标准
QI-0028740,2026-02-18 13:00:00,M19,HND-022,76,1,0.0178,PASS,气泡,QC-A,IATF 16949
QI-0028741,2024-05-28 05:00:00,M14,BUM-006,147,0,0.0063,PASS,,QC-B,ISO 9001
QI-0028742,2025-10-19 16:00:00,M28,LFR-019,122,0,0.0059,PASS,,QC-D,ISO 9001
QI-0028743,2024-02-02 02:00:00,M04,VEN-010,74,0,0.0016,PASS,,QC-B,ISO 9001
QI-0028744,2024-04-23 14:00:00,M29,LRB-021,42,0,0.0038,PASS,,QC-B,客户标准
QI-0028745,2024-05-24 21:00:00,M09,CUP-012,165,8,0.0497,FAIL,缩痕,QC-A,ISO 9001
QI-0028746,2024-04-01 23:00:00,M23,WLC-009,134,1,0.0095,PASS,黑点,QC-D,IATF 16949
QI-0028747,2025-07-14 05:00:00,M10,DRH-013,118,1,0.0089,PASS,银纹,QC-B,ISO 9001
QI-0028748,2024-02-15 02:00:00,M29,LFR-016,167,1,0.0073,PASS,熔接痕,QC-D,IATF 16949
QI-0028749,2026-03-12 17:00:00,M14,TLM-010,86,1,0.0218,PASS,尺寸不合格,QC-C,ISO 9001
QI-0028750,2025-11-23 12:00:00,M15,TLM-013,23,0,0.0115,PASS,,QC-B,ISO 9001
QI-0028751,2024-08-26 20:00:00,M21,TLM-003,29,0,0.0142,PASS,,QC-D,IATF 16949
QI-0028752,2026-02-21 21:00:00,M29,LRB-014,70,0,0.0038,PASS,,QC-C,IATF 16949
QI-0028753,2025-10-02 05:00:00,M25,TLP-018,67,0,0.0074,PASS,,QC-A,ISO 9001
QI-0028754,2025-11-15 19:00:00,M02,VEN-015,116,0,0.0016,PASS,,QC-D,IATF 16949
QI-0028755,2024-10-22 11:00:00,M12,DRH-022,109,0,0.0034,PASS,,QC-D,ISO 9001
QI-0028756,2024-07-07 21:00:00,M16,HND-028,23,0,0.0059,PASS,,QC-C,IATF 16949
QI-0028757,2024-03-06 14:00:00,M08,CUP-023,80,3,0.0437,PASS,黑点,QC-A,客户标准
QI-0028758,2024-06-21 07:00:00,M10,CUP-030,58,0,0.005,PASS,,QC-B,IATF 16949
QI-0028759,2025-02-24 02:00:00,M19,TLM-013,134,0,0.0032,PASS,,QC-C,客户标准
QI-0028760,2024-08-11 05:00:00,M14,TLM-006,91,0,0.001,PASS,,QC-B,ISO 9001
QI-0028761,2024-02-10 12:00:00,M03,DRH-008,51,0,0.0019,PASS,,QC-A,客户标准
QI-0028762,2024-09-17 19:00:00,M08,VEN-016,153,1,0.0089,PASS,气泡,QC-D,客户标准
QI-0028763,2024-06-27 11:00:00,M05,DRH-030,187,0,0.0023,PASS,,QC-B,IATF 16949
QI-0028764,2024-01-08 00:00:00,M11,CUP-001,40,0,0.0017,PASS,,QC-B,客户标准
QI-0028765,2026-03-26 15:00:00,M22,BUM-009,101,0,0.0084,PASS,,QC-D,IATF 16949
QI-0028766,2025-07-11 09:00:00,M12,DRH-006,123,5,0.0468,PASS,黑点,QC-D,ISO 9001
QI-0028767,2024-10-04 00:00:00,M17,TLM-003,106,0,0.0022,PASS,,QC-A,IATF 16949
QI-0028768,2025-07-31 11:00:00,M10,DRH-001,148,4,0.0298,FAIL,色差,QC-B,客户标准
QI-0028769,2024-05-29 03:00:00,M17,TLM-009,107,0,0.002,PASS,,QC-D,ISO 9001
QI-0028770,2025-12-22 19:00:00,M01,DRH-017,25,0,0.0034,PASS,,QC-A,ISO 9001
QI-0028771,2025-11-20 04:00:00,M06,CUP-021,71,0,0.0082,PASS,,QC-B,IATF 16949
QI-0028772,2025-05-12 16:00:00,M09,VEN-003,137,2,0.0205,PASS,变形,QC-D,客户标准
QI-0028773,2025-07-07 06:00:00,M17,BUM-010,125,2,0.0235,PASS,色差,QC-A,客户标准
QI-0028774,2025-11-04 02:00:00,M10,VEN-010,145,0,0.0014,PASS,,QC-B,ISO 9001
QI-0028775,2025-11-18 23:00:00,M21,TLM-019,118,0,0.0022,PASS,,QC-C,客户标准
QI-0028776,2024-12-05 22:00:00,M09,CUP-010,175,0,0.0016,PASS,,QC-D,客户标准
QI-0028777,2025-04-10 10:00:00,M15,BUM-016,128,0,0.0061,PASS,,QC-C,客户标准
QI-0028778,2025-12-15 13:00:00,M27,LRB-005,80,1,0.0208,PASS,黑点,QC-D,客户标准
QI-0028779,2024-08-05 00:00:00,M27,LFR-022,179,0,0.0022,PASS,,QC-B,客户标准
QI-0028780,2024-07-23 02:00:00,M19,BUM-010,118,0,0.0022,PASS,,QC-A,IATF 16949
QI-0028781,2024-09-30 09:00:00,M09,VEN-008,178,0,0.0049,PASS,,QC-D,IATF 16949
QI-0028782,2025-01-29 02:00:00,M10,DRH-008,53,0,0.0114,PASS,,QC-A,ISO 9001
QI-0028783,2024-08-11 21:00:00,M15,TLM-017,82,0,0.0029,PASS,,QC-A,客户标准
QI-0028784,2025-05-15 10:00:00,M11,DRH-021,195,1,0.0064,PASS,飞边,QC-A,IATF 16949
QI-0028785,2026-02-21 23:00:00,M05,VEN-017,142,1,0.0105,PASS,色差,QC-C,客户标准
QI-0028786,2024-05-26 09:00:00,M12,VEN-002,151,1,0.0072,FAIL,尺寸不合格,QC-A,ISO 9001
QI-0028787,2024-07-11 04:00:00,M17,HND-020,175,0,0.0042,PASS,,QC-A,ISO 9001
QI-0028788,2024-06-06 15:00:00,M15,BUM-004,187,1,0.0061,PASS,飞边,QC-B,客户标准
QI-0028789,2025-01-05 22:00:00,M03,CUP-015,179,1,0.0092,PASS,色差,QC-B,ISO 9001
QI-0028790,2024-05-15 15:00:00,M27,LRB-018,177,2,0.012,PASS,尺寸不合格,QC-B,ISO 9001
QI-0028791,2025-11-25 00:00:00,M29,LRB-020,170,5,0.0308,PASS,变形,QC-B,客户标准
QI-0028792,2025-02-01 07:00:00,M23,DUO-021,159,1,0.0115,PASS,尺寸不合格,QC-B,IATF 16949
QI-0028793,2024-09-02 07:00:00,M14,BUM-004,36,0,0.0274,PASS,,QC-B,客户标准
QI-0028794,2025-02-03 00:00:00,M14,HND-009,26,0,0.0016,PASS,,QC-D,IATF 16949
QI-0028795,2025-12-25 18:00:00,M07,CUP-006,117,0,0.0023,PASS,,QC-C,IATF 16949
QI-0028796,2025-10-28 19:00:00,M28,LFR-001,76,0,0.0011,PASS,,QC-B,客户标准
QI-0028797,2024-01-22 09:00:00,M16,BUM-008,181,8,0.0455,FAIL,变形,QC-B,ISO 9001
QI-0028798,2024-10-28 20:00:00,M08,CUP-012,86,0,0.0065,PASS,,QC-C,IATF 16949
QI-0028799,2024-02-08 07:00:00,M19,HND-004,156,0,0.0054,PASS,,QC-C,IATF 16949
QI-0028800,2025-04-19 10:00:00,M01,VEN-022,189,1,0.0103,PASS,气泡,QC-D,ISO 9001
QI-0028801,2024-09-05 22:00:00,M21,TLM-014,186,0,0.0026,PASS,,QC-B,ISO 9001
QI-0028802,2024-06-05 10:00:00,M02,CUP-018,90,0,0.0069,PASS,,QC-A,IATF 16949
QI-0028803,2026-02-12 05:00:00,M22,BUM-022,48,0,0.0184,PASS,,QC-A,ISO 9001
QI-0028804,2024-10-09 22:00:00,M04,VEN-009,89,1,0.02,PASS,飞边,QC-B,IATF 16949
QI-0028805,2025-01-30 20:00:00,M24,DUO-013,168,2,0.0145,PASS,熔接痕,QC-B,ISO 9001
QI-0028806,2026-02-14 13:00:00,M28,LRB-019,162,1,0.0063,PASS,飞边,QC-B,IATF 16949
QI-0028807,2025-09-21 17:00:00,M04,CUP-006,118,2,0.019,PASS,黑点,QC-B,客户标准
QI-0028808,2025-01-05 04:00:00,M10,CUP-024,153,1,0.01,FAIL,气泡,QC-D,ISO 9001
QI-0028809,2024-06-26 19:00:00,M28,LRB-001,29,0,0.0124,PASS,,QC-B,客户标准
QI-0028810,2025-09-26 09:00:00,M20,HND-019,136,2,0.0184,PASS,黑点,QC-B,ISO 9001
QI-0028811,2025-06-22 12:00:00,M05,CUP-016,45,0,0.0141,PASS,,QC-D,ISO 9001
QI-0028812,2024-03-04 04:00:00,M21,BUM-008,63,1,0.0285,PASS,尺寸不合格,QC-A,IATF 16949
QI-0028813,2024-01-23 04:00:00,M10,DRH-015,85,3,0.0447,PASS,缺料,QC-B,IATF 16949
QI-0028814,2026-03-06 18:00:00,M06,CUP-013,105,0,0.0067,PASS,,QC-C,ISO 9001
QI-0028815,2025-06-01 10:00:00,M28,LFR-008,141,0,0.0036,PASS,,QC-A,ISO 9001
QI-0028816,2024-02-16 20:00:00,M20,TLM-027,131,5,0.0422,PASS,飞边,QC-A,客户标准
QI-0028817,2024-07-06 23:00:00,M13,CUP-007,76,0,0.0049,PASS,,QC-A,ISO 9001
QI-0028818,2025-07-08 10:00:00,M22,TLM-002,90,1,0.0192,PASS,黑点,QC-B,客户标准
QI-0028819,2026-01-23 07:00:00,M12,DRH-011,140,0,0.0035,PASS,,QC-B,客户标准
QI-0028820,2025-01-06 06:00:00,M15,HND-009,46,0,0.0037,PASS,,QC-C,IATF 16949
QI-0028821,2025-08-18 23:00:00,M05,CUP-016,99,2,0.027,PASS,尺寸不合格,QC-C,客户标准
QI-0028822,2024-05-30 14:00:00,M25,WLC-004,166,0,0.0035,PASS,,QC-C,IATF 16949
QI-0028823,2025-01-09 19:00:00,M03,VEN-024,54,0,0.0059,PASS,,QC-B,ISO 9001
QI-0028824,2025-05-11 13:00:00,M07,VEN-004,146,1,0.0075,PASS,尺寸不合格,QC-A,ISO 9001
QI-0028825,2026-02-25 08:00:00,M07,DRH-030,144,0,0.0015,PASS,,QC-B,ISO 9001
QI-0028826,2024-04-23 22:00:00,M22,HND-028,137,0,0.0059,PASS,,QC-D,IATF 16949
QI-0028827,2025-01-21 14:00:00,M16,HND-001,43,0,0.0051,PASS,,QC-A,客户标准
QI-0028828,2024-11-18 10:00:00,M15,BUM-006,150,3,0.023,PASS,缺料,QC-B,客户标准
QI-0028829,2024-10-03 11:00:00,M18,HND-002,28,0,0.0034,PASS,,QC-D,客户标准
QI-0028830,2024-08-22 14:00:00,M27,LFR-012,195,1,0.0054,PASS,缺料,QC-B,IATF 16949
QI-0028831,2025-11-05 03:00:00,M25,DUO-025,20,0,0.0004,PASS,,QC-B,ISO 9001
QI-0028832,2024-07-27 16:00:00,M27,LFR-021,97,1,0.0167,PASS,尺寸不合格,QC-B,客户标准
QI-0028833,2025-07-11 18:00:00,M12,DRH-021,71,0,0.0059,PASS,,QC-D,ISO 9001
QI-0028834,2025-06-19 04:00:00,M02,DRH-003,109,2,0.0227,PASS,缺料,QC-B,IATF 16949
QI-0028835,2024-04-14 19:00:00,M25,TLP-023,185,0,0.0031,PASS,,QC-A,ISO 9001
QI-0028836,2024-04-08 15:00:00,M19,BUM-024,155,1,0.0084,PASS,缩痕,QC-A,客户标准
QI-0028837,2024-03-29 12:00:00,M12,VEN-021,105,0,0.0049,PASS,,QC-A,IATF 16949
QI-0028838,2025-04-08 18:00:00,M28,LRB-006,21,0,0.0035,PASS,,QC-B,客户标准
QI-0028839,2024-05-17 13:00:00,M03,CUP-024,129,0,0.0062,PASS,,QC-D,IATF 16949
QI-0028840,2025-07-23 17:00:00,M06,CUP-021,79,0,0.0046,PASS,,QC-C,ISO 9001
QI-0028841,2025-04-16 15:00:00,M11,DRH-027,103,0,0.0056,PASS,,QC-B,客户标准
QI-0028842,2024-06-22 23:00:00,M28,LFR-009,116,1,0.0096,FAIL,飞边,QC-C,IATF 16949
QI-0028843,2024-10-29 04:00:00,M24,DUO-011,140,0,0.005,PASS,,QC-C,IATF 16949
QI-0028844,2024-05-12 17:00:00,M24,TLP-007,132,5,0.0445,PASS,飞边,QC-A,客户标准
QI-0028845,2024-05-20 04:00:00,M15,HND-014,48,0,0.0087,PASS,,QC-B,IATF 16949
QI-0028846,2025-05-21 10:00:00,M12,CUP-014,154,2,0.0143,PASS,气泡,QC-C,IATF 16949
QI-0028847,2024-08-09 06:00:00,M06,DRH-029,189,1,0.01,PASS,缩痕,QC-B,客户标准
QI-0028848,2025-01-29 00:00:00,M06,VEN-026,84,0,0.0029,PASS,,QC-C,ISO 9001
QI-0028849,2025-07-01 13:00:00,M29,LRB-017,96,1,0.0111,PASS,色差,QC-C,ISO 9001
QI-0028850,2025-10-15 02:00:00,M15,HND-015,131,1,0.0099,PASS,银纹,QC-D,IATF 16949
QI-0028851,2024-12-23 07:00:00,M23,WLC-023,143,0,0.005,PASS,,QC-C,ISO 9001
QI-0028852,2025-11-09 10:00:00,M06,CUP-017,191,2,0.0155,PASS,黑点,QC-A,ISO 9001
QI-0028853,2025-06-28 11:00:00,M25,WLC-003,142,0,0.0014,PASS,,QC-C,客户标准
QI-0028854,2024-04-25 12:00:00,M23,DUO-018,125,0,0.0015,PASS,,QC-B,IATF 16949
QI-0028855,2025-01-07 05:00:00,M21,BUM-013,63,0,0.0157,PASS,,QC-A,客户标准
QI-0028856,2024-06-25 13:00:00,M05,VEN-006,28,1,0.0372,PASS,色差,QC-B,IATF 16949
QI-0028857,2026-02-08 01:00:00,M07,DRH-012,135,1,0.0079,PASS,熔接痕,QC-C,ISO 9001
QI-0028858,2025-05-14 15:00:00,M16,TLM-027,84,0,0.0035,PASS,,QC-C,客户标准
QI-0028859,2025-08-02 16:00:00,M13,VEN-003,20,0,0.0116,PASS,,QC-C,IATF 16949
QI-0028860,2024-03-09 09:00:00,M06,CUP-016,79,0,0.0024,PASS,,QC-A,客户标准
QI-0028861,2025-01-22 05:00:00,M17,BUM-028,79,0,0.0032,PASS,,QC-D,客户标准
QI-0028862,2024-05-08 16:00:00,M06,VEN-026,39,0,0.0072,PASS,,QC-C,客户标准
QI-0028863,2024-05-10 04:00:00,M17,TLM-023,75,0,0.0099,PASS,,QC-C,IATF 16949
QI-0028864,2025-07-23 10:00:00,M06,VEN-015,20,0,0.0079,PASS,,QC-A,ISO 9001
QI-0028865,2024-03-05 18:00:00,M13,DRH-009,128,0,0.0031,PASS,,QC-D,客户标准
QI-0028866,2024-03-19 08:00:00,M17,HND-017,127,1,0.0081,PASS,气泡,QC-A,客户标准
QI-0028867,2025-04-22 18:00:00,M08,CUP-010,74,0,0.0035,PASS,,QC-D,客户标准
QI-0028868,2025-08-12 05:00:00,M07,DRH-006,43,0,0.0102,PASS,,QC-B,客户标准
QI-0028869,2026-04-04 01:00:00,M26,LFR-002,36,0,0.0081,PASS,,QC-D,客户标准
QI-0028870,2026-03-04 10:00:00,M10,VEN-018,89,1,0.0169,PASS,飞边,QC-C,ISO 9001
QI-0028871,2024-06-07 07:00:00,M28,LFR-001,192,0,0.0021,PASS,,QC-D,IATF 16949
QI-0028872,2024-11-29 19:00:00,M03,DRH-014,191,0,0.0044,PASS,,QC-A,客户标准
QI-0028873,2025-01-27 23:00:00,M21,BUM-016,198,1,0.0075,PASS,黑点,QC-C,ISO 9001
QI-0028874,2024-05-19 06:00:00,M04,DRH-012,62,0,0.009,PASS,,QC-D,IATF 16949
QI-0028875,2026-01-01 19:00:00,M01,CUP-009,80,0,0.0072,PASS,,QC-C,客户标准
QI-0028876,2025-12-07 02:00:00,M14,TLM-013,167,0,0.004,PASS,,QC-B,IATF 16949
QI-0028877,2024-06-01 06:00:00,M17,HND-016,45,0,0.0011,PASS,,QC-A,IATF 16949
QI-0028878,2024-10-03 02:00:00,M08,VEN-023,26,0,0.0307,PASS,,QC-D,ISO 9001
QI-0028879,2024-11-06 18:00:00,M26,LFR-007,91,2,0.0269,PASS,变形,QC-D,ISO 9001
QI-0028880,2024-04-19 07:00:00,M18,TLM-012,136,1,0.0087,PASS,变形,QC-C,ISO 9001
QI-0028881,2024-05-20 10:00:00,M10,DRH-026,197,9,0.05,PASS,熔接痕,QC-C,客户标准
QI-0028882,2024-05-16 15:00:00,M17,HND-020,35,0,0.0025,PASS,,QC-A,客户标准
QI-0028883,2024-04-17 22:00:00,M28,LFR-002,168,0,0.0055,PASS,,QC-D,ISO 9001
QI-0028884,2024-03-07 06:00:00,M28,LFR-006,184,1,0.0103,PASS,熔接痕,QC-A,ISO 9001
QI-0028885,2024-08-16 02:00:00,M21,BUM-016,134,0,0.0044,PASS,,QC-B,IATF 16949
QI-0028886,2025-08-13 19:00:00,M02,CUP-026,50,0,0.0063,PASS,,QC-A,ISO 9001
QI-0028887,2024-09-15 17:00:00,M24,WLC-016,193,4,0.024,PASS,熔接痕,QC-A,IATF 16949
QI-0028888,2025-05-07 19:00:00,M26,LRB-019,58,1,0.0205,FAIL,黑点,QC-D,IATF 16949
QI-0028889,2025-03-26 03:00:00,M27,LFR-014,43,0,0.0057,PASS,,QC-A,ISO 9001
QI-0028890,2025-03-31 13:00:00,M13,CUP-030,199,3,0.0171,PASS,变形,QC-A,IATF 16949
QI-0028891,2025-10-22 18:00:00,M09,CUP-020,107,3,0.0289,PASS,缩痕,QC-D,客户标准
QI-0028892,2025-11-03 01:00:00,M06,DRH-016,162,0,0.0058,PASS,,QC-B,客户标准
QI-0028893,2024-10-02 03:00:00,M11,CUP-025,182,8,0.0477,PASS,气泡,QC-D,客户标准
QI-0028894,2025-12-29 23:00:00,M22,BUM-015,155,0,0.0053,PASS,,QC-C,ISO 9001
QI-0028895,2026-01-26 15:00:00,M23,TLP-001,109,0,0.0047,PASS,,QC-D,客户标准
QI-0028896,2025-08-15 08:00:00,M15,BUM-003,124,1,0.0085,PASS,缺料,QC-C,ISO 9001
QI-0028897,2024-09-19 10:00:00,M12,VEN-018,34,0,0.0018,PASS,,QC-B,ISO 9001
QI-0028898,2025-12-25 17:00:00,M07,CUP-019,90,0,0.003,PASS,,QC-B,ISO 9001
QI-0028899,2024-05-28 20:00:00,M20,HND-027,169,8,0.0489,PASS,银纹,QC-B,ISO 9001
QI-0028900,2024-02-24 02:00:00,M09,CUP-015,21,0,0.0018,PASS,,QC-D,ISO 9001
QI-0028901,2026-02-11 12:00:00,M24,DUO-025,126,0,0.0026,PASS,,QC-D,ISO 9001
QI-0028902,2025-06-24 01:00:00,M26,LFR-022,199,0,0.0031,PASS,,QC-D,客户标准
QI-0028903,2024-06-25 01:00:00,M21,HND-010,106,0,0.0039,PASS,,QC-D,IATF 16949
QI-0028904,2024-09-04 18:00:00,M16,HND-023,60,0,0.0023,PASS,,QC-D,ISO 9001
QI-0028905,2024-12-20 06:00:00,M25,TLP-006,28,0,0.0143,PASS,,QC-C,IATF 16949
QI-0028906,2025-03-09 18:00:00,M22,HND-028,43,0,0.0035,PASS,,QC-B,IATF 16949
QI-0028907,2025-06-25 09:00:00,M11,DRH-015,47,1,0.0346,FAIL,变形,QC-D,IATF 16949
QI-0028908,2024-01-26 18:00:00,M16,TLM-017,165,7,0.0466,FAIL,缩痕,QC-A,客户标准
QI-0028909,2025-07-06 15:00:00,M15,TLM-010,29,0,0.0035,PASS,,QC-A,IATF 16949
QI-0028910,2025-12-18 14:00:00,M14,TLM-028,114,1,0.0125,PASS,飞边,QC-D,ISO 9001
QI-0028911,2024-01-20 07:00:00,M19,HND-010,96,0,0.0047,PASS,,QC-A,IATF 16949
QI-0028912,2026-03-14 16:00:00,M16,BUM-011,75,0,0.0087,PASS,,QC-B,IATF 16949
QI-0028913,2025-01-11 02:00:00,M17,TLM-010,35,0,0.0015,PASS,,QC-C,客户标准
QI-0028914,2024-01-16 15:00:00,M04,DRH-021,55,2,0.0383,PASS,熔接痕,QC-C,客户标准
