shift_id,shift_date,shift_name,operator_id,operator_name,assigned_machines,effective_hours,overtime_hours,attended
SH-0015535,2024-11-18,白班,OP027,操作员27,M11;M14;M13,6.68,1.85,True
SH-0015536,2024-11-18,白班,OP008,操作员08,M20,8.32,1.83,True
SH-0015537,2024-11-18,白班,OP032,操作员32,M27;M06;M10,8.04,1.13,True
SH-0015538,2024-11-18,白班,OP042,操作员42,M24,7.65,0.64,True
SH-0015539,2024-11-18,白班,OP037,操作员37,M05;M28,7.11,1.08,True
SH-0015540,2024-11-18,白班,OP007,操作员07,M14;M26,6.76,1.7,True
SH-0015541,2024-11-18,夜班,OP041,操作员41,M20;M03,8.22,0.86,True
SH-0015542,2024-11-18,夜班,OP005,操作员05,M05;M25;M20,8.33,0.63,True
SH-0015543,2024-11-18,夜班,OP017,操作员17,M09;M14,8.34,0.44,True
SH-0015544,2024-11-18,夜班,OP028,操作员28,M02;M03,8.47,0.23,True
SH-0015545,2024-11-18,夜班,OP012,操作员12,M21;M07;M27,7.68,0.06,False
SH-0015546,2024-11-18,夜班,OP003,操作员03,M08;M01;M05,7.78,1.5,True
SH-0015547,2024-11-18,夜班,OP014,操作员14,M08,8.18,1.83,False
SH-0015548,2024-11-18,夜班,OP006,操作员06,M14,7.15,1.27,True
SH-0015549,2024-11-18,夜班,OP014,操作员14,M15;M26;M03,8.02,0.38,False
SH-0015550,2024-11-18,夜班,OP037,操作员37,M25,8.42,1.88,True
SH-0015551,2024-11-18,夜班,OP021,操作员21,M26;M25,6.65,0.26,True
SH-0015552,2024-11-18,夜班,OP046,操作员46,M16,8.09,0.83,True
SH-0015553,2024-11-18,夜班,OP001,操作员01,M28;M05,6.75,0.91,True
SH-0015554,2024-11-18,夜班,OP018,操作员18,M28;M16,8.08,0.06,True
SH-0015555,2024-11-18,夜班,OP034,操作员34,M03,7.3,0.64,True
SH-0015556,2024-11-18,夜班,OP026,操作员26,M15;M24;M16,6.85,0.08,True
SH-0015557,2024-11-18,晚班,OP041,操作员41,M01;M21;M28,7.82,0.92,True
SH-0015558,2024-11-18,晚班,OP045,操作员45,M05;M23;M15,7.82,1.84,True
SH-0015559,2024-11-18,晚班,OP008,操作员08,M18,7.69,1.18,True
SH-0015560,2024-11-18,晚班,OP003,操作员03,M01;M13,6.92,1.61,True
SH-0015561,2024-11-18,晚班,OP008,操作员08,M24;M13;M08,7.47,1.77,True
SH-0015562,2024-11-18,晚班,OP025,操作员25,M10;M13,8.46,0.94,True
SH-0015563,2024-11-18,晚班,OP031,操作员31,M09;M17;M14,6.93,1.32,True
SH-0015564,2024-11-18,晚班,OP047,操作员47,M27,8.46,1.55,True
SH-0015565,2024-11-18,晚班,OP013,操作员13,M05,7.12,0.83,True
SH-0015566,2024-11-18,晚班,OP041,操作员41,M22,6.95,1.32,True
SH-0015567,2024-11-18,晚班,OP015,操作员15,M07,8.49,1.18,True
SH-0015568,2024-11-18,晚班,OP019,操作员19,M22,7.55,1.5,True
SH-0015569,2024-11-18,晚班,OP023,操作员23,M03;M15,7.95,0.0,True
SH-0015570,2024-11-18,晚班,OP017,操作员17,M03;M22;M24,7.86,0.62,True
SH-0015571,2024-11-18,晚班,OP003,操作员03,M12;M13,8.11,1.69,True
SH-0015572,2024-11-18,晚班,OP048,操作员48,M12;M06;M25,7.29,1.96,False
SH-0015573,2024-11-19,白班,OP042,操作员42,M07;M03,6.82,1.1,True
SH-0015574,2024-11-19,白班,OP035,操作员35,M13;M10,7.11,0.94,True
SH-0015575,2024-11-19,白班,OP043,操作员43,M09,7.04,1.57,True
SH-0015576,2024-11-19,白班,OP004,操作员04,M12;M10;M08,7.27,0.1,False
SH-0015577,2024-11-19,白班,OP038,操作员38,M23;M04,7.81,0.32,True
SH-0015578,2024-11-19,白班,OP002,操作员02,M08;M29;M13,8.17,0.14,False
SH-0015579,2024-11-19,白班,OP007,操作员07,M12;M24,7.28,0.72,True
SH-0015580,2024-11-19,白班,OP036,操作员36,M22;M13;M17,6.67,1.33,False
SH-0015581,2024-11-19,白班,OP034,操作员34,M23;M08;M16,6.85,1.17,True
SH-0015582,2024-11-19,白班,OP004,操作员04,M01;M20,8.37,1.03,True
SH-0015583,2024-11-19,白班,OP007,操作员07,M24;M12;M08,8.25,0.94,True
SH-0015584,2024-11-19,白班,OP041,操作员41,M09,8.07,1.53,True
SH-0015585,2024-11-19,白班,OP027,操作员27,M17;M02,8.49,1.37,True
SH-0015586,2024-11-19,白班,OP023,操作员23,M06;M09;M04,6.93,0.8,True
SH-0015587,2024-11-19,白班,OP001,操作员01,M08,8.01,0.03,True
SH-0015588,2024-11-19,夜班,OP048,操作员48,M29,7.19,1.05,False
SH-0015589,2024-11-19,夜班,OP039,操作员39,M28;M20,8.39,0.94,True
SH-0015590,2024-11-19,夜班,OP028,操作员28,M12;M11,7.44,0.31,True
SH-0015591,2024-11-19,夜班,OP025,操作员25,M26;M20,7.01,1.8,True
SH-0015592,2024-11-19,夜班,OP006,操作员06,M10;M21;M18,6.66,1.72,True
SH-0015593,2024-11-19,夜班,OP024,操作员24,M04;M13;M20,7.1,1.6,True
SH-0015594,2024-11-19,夜班,OP015,操作员15,M11;M19;M17,6.91,0.72,True
SH-0015595,2024-11-19,夜班,OP015,操作员15,M26;M25,8.17,0.97,True
SH-0015596,2024-11-19,夜班,OP031,操作员31,M12;M01;M18,7.01,0.17,True
SH-0015597,2024-11-19,夜班,OP045,操作员45,M23;M16,8.38,1.59,True
SH-0015598,2024-11-19,夜班,OP007,操作员07,M22;M20;M27,8.02,0.23,True
SH-0015599,2024-11-19,夜班,OP043,操作员43,M03,6.63,0.96,True
SH-0015600,2024-11-19,夜班,OP033,操作员33,M02,6.63,0.42,True
SH-0015601,2024-11-19,夜班,OP041,操作员41,M12,6.8,0.16,True
SH-0015602,2024-11-19,夜班,OP044,操作员44,M27;M23;M18,7.54,1.76,True
SH-0015603,2024-11-19,夜班,OP043,操作员43,M03;M23,8.03,0.28,True
SH-0015604,2024-11-19,晚班,OP047,操作员47,M16;M09;M29,6.7,0.19,True
SH-0015605,2024-11-19,晚班,OP020,操作员20,M18;M17;M13,7.51,0.49,True
SH-0015606,2024-11-19,晚班,OP022,操作员22,M01,7.2,1.43,True
SH-0015607,2024-11-19,晚班,OP021,操作员21,M29;M25;M13,7.66,1.61,True
SH-0015608,2024-11-19,晚班,OP018,操作员18,M27,7.47,0.62,True
SH-0015609,2024-11-19,晚班,OP019,操作员19,M26;M10;M07,8.35,0.14,True
SH-0015610,2024-11-19,晚班,OP006,操作员06,M05;M03;M22,8.19,0.98,True
SH-0015611,2024-11-19,晚班,OP017,操作员17,M18;M29;M03,6.86,1.89,True
SH-0015612,2024-11-19,晚班,OP044,操作员44,M10;M22;M25,7.79,0.08,True
SH-0015613,2024-11-19,晚班,OP032,操作员32,M17,7.67,1.78,True
SH-0015614,2024-11-19,晚班,OP015,操作员15,M08;M13,7.21,1.18,True
SH-0015615,2024-11-19,晚班,OP007,操作员07,M19;M17;M03,7.23,0.9,True
SH-0015616,2024-11-20,白班,OP048,操作员48,M25;M05,6.89,0.83,False
SH-0015617,2024-11-20,白班,OP039,操作员39,M26;M23;M16,8.18,1.3,False
SH-0015618,2024-11-20,白班,OP034,操作员34,M10,8.16,1.75,True
SH-0015619,2024-11-20,白班,OP015,操作员15,M22;M04;M29,6.98,1.19,True
SH-0015620,2024-11-20,白班,OP017,操作员17,M10,7.87,1.71,True
SH-0015621,2024-11-20,白班,OP042,操作员42,M14,7.25,1.95,True
SH-0015622,2024-11-20,白班,OP006,操作员06,M19;M25,6.61,1.3,False
SH-0015623,2024-11-20,白班,OP010,操作员10,M20,8.34,1.67,True
SH-0015624,2024-11-20,白班,OP016,操作员16,M19;M09,7.32,1.58,False
SH-0015625,2024-11-20,白班,OP024,操作员24,M24;M12;M16,6.82,1.62,True
SH-0015626,2024-11-20,白班,OP045,操作员45,M18;M12,6.85,1.74,True
SH-0015627,2024-11-20,白班,OP043,操作员43,M07;M22,7.83,0.42,True
SH-0015628,2024-11-20,白班,OP036,操作员36,M08,6.61,1.6,True
SH-0015629,2024-11-20,白班,OP028,操作员28,M19;M12,7.71,0.45,False
SH-0015630,2024-11-20,白班,OP011,操作员11,M25;M05,6.52,1.79,True
SH-0015631,2024-11-20,夜班,OP035,操作员35,M25;M26;M12,6.61,0.14,True
SH-0015632,2024-11-20,夜班,OP044,操作员44,M22;M17,7.94,1.28,False
SH-0015633,2024-11-20,夜班,OP031,操作员31,M22;M06;M02,7.84,1.74,False
SH-0015634,2024-11-20,夜班,OP039,操作员39,M11,7.05,0.3,True
SH-0015635,2024-11-20,夜班,OP005,操作员05,M26,8.46,0.54,True
SH-0015636,2024-11-20,夜班,OP036,操作员36,M26;M24;M28,7.19,0.01,True
SH-0015637,2024-11-20,夜班,OP048,操作员48,M25,8.07,1.93,False
SH-0015638,2024-11-20,夜班,OP011,操作员11,M10;M09,6.8,1.6,True
SH-0015639,2024-11-20,夜班,OP047,操作员47,M26,7.3,0.44,True
SH-0015640,2024-11-20,夜班,OP029,操作员29,M02,6.51,1.71,True
SH-0015641,2024-11-20,夜班,OP003,操作员03,M04;M07,7.44,1.25,True
SH-0015642,2024-11-20,夜班,OP020,操作员20,M28;M25;M13,7.37,1.12,True
SH-0015643,2024-11-20,夜班,OP033,操作员33,M29;M01;M28,7.18,1.58,True
SH-0015644,2024-11-20,夜班,OP041,操作员41,M03,6.61,1.8,False
SH-0015645,2024-11-20,晚班,OP022,操作员22,M18,7.85,1.18,True
SH-0015646,2024-11-20,晚班,OP003,操作员03,M23;M24;M01,7.32,1.76,True
SH-0015647,2024-11-20,晚班,OP031,操作员31,M29,6.52,0.63,True
SH-0015648,2024-11-20,晚班,OP046,操作员46,M24;M03;M04,6.56,1.83,False
SH-0015649,2024-11-20,晚班,OP039,操作员39,M21;M04;M24,7.52,0.97,True
SH-0015650,2024-11-20,晚班,OP027,操作员27,M21;M11;M25,8.1,0.12,True
SH-0015651,2024-11-20,晚班,OP019,操作员19,M03;M21;M09,6.77,0.37,True
SH-0015652,2024-11-20,晚班,OP033,操作员33,M11;M04;M20,6.87,1.72,True
SH-0015653,2024-11-20,晚班,OP048,操作员48,M12,7.32,1.03,True
SH-0015654,2024-11-20,晚班,OP015,操作员15,M05;M22;M28,6.89,1.27,True
SH-0015655,2024-11-20,晚班,OP043,操作员43,M09;M18,7.73,1.28,True
SH-0015656,2024-11-20,晚班,OP035,操作员35,M01,7.12,1.25,False
SH-0015657,2024-11-20,晚班,OP038,操作员38,M02;M21;M22,7.55,0.69,False
SH-0015658,2024-11-21,白班,OP014,操作员14,M16;M10;M25,7.14,0.13,True
SH-0015659,2024-11-21,白班,OP031,操作员31,M08;M19;M25,8.38,0.39,True
SH-0015660,2024-11-21,白班,OP047,操作员47,M14;M07,8.14,0.17,True
SH-0015661,2024-11-21,白班,OP040,操作员40,M20,8.11,1.14,True
SH-0015662,2024-11-21,白班,OP047,操作员47,M19,8.21,1.38,True
SH-0015663,2024-11-21,白班,OP046,操作员46,M23,7.16,0.53,True
SH-0015664,2024-11-21,白班,OP030,操作员30,M07;M03;M17,7.88,1.81,True
SH-0015665,2024-11-21,白班,OP041,操作员41,M23;M28,7.86,0.22,True
SH-0015666,2024-11-21,白班,OP030,操作员30,M03,6.9,0.35,True
SH-0015667,2024-11-21,白班,OP036,操作员36,M24;M04;M18,8.42,1.02,False
SH-0015668,2024-11-21,白班,OP018,操作员18,M01;M02;M24,7.97,0.12,True
SH-0015669,2024-11-21,白班,OP002,操作员02,M29,6.65,1.28,True
SH-0015670,2024-11-21,白班,OP045,操作员45,M20,7.13,0.1,False
SH-0015671,2024-11-21,白班,OP005,操作员05,M02;M06,8.31,0.81,True
SH-0015672,2024-11-21,白班,OP045,操作员45,M05,7.17,1.2,True
SH-0015673,2024-11-21,夜班,OP004,操作员04,M15;M23,7.13,1.76,True
SH-0015674,2024-11-21,夜班,OP012,操作员12,M13;M28;M20,7.03,1.46,True
SH-0015675,2024-11-21,夜班,OP021,操作员21,M19;M26,8.29,0.68,True
SH-0015676,2024-11-21,夜班,OP009,操作员09,M12;M29;M10,7.78,1.04,True
SH-0015677,2024-11-21,夜班,OP029,操作员29,M08;M12;M02,6.58,0.53,False
SH-0015678,2024-11-21,夜班,OP033,操作员33,M02;M22,7.68,1.12,True
SH-0015679,2024-11-21,夜班,OP028,操作员28,M01;M20,8.15,1.98,True
SH-0015680,2024-11-21,夜班,OP030,操作员30,M14;M18,7.05,1.6,False
SH-0015681,2024-11-21,夜班,OP009,操作员09,M12,7.16,1.35,True
SH-0015682,2024-11-21,夜班,OP026,操作员26,M22;M23,7.07,1.26,True
SH-0015683,2024-11-21,夜班,OP020,操作员20,M28;M13,6.87,0.58,True
SH-0015684,2024-11-21,夜班,OP011,操作员11,M11;M13;M08,8.22,1.87,False
SH-0015685,2024-11-21,夜班,OP024,操作员24,M28,8.46,0.67,False
SH-0015686,2024-11-21,夜班,OP048,操作员48,M03;M15,7.7,1.82,True
SH-0015687,2024-11-21,夜班,OP035,操作员35,M05;M16;M18,6.94,1.09,True
SH-0015688,2024-11-21,夜班,OP038,操作员38,M26;M20,8.11,1.96,True
SH-0015689,2024-11-21,晚班,OP020,操作员20,M29;M05;M01,7.9,0.72,True
SH-0015690,2024-11-21,晚班,OP011,操作员11,M12;M09,7.11,1.03,True
SH-0015691,2024-11-21,晚班,OP006,操作员06,M06;M05,6.88,1.43,True
SH-0015692,2024-11-21,晚班,OP034,操作员34,M24;M13,7.78,1.09,False
SH-0015693,2024-11-21,晚班,OP048,操作员48,M23;M28;M24,6.55,0.4,True
SH-0015694,2024-11-21,晚班,OP009,操作员09,M02,7.12,1.26,False
SH-0015695,2024-11-21,晚班,OP037,操作员37,M05,6.75,0.29,True
SH-0015696,2024-11-21,晚班,OP048,操作员48,M20;M12,7.81,1.46,True
SH-0015697,2024-11-21,晚班,OP003,操作员03,M01,6.93,1.8,True
SH-0015698,2024-11-21,晚班,OP003,操作员03,M20;M22;M07,7.76,0.02,True
SH-0015699,2024-11-21,晚班,OP045,操作员45,M12,6.87,1.26,True
SH-0015700,2024-11-21,晚班,OP019,操作员19,M26;M22,7.3,0.13,True
SH-0015701,2024-11-21,晚班,OP010,操作员10,M17;M01;M11,8.48,0.61,False
SH-0015702,2024-11-21,晚班,OP032,操作员32,M22;M01;M13,8.32,1.69,False
SH-0015703,2024-11-21,晚班,OP018,操作员18,M27;M15,7.33,1.18,True
SH-0015704,2024-11-21,晚班,OP029,操作员29,M02;M15,6.92,0.02,True
SH-0015705,2024-11-21,晚班,OP036,操作员36,M01;M11,7.07,1.44,True
SH-0015706,2024-11-22,白班,OP010,操作员10,M15;M16;M26,8.11,1.54,False
SH-0015707,2024-11-22,白班,OP027,操作员27,M26;M24;M04,7.97,0.25,True
SH-0015708,2024-11-22,白班,OP022,操作员22,M22,8.35,0.03,False
SH-0015709,2024-11-22,白班,OP039,操作员39,M19,7.46,1.52,True
SH-0015710,2024-11-22,白班,OP015,操作员15,M01,7.4,0.19,True
SH-0015711,2024-11-22,白班,OP030,操作员30,M08;M20;M10,7.09,1.82,True
SH-0015712,2024-11-22,白班,OP038,操作员38,M19,8.05,0.15,True
SH-0015713,2024-11-22,白班,OP047,操作员47,M21,6.91,0.53,False
SH-0015714,2024-11-22,白班,OP031,操作员31,M10;M26,8.02,1.65,False
SH-0015715,2024-11-22,白班,OP011,操作员11,M18;M17,7.76,0.8,True
SH-0015716,2024-11-22,白班,OP043,操作员43,M01,7.92,0.94,True
SH-0015717,2024-11-22,白班,OP006,操作员06,M21;M26,6.78,0.06,True
SH-0015718,2024-11-22,白班,OP026,操作员26,M07;M02,6.91,0.03,True
SH-0015719,2024-11-22,白班,OP034,操作员34,M26;M20;M23,6.92,1.06,True
SH-0015720,2024-11-22,夜班,OP045,操作员45,M26,6.74,0.03,True
SH-0015721,2024-11-22,夜班,OP018,操作员18,M08;M14,7.86,0.39,True
SH-0015722,2024-11-22,夜班,OP001,操作员01,M29;M15;M07,7.03,1.78,True
SH-0015723,2024-11-22,夜班,OP033,操作员33,M12;M10;M06,7.24,0.64,True
SH-0015724,2024-11-22,夜班,OP034,操作员34,M06;M08,8.22,1.47,True
SH-0015725,2024-11-22,夜班,OP005,操作员05,M05;M20;M16,7.32,1.98,True
SH-0015726,2024-11-22,夜班,OP014,操作员14,M13;M07,6.56,0.98,True
SH-0015727,2024-11-22,夜班,OP005,操作员05,M17;M16;M15,6.88,1.16,True
SH-0015728,2024-11-22,夜班,OP023,操作员23,M04,7.71,1.2,True
SH-0015729,2024-11-22,夜班,OP007,操作员07,M24;M18,8.21,1.07,True
SH-0015730,2024-11-22,夜班,OP031,操作员31,M04;M07,6.53,1.23,True
SH-0015731,2024-11-22,夜班,OP003,操作员03,M23,7.65,0.5,True
SH-0015732,2024-11-22,夜班,OP013,操作员13,M11;M22,6.8,1.4,True
SH-0015733,2024-11-22,夜班,OP007,操作员07,M16;M01,7.93,1.31,False
SH-0015734,2024-11-22,晚班,OP001,操作员01,M05,7.74,1.54,True
SH-0015735,2024-11-22,晚班,OP023,操作员23,M29;M07,8.34,0.09,True
SH-0015736,2024-11-22,晚班,OP045,操作员45,M24;M15;M20,7.94,1.35,True
SH-0015737,2024-11-22,晚班,OP029,操作员29,M24;M19;M13,8.19,0.31,True
SH-0015738,2024-11-22,晚班,OP024,操作员24,M10;M23;M03,7.1,1.5,True
SH-0015739,2024-11-22,晚班,OP022,操作员22,M14;M11;M09,7.61,0.48,True
SH-0015740,2024-11-22,晚班,OP024,操作员24,M13;M09,7.16,1.59,True
SH-0015741,2024-11-22,晚班,OP046,操作员46,M13;M11;M24,7.11,0.36,False
SH-0015742,2024-11-22,晚班,OP001,操作员01,M20;M17;M19,7.98,0.22,True
SH-0015743,2024-11-22,晚班,OP013,操作员13,M24,6.84,0.76,True
SH-0015744,2024-11-22,晚班,OP038,操作员38,M12;M27;M28,6.59,0.6,True
SH-0015745,2024-11-22,晚班,OP004,操作员04,M13,7.07,1.03,True
SH-0015746,2024-11-22,晚班,OP009,操作员09,M09;M05;M15,7.09,1.82,True
SH-0015747,2024-11-22,晚班,OP040,操作员40,M05;M25,7.05,0.67,True
SH-0015748,2024-11-22,晚班,OP002,操作员02,M28;M11,7.76,1.62,False
SH-0015749,2024-11-23,白班,OP022,操作员22,M05;M04,6.54,1.96,True
SH-0015750,2024-11-23,白班,OP028,操作员28,M12,6.76,0.12,True
SH-0015751,2024-11-23,白班,OP046,操作员46,M29;M01;M08,7.82,0.92,True
SH-0015752,2024-11-23,白班,OP037,操作员37,M27;M11,7.86,1.57,True
SH-0015753,2024-11-23,白班,OP030,操作员30,M19,8.28,0.28,True
SH-0015754,2024-11-23,白班,OP048,操作员48,M12;M02,8.36,0.6,False
SH-0015755,2024-11-23,白班,OP012,操作员12,M04,8.29,1.58,True
SH-0015756,2024-11-23,白班,OP048,操作员48,M10;M14,7.9,1.36,True
SH-0015757,2024-11-23,白班,OP038,操作员38,M27;M12,7.75,0.61,True
SH-0015758,2024-11-23,白班,OP035,操作员35,M26;M29,7.06,0.87,False
SH-0015759,2024-11-23,白班,OP044,操作员44,M22;M20;M11,6.6,0.95,False
SH-0015760,2024-11-23,白班,OP009,操作员09,M15,8.13,0.98,True
SH-0015761,2024-11-23,白班,OP047,操作员47,M03,8.34,1.74,True
SH-0015762,2024-11-23,夜班,OP015,操作员15,M15;M20;M16,8.07,0.08,True
SH-0015763,2024-11-23,夜班,OP041,操作员41,M23,7.72,0.27,True
SH-0015764,2024-11-23,夜班,OP041,操作员41,M03,7.87,1.96,True
SH-0015765,2024-11-23,夜班,OP035,操作员35,M09;M29,8.43,0.66,True
SH-0015766,2024-11-23,夜班,OP027,操作员27,M09;M01;M27,6.88,1.99,True
SH-0015767,2024-11-23,夜班,OP038,操作员38,M05;M24;M06,8.36,1.93,True
SH-0015768,2024-11-23,夜班,OP018,操作员18,M23;M10,8.34,0.46,False
SH-0015769,2024-11-23,夜班,OP033,操作员33,M25;M09,7.86,0.15,True
SH-0015770,2024-11-23,夜班,OP031,操作员31,M06,6.58,0.82,False
SH-0015771,2024-11-23,夜班,OP016,操作员16,M27;M07;M09,8.38,0.58,True
SH-0015772,2024-11-23,夜班,OP039,操作员39,M07,7.51,1.37,True
SH-0015773,2024-11-23,夜班,OP011,操作员11,M29,8.38,1.1,True
SH-0015774,2024-11-23,夜班,OP026,操作员26,M08;M05,8.04,0.35,False
SH-0015775,2024-11-23,夜班,OP033,操作员33,M22;M16;M06,7.22,1.14,True
SH-0015776,2024-11-23,夜班,OP038,操作员38,M17;M29,8.47,1.0,True
SH-0015777,2024-11-23,晚班,OP047,操作员47,M10;M03,8.11,0.81,False
SH-0015778,2024-11-23,晚班,OP006,操作员06,M06,7.18,0.06,False
SH-0015779,2024-11-23,晚班,OP007,操作员07,M27;M01;M17,7.75,1.9,True
SH-0015780,2024-11-23,晚班,OP008,操作员08,M17;M10,8.23,1.39,False
SH-0015781,2024-11-23,晚班,OP011,操作员11,M12;M23,7.29,0.78,False
SH-0015782,2024-11-23,晚班,OP023,操作员23,M01;M10,6.61,1.97,True
SH-0015783,2024-11-23,晚班,OP030,操作员30,M25;M15,7.79,1.98,True
SH-0015784,2024-11-23,晚班,OP033,操作员33,M23,7.89,1.01,True
SH-0015785,2024-11-23,晚班,OP029,操作员29,M05;M07,6.91,1.5,True
SH-0015786,2024-11-23,晚班,OP002,操作员02,M27,7.84,0.71,True
SH-0015787,2024-11-23,晚班,OP044,操作员44,M08;M20,7.68,1.9,True
SH-0015788,2024-11-23,晚班,OP042,操作员42,M23;M17;M25,7.3,0.47,True
SH-0015789,2024-11-23,晚班,OP038,操作员38,M27,6.56,0.71,True
SH-0015790,2024-11-23,晚班,OP031,操作员31,M13;M29,7.06,1.34,True
SH-0015791,2024-11-23,晚班,OP042,操作员42,M11;M05,7.17,0.93,False
SH-0015792,2024-11-23,晚班,OP040,操作员40,M16,7.06,2.0,True
SH-0015793,2024-11-23,晚班,OP034,操作员34,M22;M06,7.0,0.75,True
SH-0015794,2024-11-24,白班,OP018,操作员18,M24,7.43,0.36,False
SH-0015795,2024-11-24,白班,OP027,操作员27,M23,8.45,0.8,True
SH-0015796,2024-11-24,白班,OP039,操作员39,M13,7.05,0.89,True
SH-0015797,2024-11-24,白班,OP042,操作员42,M27;M17;M15,6.97,1.77,True
SH-0015798,2024-11-24,白班,OP048,操作员48,M29;M21;M19,6.56,1.67,False
SH-0015799,2024-11-24,白班,OP040,操作员40,M08;M28;M16,7.59,1.66,True
SH-0015800,2024-11-24,白班,OP017,操作员17,M04;M11;M05,7.41,0.13,True
SH-0015801,2024-11-24,白班,OP026,操作员26,M09,8.38,1.3,True
SH-0015802,2024-11-24,白班,OP002,操作员02,M07;M22;M04,7.56,1.91,True
SH-0015803,2024-11-24,白班,OP015,操作员15,M02;M15,7.42,1.78,True
SH-0015804,2024-11-24,白班,OP020,操作员20,M24,7.81,1.23,True
SH-0015805,2024-11-24,白班,OP012,操作员12,M03;M12,8.36,0.5,True
SH-0015806,2024-11-24,白班,OP025,操作员25,M13;M08,7.47,0.92,True
SH-0015807,2024-11-24,白班,OP042,操作员42,M03;M20,6.62,1.95,True
SH-0015808,2024-11-24,白班,OP015,操作员15,M07;M26,7.58,0.11,True
SH-0015809,2024-11-24,白班,OP002,操作员02,M12;M02,8.04,0.64,True
SH-0015810,2024-11-24,白班,OP013,操作员13,M26;M22,8.12,0.11,True
SH-0015811,2024-11-24,夜班,OP023,操作员23,M15,6.79,1.99,True
SH-0015812,2024-11-24,夜班,OP017,操作员17,M01;M19;M15,7.62,0.5,True
SH-0015813,2024-11-24,夜班,OP030,操作员30,M29;M24;M08,8.29,1.08,True
SH-0015814,2024-11-24,夜班,OP024,操作员24,M22,8.17,0.92,True
SH-0015815,2024-11-24,夜班,OP030,操作员30,M06,7.59,0.32,False
SH-0015816,2024-11-24,夜班,OP022,操作员22,M13,6.76,1.54,False
SH-0015817,2024-11-24,夜班,OP037,操作员37,M13;M18,7.01,1.81,True
SH-0015818,2024-11-24,夜班,OP018,操作员18,M06;M27,7.97,1.21,False
SH-0015819,2024-11-24,夜班,OP031,操作员31,M26;M19,8.11,0.24,True
SH-0015820,2024-11-24,夜班,OP027,操作员27,M29,7.24,0.52,True
SH-0015821,2024-11-24,夜班,OP016,操作员16,M12,6.69,0.64,False
SH-0015822,2024-11-24,夜班,OP034,操作员34,M20,7.86,0.9,True
SH-0015823,2024-11-24,夜班,OP042,操作员42,M19;M29,8.07,1.09,True
SH-0015824,2024-11-24,晚班,OP031,操作员31,M18,7.56,0.07,True
SH-0015825,2024-11-24,晚班,OP013,操作员13,M03;M05;M11,7.91,1.34,True
SH-0015826,2024-11-24,晚班,OP018,操作员18,M24,7.79,0.69,False
SH-0015827,2024-11-24,晚班,OP040,操作员40,M26;M10;M27,8.16,1.83,True
SH-0015828,2024-11-24,晚班,OP038,操作员38,M07,7.97,1.62,True
SH-0015829,2024-11-24,晚班,OP041,操作员41,M18;M20;M09,8.08,1.7,False
SH-0015830,2024-11-24,晚班,OP013,操作员13,M24,7.33,0.2,True
SH-0015831,2024-11-24,晚班,OP012,操作员12,M03;M06,7.92,1.83,True
SH-0015832,2024-11-24,晚班,OP036,操作员36,M13;M08;M11,7.55,0.13,True
SH-0015833,2024-11-24,晚班,OP030,操作员30,M07;M03;M10,8.28,1.4,True
SH-0015834,2024-11-24,晚班,OP034,操作员34,M27;M02,7.54,0.31,True
SH-0015835,2024-11-24,晚班,OP035,操作员35,M27,6.51,0.34,False
SH-0015836,2024-11-24,晚班,OP045,操作员45,M11;M10;M20,8.34,1.47,True
SH-0015837,2024-11-24,晚班,OP031,操作员31,M09;M18,6.65,1.77,True
SH-0015838,2024-11-24,晚班,OP011,操作员11,M28;M08;M23,8.47,1.08,True
SH-0015839,2024-11-24,晚班,OP042,操作员42,M02,7.76,0.64,True
SH-0015840,2024-11-25,白班,OP002,操作员02,M11,7.28,0.28,True
SH-0015841,2024-11-25,白班,OP016,操作员16,M06;M28,7.01,0.13,True
SH-0015842,2024-11-25,白班,OP048,操作员48,M19,7.84,1.91,True
SH-0015843,2024-11-25,白班,OP028,操作员28,M21,7.0,0.19,True
SH-0015844,2024-11-25,白班,OP028,操作员28,M18;M15,6.9,1.29,True
SH-0015845,2024-11-25,白班,OP005,操作员05,M06;M18,6.91,0.4,True
SH-0015846,2024-11-25,白班,OP009,操作员09,M07,6.99,0.62,True
SH-0015847,2024-11-25,白班,OP029,操作员29,M22;M21;M27,6.76,1.15,True
SH-0015848,2024-11-25,白班,OP018,操作员18,M03,7.73,1.73,True
SH-0015849,2024-11-25,白班,OP037,操作员37,M02,7.4,0.47,True
SH-0015850,2024-11-25,白班,OP020,操作员20,M22;M15,7.03,1.11,True
SH-0015851,2024-11-25,白班,OP002,操作员02,M11,7.72,1.62,True
SH-0015852,2024-11-25,白班,OP038,操作员38,M02,7.7,0.26,True
SH-0015853,2024-11-25,白班,OP047,操作员47,M14;M25;M15,8.23,0.56,True
SH-0015854,2024-11-25,白班,OP023,操作员23,M19,7.98,1.88,True
SH-0015855,2024-11-25,白班,OP031,操作员31,M22,8.28,1.89,True
SH-0015856,2024-11-25,夜班,OP043,操作员43,M06,8.13,0.93,True
SH-0015857,2024-11-25,夜班,OP003,操作员03,M25;M08,7.67,0.45,False
SH-0015858,2024-11-25,夜班,OP004,操作员04,M06;M15,8.01,1.98,True
SH-0015859,2024-11-25,夜班,OP004,操作员04,M27;M02,7.43,1.53,False
SH-0015860,2024-11-25,夜班,OP043,操作员43,M28;M17;M09,7.83,0.45,True
SH-0015861,2024-11-25,夜班,OP013,操作员13,M01;M09;M16,6.96,1.3,False
