changeover_time,machine_id,sku_from,sku_to,family_from,family_to,standard_minutes,actual_minutes,operator_id,remark
2026-04-17 04:56:00,M22,HND-021,TLM-020,HND,TLM,214.7,233.4,OP025,模具故障
2025-08-18 01:22:00,M23,WLC-009,DUO-019,WLC,DUO,315.9,394.7,OP022,物料未到位
2024-10-17 21:41:00,M19,HND-014,BUM-027,HND,BUM,159.4,184.9,OP046,正常
2025-09-04 17:48:00,M13,VEN-019,CUP-019,VEN,CUP,155.8,152.1,OP011,正常
2024-08-19 14:18:00,M22,TLM-012,BUM-026,TLM,BUM,111.8,97.0,OP041,正常
2025-09-19 21:39:00,M16,TLM-019,HND-022,TLM,HND,171.0,178.1,OP026,物料未到位
2025-06-29 18:57:00,M04,VEN-020,CUP-003,VEN,CUP,173.9,166.5,OP032,模具故障
2026-02-09 04:35:00,M18,HND-018,HND-002,HND,HND,28.5,27.4,OP021,正常
2025-10-28 12:05:00,M07,DRH-018,DRH-024,DRH,DRH,39.0,37.4,OP025,正常
2026-02-24 19:32:00,M17,BUM-017,BUM-025,BUM,BUM,38.7,46.3,OP031,物料未到位
2025-09-07 06:10:00,M07,DRH-025,CUP-028,DRH,CUP,72.5,89.5,OP022,工具缺失
2024-10-04 08:02:00,M10,VEN-008,CUP-008,VEN,CUP,148.2,156.9,OP025,正常
2024-03-19 02:06:00,M23,DUO-019,WLC-005,DUO,WLC,199.2,238.9,OP034,正常
2025-05-08 15:51:00,M14,HND-011,TLM-004,HND,TLM,114.7,113.1,OP029,模具故障
2025-10-28 19:40:00,M10,CUP-030,DRH-013,CUP,DRH,183.4,157.6,OP001,正常
2026-03-30 22:34:00,M18,HND-004,HND-027,HND,HND,23.3,25.9,OP019,正常
2024-11-29 19:59:00,M03,DRH-005,CUP-012,DRH,CUP,156.3,158.1,OP046,模具故障
2024-03-28 09:34:00,M05,CUP-020,CUP-016,CUP,CUP,40.4,47.2,OP035,正常
2024-04-23 05:39:00,M02,DRH-030,CUP-022,DRH,CUP,181.1,199.6,OP024,物料未到位
2025-12-13 16:06:00,M01,DRH-022,CUP-006,DRH,CUP,196.7,236.0,OP031,正常
2024-06-04 21:45:00,M14,HND-015,TLM-021,HND,TLM,65.1,72.1,OP021,模具故障
2025-01-12 02:46:00,M27,LRB-014,LRB-010,LRB,LRB,74.0,68.7,OP030,工具缺失
2025-01-26 15:37:00,M03,DRH-001,CUP-015,DRH,CUP,83.8,87.0,OP013,正常
2025-02-05 04:54:00,M22,HND-012,HND-007,HND,HND,39.1,34.1,OP031,模具故障
2025-02-21 07:24:00,M04,VEN-027,VEN-005,VEN,VEN,19.6,20.3,OP017,模具故障
2024-07-08 07:36:00,M01,VEN-007,VEN-016,VEN,VEN,24.2,24.6,OP031,正常
2026-04-16 22:16:00,M02,CUP-004,DRH-017,CUP,DRH,180.6,178.3,OP020,正常
2024-01-12 12:32:00,M29,LRB-022,LFR-012,LRB,LFR,314.3,330.9,OP003,模具故障
2026-01-06 00:05:00,M27,LRB-011,LRB-015,LRB,LRB,56.9,68.6,OP043,正常
2024-02-27 23:28:00,M21,BUM-001,HND-024,BUM,HND,207.4,207.2,OP030,物料未到位
2026-04-09 13:36:00,M12,CUP-008,CUP-023,CUP,CUP,20.9,21.6,OP022,工具缺失
2024-11-16 08:33:00,M15,TLM-006,BUM-024,TLM,BUM,164.6,166.4,OP017,工具缺失
2025-03-19 06:33:00,M07,CUP-003,VEN-008,CUP,VEN,62.2,65.2,OP011,模具故障
2025-04-04 01:05:00,M06,CUP-022,VEN-012,CUP,VEN,63.8,56.7,OP006,工具缺失
2025-03-15 16:26:00,M07,VEN-020,CUP-003,VEN,CUP,159.7,157.3,OP011,物料未到位
2025-07-02 21:30:00,M19,BUM-010,TLM-028,BUM,TLM,234.0,289.9,OP015,工具缺失
2024-12-13 02:56:00,M13,CUP-007,DRH-020,CUP,DRH,69.9,73.9,OP044,模具故障
2024-09-05 13:23:00,M24,DUO-005,DUO-001,DUO,DUO,51.0,58.3,OP012,模具故障
2025-09-02 13:37:00,M18,BUM-014,BUM-010,BUM,BUM,32.7,35.5,OP009,模具故障
2026-04-20 12:24:00,M29,LRB-006,LFR-004,LRB,LFR,412.5,419.6,OP025,正常
2024-03-24 22:04:00,M23,TLP-009,TLP-017,TLP,TLP,44.2,44.5,OP042,模具故障
2024-04-07 08:06:00,M17,TLM-012,HND-012,TLM,HND,106.5,111.6,OP040,正常
2024-10-29 00:31:00,M03,VEN-023,CUP-016,VEN,CUP,196.7,167.6,OP022,正常
2025-08-08 14:05:00,M08,CUP-022,VEN-019,CUP,VEN,115.8,121.5,OP021,工具缺失
2025-11-03 04:04:00,M19,BUM-028,BUM-002,BUM,BUM,43.3,47.1,OP021,正常
2024-06-17 17:17:00,M01,DRH-008,DRH-020,DRH,DRH,32.5,32.8,OP047,物料未到位
2024-08-14 04:14:00,M02,CUP-019,CUP-030,CUP,CUP,24.5,26.6,OP007,正常
2024-12-13 08:53:00,M17,BUM-002,TLM-013,BUM,TLM,219.2,258.2,OP003,正常
2026-04-19 18:02:00,M28,LFR-021,LFR-005,LFR,LFR,83.3,92.3,OP030,正常
2025-11-05 00:53:00,M17,TLM-015,TLM-026,TLM,TLM,29.2,33.2,OP025,正常
2026-01-05 00:47:00,M20,BUM-015,TLM-008,BUM,TLM,95.0,95.2,OP037,正常
2025-04-15 13:17:00,M02,DRH-006,CUP-007,DRH,CUP,97.5,109.7,OP038,工具缺失
2025-09-17 09:49:00,M13,CUP-029,DRH-015,CUP,DRH,177.5,215.2,OP002,正常
2025-11-16 07:28:00,M01,VEN-004,DRH-005,VEN,DRH,138.6,161.2,OP007,正常
2024-06-13 03:43:00,M12,CUP-021,DRH-024,CUP,DRH,187.9,226.4,OP047,模具故障
2025-07-04 10:14:00,M27,LRB-008,LRB-003,LRB,LRB,44.6,48.0,OP019,正常
2024-03-13 04:47:00,M17,HND-027,TLM-023,HND,TLM,219.2,226.7,OP015,正常
2024-03-15 05:03:00,M06,CUP-025,CUP-014,CUP,CUP,22.5,26.7,OP031,正常
2024-02-15 22:26:00,M24,TLP-006,DUO-013,TLP,DUO,422.7,440.5,OP026,正常
2024-12-27 07:41:00,M29,LFR-017,LRB-020,LFR,LRB,153.7,181.2,OP034,正常
2025-04-08 02:44:00,M03,VEN-023,DRH-020,VEN,DRH,162.3,164.3,OP001,物料未到位
2025-04-21 13:59:00,M12,DRH-003,VEN-011,DRH,VEN,113.8,99.1,OP047,工具缺失
2024-11-13 22:27:00,M15,BUM-002,TLM-019,BUM,TLM,160.8,166.9,OP005,正常
2024-03-24 02:20:00,M11,CUP-016,DRH-005,CUP,DRH,124.2,146.9,OP003,模具故障
2025-02-07 20:09:00,M18,HND-013,BUM-008,HND,BUM,95.5,83.5,OP031,正常
2024-04-26 03:50:00,M09,CUP-004,DRH-015,CUP,DRH,199.6,229.8,OP003,模具故障
2024-04-12 12:26:00,M21,TLM-014,BUM-010,TLM,BUM,214.5,231.5,OP005,物料未到位
2024-07-31 14:03:00,M22,HND-019,BUM-022,HND,BUM,212.0,251.3,OP036,正常
2024-02-02 11:43:00,M25,WLC-013,WLC-012,WLC,WLC,92.5,113.5,OP046,物料未到位
2025-10-22 07:10:00,M29,LFR-007,LRB-005,LFR,LRB,146.7,174.5,OP046,模具故障
2025-02-13 20:28:00,M19,BUM-006,TLM-010,BUM,TLM,63.6,69.7,OP012,正常
2025-01-10 10:30:00,M13,DRH-014,DRH-009,DRH,DRH,27.1,29.6,OP017,模具故障
2025-06-07 15:43:00,M16,HND-021,HND-022,HND,HND,19.0,18.2,OP014,物料未到位
2025-07-13 05:45:00,M06,CUP-016,CUP-029,CUP,CUP,35.3,37.0,OP009,正常
2024-06-04 11:40:00,M26,LRB-005,LFR-011,LRB,LFR,172.6,151.3,OP016,正常
2026-02-25 18:52:00,M13,CUP-011,DRH-001,CUP,DRH,230.5,226.7,OP004,工具缺失
2025-08-18 11:10:00,M23,WLC-011,DUO-010,WLC,DUO,240.1,237.4,OP016,物料未到位
2025-12-02 17:56:00,M06,CUP-006,VEN-010,CUP,VEN,229.9,265.2,OP044,正常
2025-01-01 17:06:00,M09,VEN-016,VEN-011,VEN,VEN,40.3,38.7,OP045,模具故障
2024-06-29 15:32:00,M18,TLM-006,BUM-010,TLM,BUM,231.0,211.3,OP027,模具故障
2026-03-01 13:00:00,M25,DUO-022,WLC-009,DUO,WLC,244.3,278.8,OP004,模具故障
2025-04-13 23:56:00,M03,CUP-008,CUP-005,CUP,CUP,33.1,29.2,OP013,工具缺失
2025-05-14 18:26:00,M21,BUM-022,TLM-001,BUM,TLM,135.7,167.2,OP045,正常
2025-02-09 22:52:00,M29,LFR-009,LRB-015,LFR,LRB,276.9,336.8,OP010,物料未到位
2025-03-05 21:27:00,M04,CUP-007,DRH-006,CUP,DRH,239.6,213.5,OP048,正常
2025-09-01 08:04:00,M11,CUP-001,DRH-014,CUP,DRH,228.0,260.3,OP023,正常
2024-11-21 17:59:00,M27,LRB-016,LFR-019,LRB,LFR,287.8,254.9,OP009,物料未到位
2024-12-31 11:52:00,M07,DRH-015,CUP-023,DRH,CUP,69.5,80.9,OP025,正常
2025-09-28 02:31:00,M23,DUO-012,TLP-002,DUO,TLP,305.6,303.2,OP027,工具缺失
2026-04-24 02:44:00,M15,TLM-002,HND-016,TLM,HND,108.7,128.0,OP046,正常
2025-05-08 02:08:00,M07,DRH-029,CUP-030,DRH,CUP,134.4,161.5,OP028,正常
2025-08-04 20:43:00,M20,HND-006,TLM-024,HND,TLM,150.7,185.8,OP010,工具缺失
2025-04-04 15:02:00,M10,VEN-008,CUP-024,VEN,CUP,216.1,269.0,OP022,正常
2026-01-29 07:10:00,M02,CUP-018,DRH-007,CUP,DRH,114.4,113.5,OP014,正常
2024-05-08 22:10:00,M18,HND-003,BUM-009,HND,BUM,122.1,150.6,OP044,正常
2024-11-09 10:12:00,M13,CUP-030,DRH-021,CUP,DRH,181.2,201.9,OP002,物料未到位
2024-07-03 19:32:00,M11,CUP-025,DRH-001,CUP,DRH,189.6,220.1,OP018,模具故障
2024-12-02 03:48:00,M15,TLM-023,TLM-019,TLM,TLM,34.5,42.4,OP005,工具缺失
2024-02-19 14:19:00,M11,DRH-005,DRH-016,DRH,DRH,16.9,20.2,OP024,正常
2024-08-08 18:28:00,M02,CUP-002,VEN-003,CUP,VEN,151.9,178.2,OP010,工具缺失
2025-08-06 14:49:00,M29,LRB-013,LFR-020,LRB,LFR,215.7,251.6,OP030,模具故障
2025-01-01 21:54:00,M13,DRH-030,VEN-003,DRH,VEN,93.5,93.4,OP014,工具缺失
2024-02-02 12:03:00,M20,HND-016,HND-006,HND,HND,29.2,28.9,OP039,模具故障
2024-03-22 10:57:00,M16,BUM-028,HND-023,BUM,HND,211.0,206.2,OP042,物料未到位
2024-10-26 01:40:00,M23,TLP-002,DUO-018,TLP,DUO,307.1,287.7,OP024,正常
2025-04-05 11:56:00,M11,CUP-030,CUP-003,CUP,CUP,24.6,25.3,OP020,正常
2025-03-22 06:02:00,M19,TLM-026,HND-022,TLM,HND,234.6,255.0,OP003,正常
2025-03-28 18:34:00,M11,VEN-002,VEN-016,VEN,VEN,26.1,26.8,OP012,正常
2024-07-16 21:19:00,M02,VEN-017,DRH-010,VEN,DRH,157.2,178.5,OP003,正常
2024-09-30 05:34:00,M14,HND-004,HND-010,HND,HND,31.8,38.2,OP009,正常
2025-09-10 07:33:00,M03,VEN-026,VEN-014,VEN,VEN,42.2,51.0,OP014,模具故障
2025-04-25 18:08:00,M26,LFR-018,LFR-021,LFR,LFR,69.6,85.0,OP005,物料未到位
2025-10-30 07:16:00,M28,LFR-012,LFR-013,LFR,LFR,47.6,58.2,OP048,正常
2024-04-10 20:19:00,M29,LRB-009,LFR-005,LRB,LFR,263.6,280.8,OP014,物料未到位
2025-02-24 16:06:00,M14,BUM-016,HND-011,BUM,HND,160.4,180.8,OP029,正常
2024-05-08 09:34:00,M24,WLC-012,DUO-017,WLC,DUO,407.9,405.3,OP014,模具故障
2026-04-23 08:02:00,M04,VEN-024,CUP-029,VEN,CUP,140.2,130.6,OP044,工具缺失
2025-02-14 11:20:00,M18,TLM-021,BUM-002,TLM,BUM,186.3,209.1,OP026,模具故障
2025-08-22 03:47:00,M01,VEN-014,CUP-008,VEN,CUP,91.6,113.7,OP007,正常
2026-01-21 01:43:00,M13,CUP-015,CUP-004,CUP,CUP,37.4,38.6,OP015,模具故障
2025-09-30 11:31:00,M05,VEN-030,DRH-027,VEN,DRH,79.0,71.5,OP043,模具故障
2025-09-04 09:40:00,M03,VEN-006,DRH-024,VEN,DRH,112.5,126.0,OP029,正常
2025-10-24 04:32:00,M15,BUM-005,TLM-001,BUM,TLM,209.5,186.8,OP039,模具故障
2025-06-26 22:57:00,M08,CUP-019,CUP-027,CUP,CUP,23.1,20.1,OP015,正常
2024-06-23 04:01:00,M09,CUP-018,VEN-029,CUP,VEN,182.4,184.6,OP019,正常
2026-03-03 20:45:00,M06,DRH-019,VEN-029,DRH,VEN,86.0,106.0,OP004,模具故障
2025-02-02 14:30:00,M22,BUM-005,TLM-026,BUM,TLM,136.2,118.3,OP002,正常
2026-04-15 09:31:00,M28,LFR-013,LRB-009,LFR,LRB,335.0,298.3,OP037,工具缺失
2025-03-19 05:09:00,M12,DRH-004,CUP-007,DRH,CUP,122.9,126.4,OP015,正常
2025-11-09 08:58:00,M12,CUP-030,DRH-006,CUP,DRH,202.1,208.0,OP037,物料未到位
2024-11-25 14:31:00,M19,BUM-007,TLM-017,BUM,TLM,65.5,68.3,OP013,正常
2025-04-25 11:20:00,M25,DUO-016,WLC-012,DUO,WLC,176.2,165.9,OP012,工具缺失
2024-03-18 06:11:00,M03,VEN-013,CUP-014,VEN,CUP,112.0,97.9,OP029,物料未到位
2026-03-13 07:06:00,M14,BUM-011,TLM-003,BUM,TLM,185.2,223.6,OP040,工具缺失
2026-03-03 09:51:00,M14,TLM-017,BUM-003,TLM,BUM,73.1,80.7,OP043,正常
2025-12-01 11:56:00,M24,WLC-019,WLC-002,WLC,WLC,68.8,59.6,OP022,正常
2025-06-23 18:37:00,M07,DRH-001,DRH-029,DRH,DRH,28.8,34.0,OP013,正常
2024-11-12 17:12:00,M22,BUM-014,HND-016,BUM,HND,130.7,161.5,OP010,正常
2025-08-31 02:48:00,M05,DRH-007,VEN-013,DRH,VEN,165.6,176.8,OP028,正常
2025-06-14 13:10:00,M21,HND-028,TLM-008,HND,TLM,173.8,170.0,OP011,物料未到位
2025-04-04 00:07:00,M29,LFR-008,LFR-011,LFR,LFR,54.6,59.3,OP012,物料未到位
2025-02-26 23:10:00,M01,VEN-002,DRH-021,VEN,DRH,218.0,249.3,OP043,模具故障
2024-11-08 12:16:00,M01,DRH-012,CUP-022,DRH,CUP,71.1,62.2,OP013,物料未到位
2024-02-08 09:34:00,M07,CUP-029,DRH-004,CUP,DRH,61.8,71.4,OP016,模具故障
2026-04-01 01:55:00,M19,HND-020,BUM-024,HND,BUM,163.3,143.4,OP028,工具缺失
2025-12-20 18:39:00,M11,DRH-009,DRH-015,DRH,DRH,23.6,26.9,OP047,模具故障
2025-11-16 16:52:00,M13,DRH-013,VEN-014,DRH,VEN,114.4,116.9,OP042,工具缺失
2024-06-02 19:52:00,M19,HND-023,TLM-018,HND,TLM,134.9,156.4,OP041,正常
2024-02-10 20:02:00,M13,CUP-026,CUP-006,CUP,CUP,44.4,42.7,OP032,正常
2025-09-05 20:17:00,M27,LFR-018,LFR-003,LFR,LFR,24.8,24.9,OP026,正常
2025-12-24 17:53:00,M24,DUO-012,DUO-017,DUO,DUO,24.5,22.7,OP039,正常
2024-10-22 10:09:00,M07,CUP-004,VEN-005,CUP,VEN,218.5,199.0,OP037,正常
2025-04-27 21:20:00,M15,TLM-025,TLM-006,TLM,TLM,15.1,17.4,OP011,正常
2024-05-29 16:12:00,M06,VEN-017,DRH-016,VEN,DRH,112.1,99.4,OP008,正常
2024-12-31 01:35:00,M21,TLM-013,BUM-014,TLM,BUM,176.4,209.6,OP047,工具缺失
2025-01-12 19:08:00,M16,TLM-027,HND-004,TLM,HND,147.6,167.6,OP031,工具缺失
2024-05-21 21:50:00,M15,BUM-011,BUM-017,BUM,BUM,43.9,51.1,OP033,正常
2025-11-18 23:10:00,M15,TLM-006,HND-019,TLM,HND,184.0,167.5,OP038,模具故障
2026-04-09 14:33:00,M15,HND-026,TLM-007,HND,TLM,224.8,276.1,OP040,正常
2025-07-24 04:38:00,M10,VEN-026,VEN-013,VEN,VEN,43.5,40.6,OP019,正常
2025-09-25 03:00:00,M01,DRH-025,CUP-030,DRH,CUP,121.4,111.2,OP004,正常
2025-02-25 12:32:00,M25,WLC-006,DUO-010,WLC,DUO,341.2,381.4,OP026,正常
2026-03-26 15:26:00,M13,VEN-018,CUP-001,VEN,CUP,238.7,222.0,OP042,正常
2024-07-14 21:03:00,M29,LFR-006,LRB-021,LFR,LRB,206.3,191.9,OP029,工具缺失
2025-07-13 11:08:00,M11,VEN-028,CUP-013,VEN,CUP,194.3,173.6,OP028,工具缺失
2025-12-14 09:16:00,M02,DRH-021,DRH-027,DRH,DRH,16.3,15.6,OP045,模具故障
2026-03-30 20:40:00,M22,HND-001,TLM-003,HND,TLM,171.6,177.1,OP032,物料未到位
2024-03-23 01:47:00,M24,DUO-007,WLC-016,DUO,WLC,214.9,206.0,OP047,正常
2025-08-09 21:46:00,M05,DRH-026,DRH-021,DRH,DRH,27.7,24.0,OP035,正常
2024-05-27 09:16:00,M28,LRB-004,LFR-005,LRB,LFR,412.8,438.3,OP028,正常
2025-08-02 02:42:00,M06,CUP-029,CUP-012,CUP,CUP,20.9,24.2,OP037,正常
2024-08-04 11:31:00,M06,CUP-001,CUP-025,CUP,CUP,40.4,37.7,OP014,模具故障
2025-12-20 20:56:00,M29,LRB-007,LRB-021,LRB,LRB,84.4,83.9,OP014,物料未到位
2025-04-30 19:20:00,M08,CUP-016,VEN-001,CUP,VEN,116.1,108.7,OP041,模具故障
2024-04-20 17:04:00,M08,CUP-021,DRH-003,CUP,DRH,165.4,162.0,OP005,工具缺失
2026-04-11 21:46:00,M18,TLM-005,BUM-018,TLM,BUM,165.4,157.5,OP012,物料未到位
2025-02-21 22:18:00,M25,WLC-017,WLC-022,WLC,WLC,51.9,60.8,OP010,工具缺失
2025-11-16 07:52:00,M07,DRH-027,CUP-001,DRH,CUP,145.9,160.6,OP011,正常
2024-07-11 17:20:00,M28,LFR-006,LFR-011,LFR,LFR,55.3,51.1,OP038,模具故障
2024-05-08 11:09:00,M14,BUM-002,HND-027,BUM,HND,157.2,172.8,OP002,物料未到位
2025-02-27 14:08:00,M26,LRB-004,LRB-002,LRB,LRB,42.0,46.7,OP028,物料未到位
2024-08-28 22:57:00,M20,HND-024,HND-018,HND,HND,39.3,44.1,OP022,正常
2026-01-14 04:14:00,M16,BUM-011,TLM-005,BUM,TLM,233.1,254.7,OP017,正常
2024-08-13 11:17:00,M08,VEN-024,DRH-005,VEN,DRH,173.5,164.0,OP021,模具故障
2024-08-02 01:19:00,M12,DRH-005,DRH-004,DRH,DRH,21.3,18.7,OP046,正常
2025-03-31 13:46:00,M17,TLM-020,HND-019,TLM,HND,155.0,160.6,OP033,工具缺失
2026-04-12 10:09:00,M14,TLM-026,BUM-002,TLM,BUM,194.6,241.4,OP006,模具故障
2025-05-25 21:59:00,M21,TLM-008,TLM-021,TLM,TLM,27.6,25.2,OP030,物料未到位
2024-06-21 14:31:00,M10,DRH-019,CUP-021,DRH,CUP,134.1,156.4,OP011,正常
2024-05-30 08:25:00,M24,WLC-021,WLC-007,WLC,WLC,100.0,116.6,OP008,正常
2025-04-19 20:10:00,M27,LRB-021,LFR-010,LRB,LFR,363.1,375.3,OP015,正常
2024-12-24 23:11:00,M18,BUM-013,BUM-011,BUM,BUM,29.0,28.9,OP021,正常
2025-01-22 21:32:00,M13,DRH-017,DRH-003,DRH,DRH,40.0,47.5,OP022,正常
2025-09-09 02:00:00,M11,VEN-017,DRH-029,VEN,DRH,101.4,108.0,OP011,物料未到位
2026-03-29 17:35:00,M04,CUP-004,DRH-020,CUP,DRH,69.8,81.2,OP044,正常
2026-03-07 15:30:00,M17,TLM-013,TLM-015,TLM,TLM,23.2,24.1,OP002,物料未到位
2025-09-18 06:34:00,M02,CUP-017,DRH-017,CUP,DRH,64.7,70.9,OP009,模具故障
2024-11-16 01:22:00,M14,TLM-020,HND-024,TLM,HND,229.6,284.3,OP006,正常
2025-05-03 00:45:00,M01,VEN-009,VEN-010,VEN,VEN,32.6,30.5,OP045,正常
2025-11-15 00:55:00,M22,BUM-026,TLM-022,BUM,TLM,80.1,97.2,OP034,正常
2024-04-24 20:48:00,M06,VEN-016,CUP-015,VEN,CUP,122.5,140.6,OP032,正常
2024-11-11 04:53:00,M05,VEN-021,CUP-022,VEN,CUP,148.0,125.9,OP033,正常
2025-09-02 17:26:00,M25,DUO-006,TLP-005,DUO,TLP,346.3,363.2,OP030,物料未到位
2024-06-29 23:53:00,M11,DRH-016,DRH-030,DRH,DRH,29.7,25.7,OP043,正常
2024-12-20 01:26:00,M05,DRH-018,DRH-015,DRH,DRH,41.4,45.1,OP004,工具缺失
2025-01-03 15:43:00,M22,TLM-019,TLM-015,TLM,TLM,36.2,39.1,OP016,正常
2024-10-29 17:11:00,M13,CUP-018,DRH-013,CUP,DRH,196.7,239.2,OP040,物料未到位
2025-09-28 19:42:00,M05,VEN-026,CUP-020,VEN,CUP,146.4,176.0,OP020,正常
2025-11-06 09:40:00,M26,LFR-005,LRB-008,LFR,LRB,141.2,143.6,OP036,工具缺失
2025-02-09 01:37:00,M24,TLP-001,DUO-004,TLP,DUO,161.0,151.9,OP008,正常
2024-03-20 21:37:00,M03,CUP-026,CUP-014,CUP,CUP,34.9,34.8,OP008,正常
2024-02-08 02:15:00,M05,DRH-011,CUP-013,DRH,CUP,205.9,237.0,OP035,正常
2024-07-29 17:31:00,M21,BUM-002,HND-010,BUM,HND,145.0,163.1,OP002,工具缺失
2024-04-22 00:46:00,M14,BUM-028,TLM-014,BUM,TLM,106.1,99.2,OP007,正常
2025-03-31 17:33:00,M03,VEN-021,VEN-023,VEN,VEN,37.7,41.7,OP035,模具故障
2024-07-21 22:13:00,M11,CUP-004,VEN-009,CUP,VEN,203.7,240.5,OP006,正常
2026-04-29 02:09:00,M19,BUM-019,TLM-016,BUM,TLM,134.1,124.3,OP043,正常
2024-01-23 05:05:00,M18,TLM-025,HND-008,TLM,HND,186.7,161.8,OP013,正常
2024-10-28 06:53:00,M17,HND-018,HND-015,HND,HND,38.6,42.5,OP045,物料未到位
2025-07-24 06:24:00,M25,WLC-016,DUO-015,WLC,DUO,528.5,639.2,OP032,工具缺失
2025-07-17 07:07:00,M17,HND-028,BUM-003,HND,BUM,238.3,212.2,OP045,工具缺失
2025-07-01 10:37:00,M23,WLC-001,TLP-025,WLC,TLP,228.9,221.6,OP034,正常
2024-11-01 17:25:00,M16,HND-014,BUM-014,HND,BUM,166.5,187.8,OP018,正常
2024-09-27 06:00:00,M26,LFR-017,LRB-019,LFR,LRB,236.2,202.4,OP003,工具缺失
2024-10-30 00:42:00,M19,TLM-028,TLM-024,TLM,TLM,38.5,35.8,OP020,正常
2025-10-19 22:57:00,M12,CUP-009,DRH-012,CUP,DRH,195.9,238.5,OP036,工具缺失
2024-04-04 13:13:00,M05,CUP-009,CUP-018,CUP,CUP,41.2,41.0,OP019,正常
2025-12-11 04:35:00,M04,VEN-019,VEN-003,VEN,VEN,44.2,43.3,OP032,正常
2025-09-28 04:18:00,M23,TLP-004,TLP-014,TLP,TLP,63.3,54.8,OP013,模具故障
2025-06-12 06:42:00,M28,LRB-017,LFR-021,LRB,LFR,522.1,545.7,OP031,工具缺失
2025-08-29 03:15:00,M04,VEN-008,DRH-001,VEN,DRH,117.4,115.2,OP022,正常
2024-06-27 13:47:00,M28,LRB-002,LFR-011,LRB,LFR,151.6,187.8,OP035,物料未到位
2025-09-16 10:20:00,M05,CUP-006,DRH-008,CUP,DRH,111.4,112.0,OP041,工具缺失
2025-08-25 16:12:00,M11,DRH-004,VEN-001,DRH,VEN,129.4,126.7,OP035,物料未到位
2025-02-07 13:05:00,M19,BUM-006,BUM-017,BUM,BUM,36.7,38.3,OP007,正常
2026-03-01 23:27:00,M07,DRH-010,CUP-021,DRH,CUP,126.2,139.8,OP003,正常
2025-06-28 20:20:00,M21,TLM-005,TLM-028,TLM,TLM,17.8,19.6,OP040,物料未到位
2025-08-28 09:27:00,M27,LRB-007,LRB-011,LRB,LRB,33.0,28.9,OP018,正常
2026-03-31 04:55:00,M23,DUO-024,TLP-022,DUO,TLP,349.2,418.9,OP015,正常
2024-12-03 13:43:00,M10,DRH-011,CUP-015,DRH,CUP,131.5,124.6,OP005,物料未到位
2024-01-09 19:59:00,M11,DRH-007,DRH-016,DRH,DRH,42.7,49.8,OP014,工具缺失
2025-03-20 17:52:00,M08,DRH-005,VEN-010,DRH,VEN,157.2,134.5,OP041,物料未到位
2025-05-19 10:17:00,M29,LFR-015,LRB-001,LFR,LRB,185.9,220.9,OP030,模具故障
2024-02-13 21:01:00,M22,BUM-016,BUM-014,BUM,BUM,32.0,35.6,OP046,工具缺失
2026-02-27 16:52:00,M14,BUM-022,TLM-008,BUM,TLM,153.4,173.0,OP021,物料未到位
2025-08-10 19:53:00,M05,DRH-004,DRH-007,DRH,DRH,38.4,38.1,OP027,正常
2025-03-20 15:36:00,M16,TLM-028,HND-018,TLM,HND,178.3,199.2,OP007,工具缺失
2025-09-25 14:41:00,M21,HND-005,BUM-011,HND,BUM,162.7,179.9,OP018,工具缺失
2024-01-05 23:29:00,M21,BUM-025,TLM-005,BUM,TLM,157.9,158.6,OP031,正常
2025-09-22 07:16:00,M24,DUO-013,WLC-018,DUO,WLC,374.5,352.4,OP046,正常
2024-03-25 20:32:00,M11,VEN-022,CUP-007,VEN,CUP,151.5,132.5,OP027,工具缺失
2024-02-02 09:18:00,M24,TLP-001,TLP-007,TLP,TLP,47.1,44.7,OP048,物料未到位
2024-05-11 15:07:00,M27,LFR-016,LFR-007,LFR,LFR,47.6,48.7,OP027,正常
2025-04-25 00:12:00,M03,DRH-030,DRH-008,DRH,DRH,38.8,42.7,OP007,正常
2025-02-14 04:43:00,M17,HND-023,TLM-018,HND,TLM,202.7,177.2,OP031,正常
2024-02-22 23:55:00,M08,VEN-014,CUP-027,VEN,CUP,131.5,155.9,OP021,模具故障
2025-01-13 12:52:00,M27,LFR-013,LFR-021,LFR,LFR,70.5,73.4,OP044,正常
2024-06-26 15:46:00,M06,DRH-030,DRH-011,DRH,DRH,22.2,26.4,OP045,工具缺失
2026-04-17 15:19:00,M18,TLM-026,HND-015,TLM,HND,84.2,84.1,OP045,工具缺失
2024-02-27 06:17:00,M12,CUP-010,DRH-006,CUP,DRH,130.6,115.1,OP012,正常
2025-12-23 23:04:00,M10,VEN-010,DRH-027,VEN,DRH,64.3,62.6,OP018,模具故障
2025-04-20 04:07:00,M29,LFR-002,LRB-011,LFR,LRB,419.2,368.3,OP009,正常
2024-03-04 22:25:00,M10,DRH-011,DRH-017,DRH,DRH,27.1,27.1,OP038,模具故障
2024-06-16 01:32:00,M12,VEN-015,DRH-002,VEN,DRH,114.8,128.8,OP024,正常
2025-06-16 17:58:00,M15,HND-008,TLM-024,HND,TLM,205.5,196.9,OP012,物料未到位
2025-11-10 10:58:00,M21,HND-014,HND-011,HND,HND,32.7,28.1,OP042,正常
2025-07-25 01:30:00,M07,CUP-020,DRH-017,CUP,DRH,64.3,61.9,OP025,正常
2024-10-23 01:36:00,M17,BUM-027,BUM-001,BUM,BUM,28.5,30.8,OP042,正常
