record_id,record_time,machine_id,sku,material_type,qty_produced,theoretical_weight_kg,actual_consumption_kg,waste_rate_pct,material_source,material_cost_yuan
MC-0026251,2026-03-19 14:00:00,M06,CUP-007,PP,408,324.425,366.476,12.96,混料,7309.94
MC-0026252,2024-11-03 13:00:00,M03,VEN-015,POM,241,91.82,104.725,14.05,回料,3038.55
MC-0026253,2026-03-03 17:00:00,M29,LRB-013,PC/ABS,342,230.131,236.625,2.82,混料,8267.04
MC-0026254,2024-06-29 16:00:00,M29,LRB-008,TPE,173,69.369,78.258,12.81,混料,2570.8
MC-0026255,2026-04-01 11:00:00,M09,DRH-005,PP,117,40.106,44.076,9.9,新料,1462.47
MC-0026256,2025-10-31 12:00:00,M02,VEN-002,ABS,656,111.217,114.79,3.21,新料,2436.65
MC-0026257,2026-03-25 17:00:00,M02,VEN-012,PC/ABS,696,457.8,496.641,8.48,新料,10384.41
MC-0026258,2024-05-11 16:00:00,M14,HND-018,PC/ABS,578,312.553,358.402,14.67,回料,6844.93
MC-0026259,2024-07-18 10:00:00,M05,VEN-007,TPE,650,560.572,648.155,15.62,混料,21021.4
MC-0026260,2024-01-01 09:00:00,M04,DRH-003,ABS,443,106.042,118.387,11.64,混料,1980.42
MC-0026261,2025-11-26 13:00:00,M19,BUM-001,PA66,429,231.672,255.218,10.16,回料,2399.17
MC-0026262,2025-02-04 17:00:00,M09,CUP-008,TPE,88,54.212,63.33,16.82,新料,968.77
MC-0026263,2024-12-13 12:00:00,M15,HND-007,TPE,487,47.904,51.232,6.95,新料,1477.31
MC-0026264,2025-01-01 15:00:00,M15,BUM-019,PA66,933,710.748,772.952,8.75,新料,26334.96
MC-0026265,2025-07-23 10:00:00,M11,DRH-027,POM,211,73.979,87.162,17.82,新料,2349.33
MC-0026266,2024-12-30 09:00:00,M03,VEN-017,PP,799,124.515,135.35,8.7,新料,4303.13
MC-0026267,2025-11-13 09:00:00,M24,TLP-011,PA66,458,160.816,186.356,15.88,新料,6373.07
MC-0026268,2025-01-16 15:00:00,M03,DRH-015,PC/ABS,978,198.547,212.08,6.82,新料,4406.65
MC-0026269,2025-03-21 11:00:00,M12,VEN-025,TPE,420,103.305,105.889,2.5,新料,1845.28
MC-0026270,2024-06-08 12:00:00,M15,BUM-025,PP-GF20,426,223.953,246.801,10.2,新料,2198.84
MC-0026271,2024-08-06 10:00:00,M28,LRB-003,ABS,119,55.929,61.251,9.52,混料,1857.05
MC-0026272,2024-06-24 13:00:00,M09,DRH-018,PA66,282,61.026,66.848,9.54,混料,946.95
MC-0026273,2025-09-01 16:00:00,M08,CUP-008,ABS,897,552.591,644.957,16.72,新料,13490.41
MC-0026274,2024-02-24 15:00:00,M17,TLM-006,ABS,210,39.54,43.611,10.3,新料,1021.39
MC-0026275,2024-02-03 14:00:00,M27,LRB-017,PC/ABS,953,783.211,839.216,7.15,新料,21822.41
MC-0026276,2025-04-26 13:00:00,M28,LFR-002,TPE,728,594.773,602.955,1.38,回料,14275.71
MC-0026277,2025-07-22 16:00:00,M26,LRB-007,PA66,510,242.163,278.545,15.02,回料,8173.66
MC-0026278,2025-04-03 08:00:00,M27,LFR-018,PP,227,106.641,107.616,0.91,回料,2381.59
MC-0026279,2025-09-07 10:00:00,M18,BUM-025,TPE,873,458.947,525.165,14.43,新料,17150.02
MC-0026280,2026-03-24 09:00:00,M20,TLM-005,TPE,465,71.028,72.411,1.95,新料,2313.9
MC-0026281,2025-03-15 11:00:00,M13,VEN-028,TPE,179,138.204,151.734,9.79,混料,4871.57
MC-0026282,2026-03-03 16:00:00,M08,CUP-028,PP,131,114.286,133.936,17.19,回料,1426.01
MC-0026283,2026-01-06 14:00:00,M09,CUP-003,PC/ABS,289,129.814,132.404,2.0,新料,2442.09
MC-0026284,2024-12-10 17:00:00,M27,LFR-018,PC/ABS,928,435.959,509.111,16.78,新料,7020.78
MC-0026285,2025-01-29 16:00:00,M20,HND-006,PA6,796,537.595,597.967,11.23,新料,18646.42
MC-0026286,2024-03-27 08:00:00,M06,VEN-029,PA6,554,91.527,95.74,4.6,新料,2224.17
MC-0026287,2025-04-13 15:00:00,M19,HND-015,PA6,703,388.329,418.329,7.73,新料,13151.11
MC-0026288,2024-11-15 16:00:00,M22,TLM-002,PP,671,449.58,468.388,4.18,回料,7600.47
MC-0026289,2024-06-09 08:00:00,M22,HND-014,PC/ABS,807,131.83,133.528,1.29,混料,1820.69
MC-0026290,2026-03-27 08:00:00,M21,BUM-015,TPE,550,68.377,68.93,0.81,回料,1188.5
MC-0026291,2026-04-10 12:00:00,M14,TLM-004,PA66,77,26.371,27.304,3.54,新料,906.19
MC-0026292,2026-01-04 14:00:00,M21,BUM-004,ABS,339,288.799,316.819,9.7,新料,4302.64
MC-0026293,2024-02-28 08:00:00,M25,TLP-022,PA6,242,170.693,185.658,8.77,混料,2181.93
MC-0026294,2024-05-26 17:00:00,M04,VEN-002,PA6,361,61.203,65.535,7.08,混料,1684.23
MC-0026295,2024-09-15 08:00:00,M20,TLM-028,PP-GF20,739,211.529,247.074,16.8,新料,2571.41
MC-0026296,2024-10-02 14:00:00,M28,LFR-020,ABS,656,38.176,38.81,1.66,新料,351.02
MC-0026297,2025-09-09 15:00:00,M22,BUM-003,PC/ABS,310,103.134,114.304,10.83,新料,3894.23
MC-0026298,2026-02-08 08:00:00,M22,TLM-007,PP-GF20,269,147.152,156.416,6.3,回料,3923.99
MC-0026299,2025-10-01 11:00:00,M05,DRH-023,PP-GF20,78,45.995,52.894,15.0,回料,1557.72
MC-0026300,2024-08-12 08:00:00,M04,CUP-028,TPE,186,162.268,172.477,6.29,混料,4621.11
MC-0026301,2025-10-04 16:00:00,M19,HND-001,PP,725,318.19,324.684,2.04,新料,8665.03
MC-0026302,2026-04-22 16:00:00,M08,CUP-023,PC/ABS,750,312.09,362.687,16.21,新料,3961.72
MC-0026303,2024-03-21 11:00:00,M14,TLM-013,PP,549,447.626,492.882,10.11,新料,16282.41
MC-0026304,2025-09-21 08:00:00,M01,DRH-025,PP,202,6.013,6.272,4.31,新料,153.62
MC-0026305,2025-05-30 16:00:00,M13,VEN-021,PC/ABS,861,272.257,320.406,17.69,新料,10641.84
MC-0026306,2026-03-23 13:00:00,M21,BUM-010,TPE,747,333.616,351.491,5.36,混料,3333.09
MC-0026307,2024-07-15 08:00:00,M04,DRH-011,PP-GF20,855,569.076,637.638,12.05,新料,10065.97
MC-0026308,2024-12-08 14:00:00,M09,DRH-029,PA6,467,246.854,283.395,14.8,新料,4600.24
MC-0026309,2024-11-16 13:00:00,M06,DRH-006,PC/ABS,604,518.724,604.311,16.5,回料,6645.13
MC-0026310,2024-06-17 11:00:00,M21,BUM-025,PP,861,452.638,507.906,12.21,新料,5511.45
MC-0026311,2025-04-28 08:00:00,M19,HND-001,PA66,322,141.32,146.024,3.33,混料,3357.23
MC-0026312,2024-02-06 12:00:00,M23,TLP-016,ABS,569,30.065,34.231,13.86,新料,413.81
MC-0026313,2024-05-06 12:00:00,M20,BUM-017,PA66,261,146.351,156.796,7.14,回料,3192.99
MC-0026314,2025-05-03 12:00:00,M16,BUM-014,ABS,983,710.869,832.415,17.1,新料,24230.24
MC-0026315,2025-07-23 10:00:00,M06,CUP-002,PP-GF20,559,488.08,552.231,13.14,混料,15410.74
MC-0026316,2025-07-22 10:00:00,M12,VEN-017,PA6,692,107.841,114.226,5.92,混料,3686.91
MC-0026317,2026-03-19 11:00:00,M08,DRH-026,PA6,632,509.832,525.68,3.11,新料,15995.07
MC-0026318,2025-10-27 17:00:00,M21,HND-005,PA66,634,174.03,186.925,7.41,混料,1496.08
MC-0026319,2024-05-21 15:00:00,M02,DRH-006,PP,156,133.975,144.594,7.93,新料,1259.83
MC-0026320,2026-02-16 14:00:00,M14,HND-006,PC/ABS,900,607.834,638.669,5.07,回料,5798.91
MC-0026321,2025-08-20 16:00:00,M09,CUP-018,POM,64,47.423,49.263,3.88,回料,398.33
MC-0026322,2024-07-14 15:00:00,M10,DRH-025,TPE,675,20.093,20.89,3.97,新料,717.51
MC-0026323,2024-08-13 16:00:00,M19,HND-015,POM,594,328.119,384.171,17.08,混料,8280.76
MC-0026324,2026-01-12 15:00:00,M05,DRH-021,TPE,664,241.15,249.108,3.3,回料,7204.37
MC-0026325,2024-05-15 08:00:00,M09,VEN-027,PA66,602,455.372,529.664,16.31,新料,13729.71
MC-0026326,2024-11-22 13:00:00,M06,VEN-026,TPE,395,107.002,107.712,0.66,新料,2783.66
MC-0026327,2024-02-05 08:00:00,M05,VEN-008,PP,95,71.166,82.472,15.89,新料,1468.98
MC-0026328,2026-03-04 12:00:00,M08,DRH-005,PC/ABS,816,279.712,311.816,11.48,混料,8648.2
MC-0026329,2026-03-13 13:00:00,M23,DUO-002,PC/ABS,404,203.025,214.813,5.81,新料,5309.98
MC-0026330,2024-05-29 16:00:00,M12,VEN-010,ABS,88,53.913,62.7,16.3,新料,1839.08
MC-0026331,2024-09-27 09:00:00,M25,WLC-015,TPE,768,439.66,461.649,5.0,回料,5402.13
MC-0026332,2024-02-11 16:00:00,M03,VEN-014,ABS,472,311.92,333.856,7.03,回料,7046.77
MC-0026333,2025-11-03 11:00:00,M28,LRB-018,POM,563,29.632,34.663,16.98,新料,1009.38
MC-0026334,2025-04-17 12:00:00,M29,LFR-012,ABS,188,24.379,25.903,6.25,新料,843.12
MC-0026335,2024-05-02 14:00:00,M20,HND-009,PP-GF20,283,169.88,196.934,15.93,新料,6442.85
MC-0026336,2024-11-08 11:00:00,M21,BUM-026,ABS,757,538.702,569.207,5.66,新料,13525.86
MC-0026337,2024-11-01 17:00:00,M21,TLM-023,ABS,469,330.082,360.491,9.21,回料,12392.34
MC-0026338,2024-08-18 13:00:00,M11,VEN-030,PP-GF20,936,228.294,231.977,1.61,混料,6844.25
MC-0026339,2024-10-09 13:00:00,M01,CUP-001,PP-GF20,343,294.185,295.594,0.48,混料,6377.26
MC-0026340,2024-01-02 13:00:00,M12,DRH-028,PC/ABS,987,812.17,907.142,11.69,新料,17838.33
MC-0026341,2024-02-01 09:00:00,M29,LFR-013,PP-GF20,514,315.428,324.985,3.03,新料,7915.44
MC-0026342,2024-03-11 08:00:00,M23,TLP-003,PA6,749,215.78,231.428,7.25,新料,7451.42
MC-0026343,2024-12-22 16:00:00,M10,CUP-027,PA66,986,757.318,869.251,14.78,新料,14958.0
MC-0026344,2025-08-07 15:00:00,M26,LRB-020,PP,259,11.338,12.21,7.69,回料,273.47
MC-0026345,2025-12-27 12:00:00,M22,BUM-028,PP,273,101.819,105.638,3.75,回料,1677.17
MC-0026346,2025-03-13 13:00:00,M28,LFR-002,PC/ABS,642,524.511,542.232,3.38,新料,6575.79
MC-0026347,2026-01-17 16:00:00,M18,HND-018,TPE,554,299.576,348.337,16.28,混料,4563.18
MC-0026348,2025-04-09 13:00:00,M04,VEN-001,POM,718,250.852,271.874,8.38,混料,9438.02
MC-0026349,2024-11-06 17:00:00,M01,VEN-005,POM,841,465.599,518.001,11.25,新料,9991.1
MC-0026350,2024-04-03 13:00:00,M10,VEN-021,PP-GF20,199,62.926,73.973,17.56,新料,2094.1
MC-0026351,2025-11-03 15:00:00,M09,DRH-020,TPE,286,172.683,175.889,1.86,回料,3513.64
MC-0026352,2024-02-22 14:00:00,M08,VEN-010,TPE,380,232.805,266.756,14.58,回料,7226.07
MC-0026353,2024-06-19 14:00:00,M03,DRH-007,ABS,670,223.937,234.424,4.68,新料,2943.75
MC-0026354,2025-08-24 09:00:00,M24,WLC-016,PA6,925,742.192,769.607,3.69,新料,16166.41
MC-0026355,2025-12-13 13:00:00,M06,CUP-029,PC/ABS,1000,152.44,153.066,0.41,混料,3330.65
MC-0026356,2025-12-21 12:00:00,M20,BUM-005,TPE,227,29.928,33.991,13.58,回料,399.04
MC-0026357,2024-03-10 12:00:00,M02,VEN-023,PP,215,111.101,126.568,13.92,混料,1063.39
MC-0026358,2024-06-03 08:00:00,M29,LFR-006,PA66,460,300.389,321.182,6.92,混料,2824.26
MC-0026359,2024-08-29 09:00:00,M07,DRH-010,ABS,86,50.597,52.556,3.87,回料,742.16
MC-0026360,2026-04-20 13:00:00,M26,LRB-018,PC/ABS,403,21.211,23.259,9.66,回料,503.64
MC-0026361,2025-05-17 13:00:00,M21,BUM-022,PA66,385,238.842,250.746,4.98,回料,8129.56
MC-0026362,2024-03-16 12:00:00,M22,BUM-011,POM,236,155.498,158.777,2.11,新料,3527.1
MC-0026363,2024-05-25 15:00:00,M01,CUP-007,TPE,583,463.578,515.337,11.17,混料,16917.78
MC-0026364,2025-05-03 10:00:00,M28,LFR-004,POM,964,486.432,501.896,3.18,新料,15679.66
MC-0026365,2025-07-18 13:00:00,M11,DRH-024,PA6,707,112.727,120.327,6.74,回料,3277.93
MC-0026366,2024-07-08 17:00:00,M08,CUP-015,TPE,950,241.494,276.164,14.36,回料,4961.8
MC-0026367,2025-01-10 08:00:00,M26,LRB-021,POM,832,320.846,366.25,14.15,混料,6912.14
MC-0026368,2024-10-23 17:00:00,M09,VEN-015,POM,183,69.722,80.253,15.1,混料,1593.31
MC-0026369,2024-12-01 16:00:00,M10,CUP-015,PA6,295,74.99,83.079,10.79,回料,2274.68
MC-0026370,2024-08-21 14:00:00,M22,BUM-021,PA6,533,70.216,80.936,15.27,新料,1647.55
MC-0026371,2024-12-26 09:00:00,M26,LRB-015,POM,814,518.814,560.633,8.06,混料,15591.29
MC-0026372,2025-03-10 11:00:00,M09,CUP-020,TPE,254,112.837,124.455,10.3,新料,2377.05
MC-0026373,2026-01-02 08:00:00,M04,DRH-010,PP-GF20,310,182.384,208.2,14.15,新料,6728.16
MC-0026374,2024-05-31 09:00:00,M18,HND-017,PP,550,295.43,302.293,2.32,新料,6522.09
MC-0026375,2025-07-24 13:00:00,M29,LRB-018,PA66,786,41.37,48.122,16.32,回料,831.58
MC-0026376,2026-01-23 08:00:00,M07,CUP-011,PC/ABS,472,255.817,265.511,3.79,混料,4696.45
MC-0026377,2024-05-25 12:00:00,M02,DRH-002,PA66,823,563.883,611.837,8.5,新料,14443.98
MC-0026378,2024-09-22 14:00:00,M21,TLM-017,PA6,340,12.607,13.531,7.33,新料,446.02
MC-0026379,2025-01-22 15:00:00,M06,DRH-021,PC/ABS,730,265.12,288.7,8.89,新料,9181.49
MC-0026380,2024-07-20 16:00:00,M11,DRH-026,TPE,463,373.5,429.226,14.92,回料,8305.53
MC-0026381,2024-06-11 13:00:00,M02,CUP-026,PA6,769,555.796,580.884,4.51,新料,13891.16
MC-0026382,2024-03-09 11:00:00,M22,TLM-006,PA6,755,142.154,156.407,10.03,回料,2650.2
MC-0026383,2025-03-14 17:00:00,M16,HND-006,PA66,107,72.265,75.472,4.44,回料,2609.35
MC-0026384,2026-01-05 08:00:00,M29,LFR-014,ABS,213,57.217,62.41,9.08,新料,832.46
MC-0026385,2025-07-25 15:00:00,M18,HND-006,PA66,519,350.518,378.851,8.08,新料,3876.97
MC-0026386,2024-07-30 14:00:00,M01,VEN-018,POM,847,149.967,152.268,1.53,新料,1643.95
MC-0026387,2025-07-08 08:00:00,M05,CUP-019,POM,458,329.652,379.38,15.08,新料,6117.31
MC-0026388,2025-12-17 16:00:00,M09,VEN-025,ABS,68,16.726,17.496,4.6,回料,456.63
MC-0026389,2026-04-18 16:00:00,M04,CUP-010,POM,183,93.434,96.521,3.3,回料,823.64
MC-0026390,2024-12-27 14:00:00,M07,VEN-003,TPE,744,232.348,263.809,13.54,混料,5280.69
MC-0026391,2025-07-21 17:00:00,M29,LFR-005,PA66,777,136.613,156.668,14.68,新料,3306.6
MC-0026392,2025-09-06 12:00:00,M24,TLP-008,ABS,143,43.465,47.863,10.12,新料,662.58
MC-0026393,2026-01-24 16:00:00,M18,TLM-005,ABS,119,18.177,21.197,16.61,混料,466.31
MC-0026394,2025-08-02 15:00:00,M18,TLM-023,PA66,928,653.125,692.703,6.06,新料,21128.35
MC-0026395,2025-03-01 16:00:00,M05,CUP-001,POM,389,333.638,363.967,9.09,新料,3341.36
MC-0026396,2024-04-22 10:00:00,M09,CUP-030,PP,650,154.521,159.109,2.97,新料,4349.59
MC-0026397,2024-03-22 11:00:00,M02,VEN-007,PC/ABS,120,103.49,110.837,7.1,新料,1661.66
MC-0026398,2024-06-17 08:00:00,M09,VEN-024,PP-GF20,746,298.823,329.273,10.19,新料,5830.99
MC-0026399,2024-10-29 14:00:00,M10,DRH-004,PA6,884,431.586,471.595,9.27,新料,5124.69
MC-0026400,2025-05-22 15:00:00,M02,DRH-013,POM,726,353.401,370.622,4.87,新料,6789.19
MC-0026401,2024-09-06 10:00:00,M11,CUP-012,PP,520,395.112,455.646,15.32,新料,10599.73
MC-0026402,2024-01-25 15:00:00,M25,WLC-020,PP,528,45.574,48.71,6.88,新料,510.39
MC-0026403,2025-04-12 12:00:00,M29,LRB-009,POM,561,152.547,174.55,14.42,新料,4097.9
MC-0026404,2025-06-24 12:00:00,M25,DUO-018,POM,103,74.412,74.683,0.36,混料,961.19
MC-0026405,2024-11-01 14:00:00,M23,DUO-023,PP,411,300.988,341.148,13.34,新料,2758.09
MC-0026406,2024-10-18 16:00:00,M26,LFR-016,PA6,637,499.037,559.485,12.11,新料,16803.41
MC-0026407,2024-04-28 16:00:00,M21,BUM-011,POM,468,308.361,319.889,3.74,新料,7630.94
MC-0026408,2025-07-16 17:00:00,M29,LRB-021,PA6,476,183.561,204.337,11.32,回料,7123.96
MC-0026409,2024-01-07 08:00:00,M19,TLM-024,POM,103,36.792,38.221,3.88,新料,564.55
MC-0026410,2024-07-29 15:00:00,M08,CUP-019,TPE,561,403.788,436.172,8.02,新料,5829.17
MC-0026411,2025-05-13 14:00:00,M08,CUP-009,PC/ABS,257,119.728,126.873,5.97,新料,2377.58
MC-0026412,2024-08-23 14:00:00,M24,WLC-003,PP,716,533.567,588.984,10.39,新料,9167.0
MC-0026413,2025-06-20 08:00:00,M03,CUP-011,PP,670,363.131,388.923,7.1,新料,7315.7
MC-0026414,2024-10-23 10:00:00,M17,HND-026,PA66,796,152.826,167.444,9.57,新料,5094.98
MC-0026415,2026-01-10 08:00:00,M17,HND-014,ABS,857,139.998,149.006,6.43,回料,4490.21
MC-0026416,2024-03-06 09:00:00,M26,LFR-002,PA66,668,545.753,554.681,1.64,回料,18001.6
MC-0026417,2025-05-17 17:00:00,M13,DRH-002,PA6,631,432.333,470.216,8.76,新料,11727.18
MC-0026418,2025-06-30 10:00:00,M16,BUM-006,TPE,631,344.398,400.381,16.26,新料,7918.87
MC-0026419,2025-08-02 17:00:00,M13,CUP-021,TPE,168,16.646,17.581,5.62,回料,220.41
MC-0026420,2024-08-04 16:00:00,M02,VEN-002,PP-GF20,105,17.801,18.974,6.59,新料,399.11
MC-0026421,2025-11-26 17:00:00,M01,CUP-013,ABS,220,24.156,26.09,8.01,新料,559.26
MC-0026422,2024-02-24 13:00:00,M14,TLM-021,PA66,554,54.209,60.32,11.27,回料,864.51
MC-0026423,2024-08-14 08:00:00,M18,HND-015,PP-GF20,889,491.074,496.724,1.15,新料,15414.15
MC-0026424,2025-11-19 13:00:00,M29,LRB-005,PA66,584,443.08,468.951,5.84,回料,13869.54
MC-0026425,2025-05-19 15:00:00,M24,WLC-018,PA66,318,168.88,174.34,3.23,回料,5898.47
MC-0026426,2024-09-01 11:00:00,M10,DRH-012,POM,323,256.803,265.276,3.3,新料,6904.26
MC-0026427,2025-03-22 14:00:00,M07,DRH-006,PP,236,202.68,238.354,17.6,新料,8220.17
MC-0026428,2025-09-11 08:00:00,M14,BUM-028,PP-GF20,211,78.695,84.303,7.13,新料,2691.72
MC-0026429,2024-06-05 13:00:00,M20,BUM-011,PA66,873,575.212,584.171,1.56,新料,7979.65
MC-0026430,2025-12-05 16:00:00,M14,BUM-002,PA66,940,532.22,541.179,1.68,混料,14152.04
MC-0026431,2025-04-26 15:00:00,M04,CUP-019,TPE,458,329.652,335.09,1.65,混料,6912.88
MC-0026432,2024-09-13 13:00:00,M22,HND-001,PA6,927,406.845,417.419,2.6,回料,5837.89
MC-0026433,2024-06-16 14:00:00,M06,CUP-011,PP-GF20,986,534.398,609.651,14.08,新料,15212.52
MC-0026434,2025-01-09 08:00:00,M03,VEN-013,PA66,569,83.632,92.776,10.93,新料,2251.94
MC-0026435,2024-03-31 11:00:00,M02,CUP-019,TPE,818,588.767,682.675,15.95,回料,10384.29
MC-0026436,2025-05-11 11:00:00,M21,HND-006,TPE,258,174.246,181.561,4.2,新料,5336.76
MC-0026437,2025-09-16 12:00:00,M21,HND-012,PA6,765,91.875,98.723,7.45,新料,3078.21
MC-0026438,2026-03-27 16:00:00,M11,CUP-021,PP-GF20,339,33.59,38.685,15.17,新料,862.51
MC-0026439,2025-06-21 10:00:00,M15,HND-006,PA66,578,390.364,393.025,0.68,新料,4889.87
MC-0026440,2026-03-13 17:00:00,M25,DUO-025,PC/ABS,616,427.449,472.116,10.45,新料,5202.91
MC-0026441,2024-09-26 10:00:00,M02,CUP-028,PC/ABS,399,348.092,367.183,5.48,回料,3758.74
MC-0026442,2024-06-17 08:00:00,M16,TLM-007,PA66,436,238.506,258.707,8.47,新料,5587.5
MC-0026443,2025-06-20 12:00:00,M17,BUM-001,PP,794,428.783,450.619,5.09,新料,7201.69
MC-0026444,2026-01-23 16:00:00,M01,VEN-022,POM,388,158.777,163.733,3.12,回料,1427.06
MC-0026445,2025-02-21 08:00:00,M26,LFR-014,PP,235,63.127,65.518,3.79,新料,2080.33
MC-0026446,2024-07-18 16:00:00,M01,VEN-007,PP-GF20,811,699.422,823.169,17.69,新料,7980.97
MC-0026447,2025-04-07 16:00:00,M24,TLP-012,ABS,122,20.935,24.529,17.17,新料,854.74
MC-0026448,2024-12-24 16:00:00,M22,TLM-006,TPE,200,37.657,41.124,9.21,新料,1050.8
MC-0026449,2024-10-09 09:00:00,M23,WLC-001,PP-GF20,602,120.54,126.437,4.89,混料,4389.74
MC-0026450,2025-06-13 14:00:00,M06,VEN-005,PP,478,264.633,278.512,5.24,混料,4018.52
MC-0026451,2025-01-25 09:00:00,M21,TLM-021,TPE,994,97.263,110.861,13.98,新料,2454.32
MC-0026452,2024-01-23 09:00:00,M19,HND-026,PA6,428,82.173,91.194,10.98,新料,1821.33
MC-0026453,2025-08-22 16:00:00,M17,BUM-009,PC/ABS,396,171.717,172.43,0.42,新料,2469.29
MC-0026454,2024-04-10 14:00:00,M23,WLC-023,PA66,894,758.019,843.511,11.28,混料,21922.7
MC-0026455,2026-04-24 14:00:00,M05,VEN-019,PA66,804,230.466,241.42,4.75,新料,3655.79
MC-0026456,2024-05-30 14:00:00,M24,TLP-019,POM,110,81.225,93.643,15.29,新料,1778.13
MC-0026457,2026-04-19 08:00:00,M25,WLC-019,POM,642,70.027,79.089,12.94,新料,1709.29
MC-0026458,2025-03-03 08:00:00,M11,DRH-028,PA66,810,666.522,678.051,1.73,新料,22785.45
MC-0026459,2025-03-14 09:00:00,M05,DRH-029,PP,136,71.889,84.826,18.0,回料,1579.69
MC-0026460,2024-11-23 14:00:00,M17,BUM-018,PP-GF20,184,133.896,154.903,15.69,新料,2229.5
MC-0026461,2026-01-22 13:00:00,M04,DRH-018,TPE,870,188.271,200.995,6.76,新料,6960.27
MC-0026462,2024-04-09 14:00:00,M23,TLP-001,TPE,586,38.75,43.436,12.09,回料,1109.61
MC-0026463,2025-01-09 14:00:00,M23,TLP-023,TPE,206,97.73,106.794,9.27,新料,1505.64
MC-0026464,2024-05-11 09:00:00,M06,DRH-006,ABS,416,357.267,421.255,17.91,新料,13289.44
MC-0026465,2025-09-30 12:00:00,M23,TLP-022,PA6,704,496.562,513.606,3.43,混料,14758.74
MC-0026466,2025-12-22 09:00:00,M02,DRH-027,PP,873,306.084,327.927,7.14,回料,8053.1
MC-0026467,2025-04-29 11:00:00,M10,CUP-021,POM,418,41.418,42.694,3.08,新料,1116.01
MC-0026468,2025-05-24 08:00:00,M24,WLC-018,PP,813,431.758,454.05,5.16,新料,12306.64
MC-0026469,2025-07-30 13:00:00,M29,LFR-019,POM,283,140.469,153.173,9.04,新料,1536.04
MC-0026470,2026-04-17 16:00:00,M20,TLM-001,ABS,345,32.017,33.58,4.88,新料,1028.28
MC-0026471,2024-02-05 10:00:00,M02,DRH-025,ABS,691,20.569,22.965,11.65,新料,409.82
MC-0026472,2024-03-21 11:00:00,M28,LFR-003,PA66,599,328.105,350.461,6.81,新料,3551.41
MC-0026473,2025-02-08 14:00:00,M29,LFR-009,PP-GF20,621,388.255,413.034,6.38,新料,11469.63
MC-0026474,2025-05-13 10:00:00,M26,LFR-016,PP,754,590.697,644.454,9.1,新料,16564.09
MC-0026475,2024-05-22 14:00:00,M07,VEN-027,PP-GF20,197,149.017,151.232,1.49,新料,4169.06
MC-0026476,2024-08-08 11:00:00,M12,DRH-022,TPE,654,196.899,215.901,9.65,新料,6969.02
MC-0026477,2024-03-27 14:00:00,M19,TLM-010,PP-GF20,854,397.06,412.162,3.8,混料,11115.22
MC-0026478,2025-05-19 09:00:00,M13,CUP-014,ABS,219,161.553,173.707,7.52,新料,5977.88
MC-0026479,2025-04-23 13:00:00,M14,BUM-002,PC/ABS,432,244.595,280.097,14.51,新料,9211.28
MC-0026480,2024-11-22 14:00:00,M26,LRB-017,PP,497,408.453,409.77,0.32,混料,3836.28
MC-0026481,2025-06-20 10:00:00,M24,TLP-022,PP,670,472.58,509.02,7.71,新料,13710.74
MC-0026482,2026-03-11 09:00:00,M07,CUP-022,POM,235,102.145,103.085,0.92,回料,3064.94
MC-0026483,2024-10-27 15:00:00,M12,CUP-001,PA6,934,801.074,876.336,9.4,混料,30055.55
MC-0026484,2025-01-07 13:00:00,M27,LFR-004,PP-GF20,264,133.214,144.444,8.43,混料,4319.66
MC-0026485,2024-09-21 17:00:00,M27,LFR-012,TPE,405,52.519,57.127,8.77,新料,890.99
MC-0026486,2024-08-06 14:00:00,M25,TLP-008,PP-GF20,676,205.472,212.31,3.33,新料,3087.65
MC-0026487,2024-01-06 17:00:00,M25,DUO-006,PC/ABS,468,105.278,122.611,16.46,新料,2813.37
MC-0026488,2025-03-31 13:00:00,M21,HND-001,ABS,724,317.751,360.418,13.43,新料,12088.97
MC-0026489,2024-07-23 14:00:00,M12,DRH-005,POM,138,47.304,50.984,7.78,新料,786.11
MC-0026490,2024-08-23 15:00:00,M21,HND-015,PA66,562,310.443,342.721,10.4,新料,2991.29
MC-0026491,2025-05-07 15:00:00,M08,VEN-013,ABS,934,137.28,158.294,15.31,新料,4710.55
MC-0026492,2024-05-29 17:00:00,M03,VEN-010,PA66,855,523.811,607.676,16.01,新料,7177.33
MC-0026493,2024-01-11 16:00:00,M01,CUP-016,PA66,377,322.181,375.432,16.53,新料,12899.22
MC-0026494,2025-09-22 14:00:00,M24,WLC-024,PP,110,86.233,92.872,7.7,新料,2940.03
MC-0026495,2024-07-16 08:00:00,M05,DRH-007,POM,848,283.431,308.036,8.68,回料,3373.02
MC-0026496,2026-04-17 12:00:00,M03,VEN-020,TPE,387,306.97,307.453,0.16,新料,10159.24
MC-0026497,2025-10-07 09:00:00,M23,TLP-018,PA6,455,17.106,19.432,13.6,混料,522.98
MC-0026498,2025-04-13 09:00:00,M06,CUP-016,ABS,457,390.548,450.661,15.39,新料,6941.07
MC-0026499,2026-02-03 14:00:00,M19,TLM-012,PA66,678,344.212,399.685,16.12,回料,11999.94
MC-0026500,2025-01-16 11:00:00,M11,VEN-024,TPE,103,41.258,45.818,11.05,新料,643.82
MC-0026501,2024-07-27 11:00:00,M14,TLM-011,POM,61,30.831,34.355,11.43,新料,830.63
MC-0026502,2024-11-15 10:00:00,M11,DRH-004,PA6,972,474.55,534.236,12.58,新料,5495.82
